,Date,riskfree,kospi200,professionalism,pbr,activity,actualreturn,mktcap
0,1999-12-31,4.79,11.18,15621.31542254375,1.80583,1.7610080287528673e-05,-16.67,148458
1,2000-01-31,4.78,-8.41,9163.4978662749,1.22952,-7.689983334822606e-06,-16.64,114354
2,2000-02-29,5.07,-13.36,23463.979302574913,1.41032,-1.1645726024938024e-06,9.9,110062
3,2000-03-31,5.05,4.71,29709.99360533261,1.46002,-4.952458584836661e-06,3.51,125417
4,2000-04-30,5.06,-17.96,17003.47040523946,1.09799,-4.856491219432112e-06,-26.62,97720
5,2000-05-31,5.12,1.68,20378.424061676298,0.96118,-9.769607785061245e-06,-12.47,80809
6,2000-06-30,5.16,12.61,26406.44942157654,1.04916,-6.4265484677368475e-06,22.66,81774
7,2000-07-31,5.13,-14.44,23042.852562273925,0.86044,2.424425232231726e-06,-17.98,87637
8,2000-08-31,5.12,-3.14,11906.389216567923,0.86044,-1.3202976320733844e-06,0.0,75616
9,2000-09-30,5.09,-17.36,8912.441542431663,0.63565,-1.1553957368717996e-05,-29.71,60839
10,2000-10-31,5.37,-16.2,10373.81071163602,0.49885,-5.49317106240929e-07,-21.54,49871
11,2000-11-30,5.32,-0.81,10769.03019724584,0.5116,-1.8413653866263466e-07,3.66,46693
12,2000-12-31,6.08,-4.36,25285.77122809966,0.50236,2.150316317883568e-09,-8.69,47602
13,2001-01-31,5.27,23.09,39304.43971550498,0.6655,1.1891033706227126e-07,31.88,52725
14,2001-02-28,5.06,-7.49,14638.208151966051,0.65358,3.1870377201973483e-06,-0.59,54907
15,2001-03-31,4.96,-9.68,19600.36838898831,0.63812,2.1737171760976338e-06,-2.38,52526
16,2001-04-30,5.01,11.19,11243.31094882072,0.62267,2.4765937213940293e-06,-2.44,51896
17,2001-05-31,5.01,5.02,17465.328860157257,0.70039,8.17285414007398e-06,12.5,55069
18,2001-06-30,4.99,-7.17,9593.919251291607,0.64342,2.8076703976810783e-06,-8.15,59035
19,2001-07-31,4.77,-8.5,4187.772166409604,0.537,3.178459491622812e-06,-16.53,47978
20,2001-08-31,4.54,0.66,3055.7506449779175,0.50564,6.959462779818033e-06,-5.8,45738
