,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,relativeMA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,11200,14700,11840,10650,22500,14760,9860,11350,11000,10650,-0.7735849056603773,-8.2,-34.02,0.45,10.6,58916,0.0429,0.0508,0.0414,0.0429,4.79,0.0
1,2000-01-31,9400,10450,9611,8700,22500,14440,8700,9500,9162,8700,843.0,-25.29,-40.28,3.41,-0.03,25408,0.0425,0.0356,0.0398,0.0417,4.78,-9.62
2,2000-02-29,7400,9600,8273,7050,22500,14141,7050,7800,7478,7110,5.527839643652561,-24.82,-45.42,4.96,-4.49,116772,0.0442,0.0475,0.0409,0.0445,5.07,-22.11
3,2000-03-31,10000,16100,11868,9350,22500,14091,7050,11500,10460,9350,-0.6062992125984252,-3.85,-15.2,-12.28,6.35,154402,0.0576,0.1005,0.0494,0.0696,5.05,35.14
4,2000-04-30,8050,10000,8323,7100,22500,13614,7050,8050,7950,7700,0.4001048767697955,-15.26,-32.54,-3.59,-38.14,104570,0.0612,0.0685,0.0519,0.0761,5.06,-28.44
5,2000-05-31,7270,8840,7418,6320,22500,12697,6320,7270,6968,6520,0.036371151064269476,-1.76,-31.92,8.51,-48.39,69682,0.0628,0.053,0.0524,0.077,5.12,-9.69
6,2000-06-30,7710,8650,7556,6800,22500,11652,6320,7910,7752,7560,0.3433829287392326,-17.54,-25.87,2.8,-51.08,62830,0.0666,0.0739,0.0556,0.0646,5.16,10.94
7,2000-07-31,8050,9050,8385,7680,17200,10722,6320,8500,8192,7920,-0.0,0.0,-14.36,4.82,-48.85,45780,0.0673,0.0423,0.0557,0.0577,5.13,4.41
8,2000-08-31,9030,9450,8717,8220,16100,10117,6320,9030,8654,8320,-0.8342522398345968,24.21,22.03,6.86,-29.02,24358,0.0627,0.032,0.0554,0.0481,5.12,12.17
9,2000-09-30,8060,10400,8618,7720,16100,9742,6320,8200,8082,8020,-0.22033333333333335,6.61,-20.98,4.4,-30.0,21780,0.0544,0.0528,0.0557,0.0424,5.09,-7.36
10,2000-10-31,7420,9000,8189,7420,16100,9348,6320,8000,7804,7420,0.19083597367779673,-7.83,-7.83,-6.9,-41.03,35138,0.0499,0.0383,0.0554,0.0411,5.37,-7.94
11,2000-11-30,6650,8100,7294,6550,16100,8801,6320,6900,6766,6650,0.617545719586536,-23.3,-4.32,1.53,-37.73,30234,0.0437,0.0321,0.0549,0.041,5.32,-14.74
12,2000-12-31,5900,6790,6544,5840,16100,8411,5840,6540,6126,5840,0.6387310606060606,-26.98,-23.18,-9.79,-42.24,20318,0.0368,0.0162,0.0534,0.0303,6.08,-14.49
13,2001-01-31,6320,6490,6155,5790,16100,8110,5790,6490,6276,6070,0.45224290509612447,-14.82,-21.49,0.32,-32.77,18056,0.0339,0.0221,0.0532,0.0256,5.27,7.12
14,2001-02-28,7120,7480,7035,6300,16100,8007,5790,7250,7120,7000,-0.5573394495412844,4.86,-16.73,-3.13,-8.72,12470,0.0348,0.036,0.0524,0.0264,5.06,17.3
15,2001-03-31,6500,7200,6864,6500,10400,7593,5790,6800,6638,6500,-0.33366141732283466,10.17,-19.35,-2.99,-30.48,6222,0.0286,0.0187,0.0434,0.0267,4.96,-8.71
16,2001-04-30,6620,6680,6293,6100,10400,7431,5790,6620,6380,6160,-0.1126126126126126,2.0,-15.13,7.12,-17.76,11510,0.0262,0.0226,0.0396,0.0268,5.01,1.85
17,2001-05-31,6650,7200,6798,6480,10400,7375,5790,6900,6804,6650,0.7737397420867527,-6.6,0.0,-4.32,-8.53,9112,0.0236,0.0198,0.037,0.0207,5.01,0.45
18,2001-06-30,6100,6560,6310,5930,10400,7276,5790,6220,6064,5930,0.3702744691869498,-7.15,3.39,-3.33,-19.31,8300,0.0236,0.017,0.0307,0.0195,4.99,-9.9
19,2001-07-31,5200,6090,5576,5050,10400,7038,5050,5200,5118,5050,0.6059322033898306,-21.45,-17.72,1.17,-35.4,5252,0.0238,0.0264,0.0293,0.0212,4.77,-14.75
20,2001-08-31,4780,5380,5075,4780,10400,6714,4780,5180,5014,4780,0.5974081155725516,-28.12,-32.87,-3.63,-47.07,22608,0.0212,0.0219,0.0285,0.0217,4.54,-8.08
21,2001-09-30,3400,4750,3856,3000,9000,6350,3000,3400,3343,3250,0.7571602152404097,-43.62,-48.64,1.49,-57.61,4800,0.0302,0.0577,0.0294,0.0384,4.0,-34.36
22,2001-10-31,3830,3950,3756,3450,8100,5973,3000,3890,3846,3800,0.5446465481603968,-26.35,-42.15,0.0,-48.38,9752,0.0312,0.0256,0.0285,0.039,4.02,12.65
23,2001-11-30,4280,4390,4081,3800,7480,5678,3000,4390,4274,4140,0.3549382716049383,-12.65,-37.06,0.71,-35.64,20976,0.0318,0.0229,0.0278,0.0393,4.04,12.63
