,Date,riskfree,MA1M,actualreturn
63,2005-03-31,3.26,-3.27,-3.27
64,2005-04-30,3.29,-9.0,-9.0
65,2005-05-31,3.29,2.2,2.2
66,2005-06-30,3.3,7.14,7.14
67,2005-07-31,3.27,3.65,3.65
68,2005-08-31,3.25,3.21,3.21
69,2005-09-30,3.28,9.34,9.34
70,2005-10-31,3.51,-14.88,-14.88
71,2005-11-30,3.5,0.64,0.64
72,2005-12-31,3.76,0.32,0.32
73,2006-01-31,3.76,-9.15,-9.15
74,2006-02-28,3.99,2.05,2.05
75,2006-03-31,3.97,10.03,10.03
76,2006-04-30,3.97,-8.98,-8.98
77,2006-05-31,3.96,-6.12,-6.12
78,2006-06-30,4.21,-6.52,-6.52
79,2006-07-31,4.22,-12.4,-12.4
80,2006-08-31,4.49,1.77,1.77
81,2006-09-30,4.48,0.86,0.86
82,2006-10-31,4.48,-2.56,-2.56
83,2006-11-30,4.49,12.95,12.95
84,2006-12-31,4.6,-2.33,-2.33
85,2007-01-31,4.61,-15.87,-15.87
86,2007-02-28,4.55,8.04,8.04
87,2007-03-31,4.63,-0.83,-0.83
88,2007-04-30,4.88,-2.5,-2.5
89,2007-05-31,4.56,13.25,13.25
90,2007-06-30,4.52,7.78,7.78
91,2007-07-31,4.76,18.41,18.41
92,2007-08-31,4.98,-3.05,-3.05
93,2007-09-30,4.98,2.88,2.88
94,2007-10-31,5.02,-11.8,-11.8
95,2007-11-30,5.02,1.87,1.87
96,2007-12-31,5.02,8.53,8.53
97,2008-01-31,4.96,-20.0,-20.0
98,2008-02-29,4.94,-3.88,-3.88
99,2008-03-31,4.98,-5.83,-5.83
100,2008-04-30,4.95,8.02,8.02
101,2008-05-31,5.04,-10.92,-10.92
102,2008-06-30,5.01,-12.35,-12.35
103,2008-07-31,5.03,-10.29,-10.29
104,2008-08-31,5.25,-3.18,-3.18
105,2008-09-30,5.22,-7.65,-7.65
106,2008-10-31,4.14,-40.86,-40.86
107,2008-11-30,3.99,-0.56,-0.56
108,2008-12-31,3.02,1.81,1.81
109,2009-01-31,2.41,1.56,1.56
110,2009-02-28,1.87,-16.55,-16.55
111,2009-03-31,1.73,12.18,12.18
112,2009-04-30,1.85,50.06,50.06
113,2009-05-31,1.96,-11.77,-11.77
114,2009-06-30,1.96,-11.65,-11.65
115,2009-07-31,1.95,10.21,10.21
116,2009-08-31,1.99,13.71,13.71
117,2009-09-30,2.0,-0.17,-0.17
118,2009-10-31,2.01,-14.94,-14.94
119,2009-11-30,2.01,-1.0,-1.0
120,2009-12-31,2.01,-27.32,-27.32
121,2010-01-31,2.0,-24.65,-24.65
122,2010-02-28,2.01,0.0,0.0
123,2010-03-31,2.0,2.79,2.79
124,2010-04-30,2.0,2.26,2.26
125,2010-05-31,2.0,-0.55,-0.55
126,2010-06-30,2.03,18.74,18.74
127,2010-07-31,2.28,16.39,16.39
128,2010-08-31,2.28,4.55,4.55
129,2010-09-30,2.27,9.7,9.7
130,2010-10-31,2.26,36.8,36.8
131,2010-11-30,2.51,-25.71,-25.71
132,2010-12-31,2.51,-12.06,-12.06
133,2011-01-31,2.75,3.97,3.97
134,2011-02-28,2.76,10.65,10.65
135,2011-03-31,2.99,-2.17,-2.17
136,2011-04-30,3.02,24.18,24.18
137,2011-05-31,3.03,-18.95,-18.95
138,2011-06-30,3.28,2.47,2.47
139,2011-07-31,3.27,0.0,0.0
140,2011-08-31,3.27,-17.22,-17.22
141,2011-09-30,3.28,-16.15,-16.15
142,2011-10-31,3.26,3.21,3.21
143,2011-11-30,3.27,-7.23,-7.23
144,2011-12-31,3.29,1.96,1.96
145,2012-01-31,3.27,40.38,40.38
146,2012-02-29,3.26,-0.72,-0.72
147,2012-03-31,3.24,-10.22,-10.22
148,2012-04-30,3.26,14.63,14.63
149,2012-05-31,3.27,-7.09,-7.09
150,2012-06-30,3.26,15.91,15.91
151,2012-07-31,3.02,-2.61,-2.61
152,2012-08-31,3.01,6.71,6.71
153,2012-09-30,3.01,-6.21,-6.21
154,2012-10-31,2.75,-12.91,-12.91
155,2012-11-30,2.77,5.08,5.08
156,2012-12-31,2.77,-0.76,-0.76
157,2013-01-31,2.76,-14.23,-14.23
158,2013-02-28,2.76,11.66,11.66
159,2013-03-31,2.75,0.8,0.8
160,2013-04-30,2.78,-5.58,-5.58
161,2013-05-31,2.5,5.06,5.06
162,2013-06-30,2.5,-12.05,-12.05
163,2013-07-31,2.53,5.02,5.02
164,2013-08-31,2.51,-7.36,-7.36
165,2013-09-30,2.5,14.49,14.49
166,2013-10-31,2.52,1.22,1.22
167,2013-11-30,2.5,-8.0,-8.0
168,2013-12-31,2.52,0.0,0.0
169,2014-01-31,2.51,19.91,19.91
170,2014-02-28,2.49,5.26,5.26
171,2014-03-31,2.49,-5.0,-5.0
172,2014-04-30,2.5,0.78,0.78
173,2014-05-31,2.49,-6.92,-6.92
174,2014-06-30,2.49,-3.31,-3.31
175,2014-07-31,2.49,-2.56,-2.56
176,2014-08-31,2.24,-11.54,-11.54
177,2014-09-30,2.24,3.86,3.86
178,2014-10-31,1.97,-0.47,-0.47
179,2014-11-30,1.99,-1.85,-1.85
180,2014-12-31,2.03,-8.77,-8.77
181,2015-01-31,2.0,0.41,0.41
182,2015-02-28,1.99,-0.21,-0.21
183,2015-03-31,1.74,-4.81,-4.81
184,2015-04-30,1.74,5.51,5.51
185,2015-05-31,1.74,-16.12,-16.12
186,2015-06-30,1.5,-11.02,-11.02
187,2015-07-31,1.5,-7.15,-7.15
188,2015-08-31,1.52,-5.78,-5.78
189,2015-09-30,1.49,14.6,14.6
190,2015-10-31,1.5,-4.43,-4.43
191,2015-11-30,1.5,-4.64,-4.64
192,2015-12-31,1.52,2.28,2.28
193,2016-01-31,1.5,-7.13,-7.13
194,2016-02-29,1.52,24.96,24.96
195,2016-03-31,1.53,7.55,7.55
196,2016-04-30,1.5,-3.64,-3.64
197,2016-05-31,1.48,2.8,2.8
198,2016-06-30,1.23,14.92,14.92
199,2016-07-31,1.24,4.08,4.08
200,2016-08-31,1.25,-0.1,-0.1
201,2016-09-30,1.26,14.95,14.95
202,2016-10-31,1.24,-9.29,-9.29
203,2016-11-30,1.23,-19.23,-19.23
204,2016-12-31,1.27,0.0,0.0
205,2017-01-31,1.25,-3.77,-3.77
206,2017-02-28,1.26,-0.37,-0.37
207,2017-03-31,1.27,5.17,5.17
208,2017-04-30,1.21,-8.11,-8.11
209,2017-05-31,1.26,-10.43,-10.43
210,2017-06-30,1.29,5.03,5.03
211,2017-07-31,1.24,0.53,0.53
212,2017-08-31,1.27,-10.99,-10.99
213,2017-09-30,1.27,-13.58,-13.58
214,2017-10-31,1.26,9.53,9.53
215,2017-11-30,1.53,3.73,3.73
216,2017-12-31,1.58,-35.59,-35.59
217,2018-01-31,1.54,34.46,34.46
218,2018-02-28,1.51,-4.44,-4.44
219,2018-03-31,1.54,-17.59,-17.59
220,2018-04-30,1.51,34.78,34.78
221,2018-05-31,1.55,-2.09,-2.09
222,2018-06-30,1.57,4.82,4.82
223,2018-07-31,1.52,-1.11,-1.11
224,2018-08-31,1.55,-12.66,-12.66
225,2018-09-30,1.65,-8.62,-8.62
226,2018-10-31,1.57,-5.28,-5.28
227,2018-11-30,1.76,4.85,4.85
228,2018-12-31,1.89,-0.19,-0.19
229,2019-01-31,1.81,-4.33,-4.33
230,2019-02-28,1.8,-0.2,-0.2
231,2019-03-31,1.81,-14.48,-14.48
232,2019-04-30,1.79,3.43,3.43
233,2019-05-31,1.79,-15.27,-15.27
234,2019-06-30,1.83,-2.1,-2.1
235,2019-07-31,1.56,0.88,0.88
236,2019-08-31,1.54,-4.09,-4.09
237,2019-09-30,1.58,4.88,4.88
238,2019-10-31,1.29,-1.63,-1.63
239,2019-11-30,1.28,-0.7,-0.7
240,2019-12-31,1.39,-1.18,-1.18
241,2020-01-31,1.25,-8.94,-8.94
242,2020-02-29,1.26,-6.15,-6.15
243,2020-03-31,0.8,-16.51,-16.51
244,2020-04-30,0.76,2.34,2.34
245,2020-05-31,0.49,-3.76,-3.76
246,2020-06-30,0.57,2.38,2.38
247,2020-07-31,0.51,-4.15,-4.15
248,2020-08-31,0.55,26.3,26.3
249,2020-09-30,0.55,6.83,6.83
250,2020-10-31,0.52,-3.13,-3.13
251,2020-11-30,0.6,8.57,8.57
252,2020-12-31,0.61,-2.07,-2.07
253,2021-01-31,0.52,0.13,0.13
254,2021-02-28,0.59,-4.9,-4.9
255,2021-03-31,0.59,-4.15,-4.15
256,2021-04-30,0.49,5.48,5.48
257,2021-05-31,0.51,26.73,26.73
258,2021-06-30,0.63,61.69,61.69
259,2021-07-31,0.58,-16.46,-16.46
260,2021-08-31,0.9,-11.79,-11.79
261,2021-09-30,0.92,-8.17,-8.17
262,2021-10-31,0.76,-2.73,-2.73
263,2021-11-30,1.067,-26.36,-26.36
264,2021-12-31,1.437,17.01,17.01
265,2022-01-31,1.277,-9.98,-9.98
266,2022-02-28,1.39,-3.05,-3.05
267,2022-03-31,1.454,6.03,6.03
268,2022-04-30,1.53,6.95,6.95
269,2022-05-31,1.863,-0.46,-0.46
270,2022-06-30,2.337,-20.18,-20.18
271,2022-07-31,2.341,1.28,1.28
