,Date,riskfree,activity,MA1M,actualreturn
105,2008-09-30,5.22,4.620567749991159e-06,5.26,5.26
106,2008-10-31,4.14,3.129011332699671e-06,-21.59,-21.59
107,2008-11-30,3.99,6.660929580659735e-06,5.87,5.87
108,2008-12-31,3.02,-5.222786776857739e-06,-6.65,-6.65
109,2009-01-31,2.41,-1.6251188108577713e-05,-9.37,-9.37
110,2009-02-28,1.87,1.6760883674767703e-06,-10.53,-10.53
111,2009-03-31,1.73,-2.797045718680843e-06,0.74,0.74
112,2009-04-30,1.85,1.544632715091403e-05,35.56,35.56
113,2009-05-31,1.96,-5.0293525661224155e-06,-8.48,-8.48
114,2009-06-30,1.96,-5.628861917043776e-07,0.32,0.32
115,2009-07-31,1.95,9.656108898073775e-06,8.92,8.92
116,2009-08-31,1.99,-1.5277420892285264e-06,-4.39,-4.39
117,2009-09-30,2.0,1.375301208206219e-05,1.82,1.82
118,2009-10-31,2.01,1.8293362875312415e-06,-3.57,-3.57
119,2009-11-30,2.01,9.360231792156819e-06,-1.23,-1.23
120,2009-12-31,2.01,9.248940874320127e-06,6.25,6.25
121,2010-01-31,2.0,1.1706073026633636e-07,-4.23,-4.23
122,2010-02-28,2.01,-2.1453518296229204e-05,-10.97,-10.97
123,2010-03-31,2.0,-1.2501081213347488e-05,0.35,0.35
124,2010-04-30,2.0,-2.3363237666504867e-05,-7.75,-7.75
125,2010-05-31,2.0,-1.6221484724172014e-06,15.65,15.65
126,2010-06-30,2.03,-1.2127051570977635e-06,0.69,0.69
127,2010-07-31,2.28,1.138555699453182e-05,-4.1,-4.1
128,2010-08-31,2.28,-8.845212299895803e-07,-7.47,-7.47
129,2010-09-30,2.27,-5.923662459939565e-06,-3.42,-3.42
130,2010-10-31,2.26,6.810516905079926e-06,-1.57,-1.57
131,2010-11-30,2.51,-4.159486929068796e-06,-6.77,-6.77
132,2010-12-31,2.51,3.2087181320459918e-06,2.99,2.99
133,2011-01-31,2.75,2.1588143402977184e-06,-7.05,-7.05
134,2011-02-28,2.76,-1.6465617226615026e-05,-11.35,-11.35
135,2011-03-31,2.99,-3.946744407098818e-06,6.9,6.9
136,2011-04-30,3.02,3.3666149272949243e-06,11.9,11.9
137,2011-05-31,3.03,1.6115341706617202e-05,0.43,0.43
138,2011-06-30,3.28,1.0364466721006338e-05,0.45,0.45
139,2011-07-31,3.27,1.0537495456604652e-05,-0.89,-0.89
