,Date,riskfree,MA1M,actualreturn
0,1999-12-31,4.79,18.31,18.31
1,2000-01-31,4.78,-15.08,-15.08
2,2000-02-29,5.07,4.61,4.61
3,2000-03-31,5.05,-20.09,-20.09
4,2000-04-30,5.06,-38.37,-38.37
5,2000-05-31,5.12,-25.74,-25.74
6,2000-06-30,5.16,-4.08,-4.08
7,2000-07-31,5.13,-23.04,-23.04
8,2000-08-31,5.12,13.08,13.08
9,2000-09-30,5.09,-30.96,-30.96
10,2000-10-31,5.37,-45.59,-45.59
11,2000-11-30,5.32,-2.07,-2.07
12,2000-12-31,6.08,-40.72,-40.72
13,2001-01-31,5.27,90.53,90.53
14,2001-02-28,5.06,-25.59,-25.59
15,2001-03-31,4.96,-18.94,-18.94
16,2001-04-30,5.01,49.59,49.59
17,2001-05-31,5.01,-12.33,-12.33
18,2001-06-30,4.99,-10.24,-10.24
19,2001-07-31,4.77,-24.92,-24.92
20,2001-08-31,4.54,-8.38,-8.38
21,2001-09-30,4.0,-17.26,-17.26
22,2001-10-31,4.02,25.2,25.2
23,2001-11-30,4.04,51.52,51.52
24,2001-12-31,4.01,-2.1,-2.1
25,2002-01-31,3.98,112.54,112.54
26,2002-02-28,4.01,18.4,18.4
27,2002-03-31,4.0,5.41,5.41
28,2002-04-30,4.04,-27.41,-27.41
29,2002-05-31,4.28,9.35,9.35
30,2002-06-30,4.26,-36.95,-36.95
31,2002-07-31,4.27,9.68,9.68
32,2002-08-31,4.28,22.36,22.36
33,2002-09-30,4.28,-41.64,-41.64
34,2002-10-31,4.28,25.7,25.7
35,2002-11-30,4.28,-11.48,-11.48
36,2002-12-31,4.52,-1.07,-1.07
37,2003-01-31,4.34,-19.19,-19.19
38,2003-02-28,4.27,-12.94,-12.94
39,2003-03-31,4.27,-19.14,-19.14
40,2003-04-30,4.26,7.03,7.03
41,2003-05-31,4.01,4.51,4.51
42,2003-06-30,4.1,30.21,30.21
43,2003-07-31,3.75,-4.9,-4.9
44,2003-08-31,3.72,4.02,4.02
45,2003-09-30,3.77,-19.37,-19.37
46,2003-10-31,3.84,5.71,5.71
47,2003-11-30,3.78,-6.12,-6.12
48,2003-12-31,3.97,0.56,0.56
49,2004-01-31,3.78,-10.19,-10.19
50,2004-02-29,3.78,0.71,0.71
51,2004-03-31,3.74,-2.32,-2.32
52,2004-04-30,3.76,6.75,6.75
53,2004-05-31,3.77,-19.76,-19.76
54,2004-06-30,3.78,-19.68,-19.68
55,2004-07-31,3.77,-35.13,-35.13
56,2004-08-31,3.52,49.17,49.17
57,2004-09-30,3.55,-14.52,-14.52
58,2004-10-31,3.53,0.0,0.0
59,2004-11-30,3.26,5.62,5.62
60,2004-12-31,3.29,3.19,3.19
61,2005-01-31,3.26,25.09,25.09
62,2005-02-28,3.28,-3.98,-3.98
63,2005-03-31,3.26,-28.43,-28.43
64,2005-04-30,3.29,-38.17,-38.17
65,2005-05-31,3.29,-25.08,-25.08
66,2005-06-30,3.3,0.0,0.0
67,2005-07-31,3.27,0.0,0.0
68,2005-08-31,3.25,0.0,0.0
69,2005-09-30,3.28,0.0,0.0
70,2005-10-31,3.51,0.0,0.0
71,2005-11-30,3.5,0.0,0.0
72,2005-12-31,3.76,0.0,0.0
73,2006-01-31,3.76,0.0,0.0
74,2006-02-28,3.99,0.0,0.0
75,2006-03-31,3.97,0.0,0.0
76,2006-04-30,3.97,0.0,0.0
77,2006-05-31,3.96,0.0,0.0
78,2006-06-30,4.21,0.0,0.0
79,2006-07-31,4.22,0.0,0.0
80,2006-08-31,4.49,0.0,0.0
81,2006-09-30,4.48,0.0,0.0
82,2006-10-31,4.48,0.0,0.0
83,2006-11-30,4.49,0.0,0.0
84,2006-12-31,4.6,0.0,0.0
85,2007-01-31,4.61,0.0,0.0
86,2007-02-28,4.55,0.0,0.0
