,Date,riskfree,kospi200,professionalism,pbr,activity,actualreturn,mktcap
179,2014-11-30,1.99,4.27,17429.094532229323,1.67855,8.39425834161422e-07,-4.04,1778970.0
180,2014-12-31,2.03,-3.8,5609.651150171037,1.62112,-2.0346556321464605e-05,-3.42,1770954.0
181,2015-01-31,2.0,2.39,6228.25200653058,1.17112,-2.486805233958023e-05,-9.81,1590058.0
182,2015-02-28,1.99,-0.29,9394.377175769912,1.10389,-1.5589461556746178e-05,-4.59,1433573.0
183,2015-03-31,1.74,2.31,5520.388778567344,1.1322,4.8364045614863594e-06,2.56,1530375.0
184,2015-04-30,1.74,3.55,6490.756389802542,1.05436,-1.6133296982071323e-05,-6.29,1464208.0
185,2015-05-31,1.74,-2.85,4782.043870537681,0.99775,-1.724540508356528e-05,-6.62,1371148.0
186,2015-06-30,1.5,-3.12,6119.270646401608,0.88099,-1.6250659322128037e-05,-11.7,1220031.0
187,2015-07-31,1.5,-3.16,9980.351552994738,0.79254,-4.3067104285148486e-06,-10.04,1051227.0
188,2015-08-31,1.52,-4.71,12433.12501582713,0.82792,1.1826345115346072e-06,4.46,1026718.0
189,2015-09-30,1.49,1.68,8501.352922371058,0.96945,1.4163626335454548e-05,21.24,1191772.0
190,2015-10-31,1.5,5.37,8758.792261433351,1.05082,1.6277191663302664e-05,8.39,1319495.0
191,2015-11-30,1.5,-2.07,5580.565057184208,1.11805,3.156893847038145e-05,6.4,1435099.0
192,2015-12-31,1.52,-1.58,6776.964461628191,1.17112,2.2052458190882572e-05,4.75,1594530.0
193,2016-01-31,1.5,-3.78,5777.312351047806,1.08616,1.530085456121981e-05,2.1,1541602.0
194,2016-02-29,1.52,1.09,7462.698880985195,0.95838,1.158457927090389e-06,-11.76,1420714.0
195,2016-03-31,1.53,4.79,8056.500238220825,0.99991,5.8004549210735505e-06,4.33,1450335.0
196,2016-04-30,1.5,-0.13,6950.25238982831,1.20436,2.3956113397331817e-05,18.18,1611099.0
197,2016-05-31,1.48,-0.64,9504.62841128025,1.4184,1.628804450837752e-05,17.77,1889320.0
198,2016-06-30,1.23,1.0,10144.384878687682,1.38965,5.176470442260582e-06,-1.36,2103455.0
199,2016-07-31,1.24,3.78,9778.294147929528,1.66119,7.055299586417528e-06,18.99,2117319.0
200,2016-08-31,1.25,2.14,5138.635215558682,1.67077,3.7084233307597408e-06,0.58,2401643.0
201,2016-09-30,1.26,0.0,5853.176006664683,1.57813,4.641253335018927e-07,-5.36,2517149.0
202,2016-10-31,1.24,-0.61,7876.831624062772,1.71549,1.1705300853273467e-06,8.7,2391761.0
203,2016-11-30,1.23,-0.88,6563.199024223829,1.60049,2.574788300680175e-07,-3.09,2286385.0
204,2016-12-31,1.27,2.81,4193.6762594007205,1.49826,-6.570915081584762e-06,-3.7,2239855.0
205,2017-01-31,1.25,3.11,4711.333475239018,1.73024,6.39985648104331e-06,6.61,2457031.0
206,2017-02-28,1.26,-0.16,6761.099316398095,1.83752,2.514321317045393e-06,2.31,2526763.0
207,2017-03-31,1.27,3.92,7010.215554972413,1.79599,-1.0816439973318483e-07,-2.26,2374109.0
208,2017-04-30,1.21,2.12,8422.418502055916,1.59182,-1.0665687292777536e-05,-10.16,2191724.0
209,2017-05-31,1.26,6.08,8901.69705367775,1.78561,8.72627545775592e-06,12.17,2319434.0
210,2017-06-30,1.29,2.35,4835.6224369559695,1.78215,6.562349705532104e-06,-3.38,2393248.0
211,2017-07-31,1.24,0.91,4860.62982994836,1.77523,5.079294035267121e-06,-0.39,2285247.0
212,2017-08-31,1.27,-2.01,4615.957313068807,1.65757,-1.5954377361802608e-06,-6.63,2405912.0
213,2017-09-30,1.27,2.47,4916.644036727446,1.76138,3.0368069331267876e-06,-0.2,2248128.0
214,2017-10-31,1.26,5.47,8677.137479593288,2.25969,1.4019730790751953e-05,28.29,2761959.0
215,2017-11-30,1.53,-1.55,5212.804100361679,2.28738,2.8262075125153106e-06,3.28,2994370.0
216,2017-12-31,1.58,-1.89,4062.3073946736336,2.13512,-3.151746547321388e-07,-4.04,2943470.0
217,2018-01-31,1.54,2.66,7048.078633374816,1.83398,-7.236824017592605e-06,-10.05,2674208.0
218,2018-02-28,1.51,-6.71,12860.11129425879,1.7018,-3.1411602334431653e-06,-6.36,2340552.0
