,Date,professionalism,pbr,activity,indireturn,indistd
262,2021-10-31,28672.843649012662,4.27673,3.815004930020298e-06,30.0,0.0824
263,2021-11-30,32219.08023025013,5.55975,-6.998110607615153e-07,7.06,0.0483
264,2021-12-31,22931.142604646873,5.95251,1.192375878606406e-06,-16.72,0.0524
265,2022-01-31,7973.342699661282,4.82659,1.6176017609481958e-06,11.57,0.035
266,2022-02-28,4031.4296398164206,5.38518,4.465349778926015e-06,5.83,0.0392
267,2022-03-31,20110.146102807674,5.69939,-7.384661098530432e-07,-13.48,0.0205
268,2022-04-30,3966.841858787178,4.81786,-7.132729930636242e-06,-8.88,0.0245
269,2022-05-31,3711.935088951693,4.39019,-4.3160644401529747e-07,-20.74,0.0258
270,2022-06-30,5933.155589899621,3.56976,-2.4429766125793646e-06,-8.39,0.0173
271,2022-07-31,2490.6477386360543,3.3341,-1.2069488189271643e-06,15.28,0.0401
