,Date,riskfree,MA1M,actualreturn
0,1999-12-31,4.79,-3.93,-3.93
1,2000-01-31,4.78,-11.15,-11.15
2,2000-02-29,5.07,-0.39,-0.39
3,2000-03-31,5.05,2.33,2.33
4,2000-04-30,5.06,-28.41,-28.41
5,2000-05-31,5.12,-31.43,-31.43
6,2000-06-30,5.16,12.44,12.44
7,2000-07-31,5.13,-17.7,-17.7
8,2000-08-31,5.12,22.58,22.58
9,2000-09-30,5.09,-14.52,-14.52
10,2000-10-31,5.37,-1.94,-1.94
11,2000-11-30,5.32,24.75,24.75
12,2000-12-31,6.08,-18.85,-18.85
13,2001-01-31,5.27,-7.58,-7.58
14,2001-02-28,5.06,-5.4,-5.4
15,2001-03-31,4.96,-11.31,-11.31
16,2001-04-30,5.01,-8.28,-8.28
17,2001-05-31,5.01,16.48,16.48
18,2001-06-30,4.99,3.29,3.29
19,2001-07-31,4.77,-16.65,-16.65
20,2001-08-31,4.54,-3.38,-3.38
21,2001-09-30,4.0,-28.15,-28.15
22,2001-10-31,4.02,24.12,24.12
23,2001-11-30,4.04,-0.34,-0.34
24,2001-12-31,4.01,1.18,1.18
25,2002-01-31,3.98,4.17,4.17
26,2002-02-28,4.01,28.68,28.68
27,2002-03-31,4.0,-1.45,-1.45
28,2002-04-30,4.04,-7.09,-7.09
29,2002-05-31,4.28,-5.92,-5.92
30,2002-06-30,4.26,1.17,1.17
31,2002-07-31,4.27,-12.97,-12.97
32,2002-08-31,4.28,6.06,6.06
33,2002-09-30,4.28,-16.14,-16.14
34,2002-10-31,4.28,1.19,1.19
35,2002-11-30,4.28,4.64,4.64
36,2002-12-31,4.52,-12.97,-12.97
37,2003-01-31,4.34,-9.09,-9.09
38,2003-02-28,4.27,-0.1,-0.1
39,2003-03-31,4.27,13.91,13.91
40,2003-04-30,4.26,8.04,8.04
41,2003-05-31,4.01,5.71,5.71
42,2003-06-30,4.1,-2.45,-2.45
43,2003-07-31,3.75,-9.9,-9.9
44,2003-08-31,3.72,10.38,10.38
45,2003-09-30,3.77,-9.23,-9.23
46,2003-10-31,3.84,12.24,12.24
47,2003-11-30,3.78,16.95,16.95
48,2003-12-31,3.97,21.01,21.01
49,2004-01-31,3.78,6.23,6.23
50,2004-02-29,3.78,5.3,5.3
51,2004-03-31,3.74,-12.11,-12.11
52,2004-04-30,3.76,4.07,4.07
53,2004-05-31,3.77,-13.63,-13.63
54,2004-06-30,3.78,4.8,4.8
55,2004-07-31,3.77,0.94,0.94
56,2004-08-31,3.52,30.67,30.67
57,2004-09-30,3.55,62.32,62.32
58,2004-10-31,3.53,-4.58,-4.58
59,2004-11-30,3.26,33.56,33.56
60,2004-12-31,3.29,-7.44,-7.44
61,2005-01-31,3.26,-5.26,-5.26
62,2005-02-28,3.28,102.34,102.34
63,2005-03-31,3.26,-13.15,-13.15
64,2005-04-30,3.29,-15.12,-15.12
65,2005-05-31,3.29,-6.88,-6.88
66,2005-06-30,3.3,25.42,25.42
67,2005-07-31,3.27,-1.04,-1.04
68,2005-08-31,3.25,-1.23,-1.23
69,2005-09-30,3.28,12.48,12.48
70,2005-10-31,3.51,-4.69,-4.69
71,2005-11-30,3.5,-1.31,-1.31
72,2005-12-31,3.76,-18.82,-18.82
73,2006-01-31,3.76,-7.66,-7.66
74,2006-02-28,3.99,-3.23,-3.23
75,2006-03-31,3.97,-2.0,-2.0
76,2006-04-30,3.97,19.16,19.16
77,2006-05-31,3.96,-1.57,-1.57
78,2006-06-30,4.21,-13.75,-13.75
79,2006-07-31,4.22,17.32,17.32
80,2006-08-31,4.49,1.57,1.57
81,2006-09-30,4.48,-6.18,-6.18
82,2006-10-31,4.48,13.95,13.95
83,2006-11-30,4.49,74.55,74.55
84,2006-12-31,4.6,-19.32,-19.32
85,2007-01-31,4.61,-0.26,-0.26
86,2007-02-28,4.55,-6.71,-6.71
87,2007-03-31,4.63,17.77,17.77
88,2007-04-30,4.88,8.29,8.29
89,2007-05-31,4.56,8.51,8.51
90,2007-06-30,4.52,2.75,2.75
91,2007-07-31,4.76,43.51,43.51
92,2007-08-31,4.98,0.66,0.66
93,2007-09-30,4.98,35.34,35.34
94,2007-10-31,5.02,-12.33,-12.33
95,2007-11-30,5.02,-21.46,-21.46
96,2007-12-31,5.02,-1.96,-1.96
97,2008-01-31,4.96,-18.18,-18.18
98,2008-02-29,4.94,-0.22,-0.22
99,2008-03-31,4.98,-19.44,-19.44
100,2008-04-30,4.95,23.77,23.77
101,2008-05-31,5.04,-2.37,-2.37
102,2008-06-30,5.01,10.5,10.5
103,2008-07-31,5.03,-33.7,-33.7
104,2008-08-31,5.25,-19.28,-19.28
105,2008-09-30,5.22,7.65,7.65
106,2008-10-31,4.14,-41.77,-41.77
107,2008-11-30,3.99,5.33,5.33
108,2008-12-31,3.02,28.16,28.16
109,2009-01-31,2.41,0.25,0.25
110,2009-02-28,1.87,-23.16,-23.16
111,2009-03-31,1.73,53.64,53.64
112,2009-04-30,1.85,94.37,94.37
113,2009-05-31,1.96,10.05,10.05
114,2009-06-30,1.96,-8.68,-8.68
115,2009-07-31,1.95,16.25,16.25
116,2009-08-31,1.99,0.54,0.54
117,2009-09-30,2.0,2.7,2.7
118,2009-10-31,2.01,-17.65,-17.65
119,2009-11-30,2.01,7.78,7.78
120,2009-12-31,2.01,0.0,0.0
121,2010-01-31,2.0,-10.75,-10.75
122,2010-02-28,2.01,0.26,0.26
123,2010-03-31,2.0,18.73,18.73
124,2010-04-30,2.0,2.34,2.34
125,2010-05-31,2.0,-8.71,-8.71
126,2010-06-30,2.03,33.01,33.01
127,2010-07-31,2.28,22.12,22.12
128,2010-08-31,2.28,2.65,2.65
129,2010-09-30,2.27,3.45,3.45
130,2010-10-31,2.26,26.57,26.57
131,2010-11-30,2.51,-9.0,-9.0
132,2010-12-31,2.51,4.06,4.06
133,2011-01-31,2.75,38.25,38.25
134,2011-02-28,2.76,-20.78,-20.78
135,2011-03-31,2.99,28.96,28.96
136,2011-04-30,3.02,8.94,8.94
137,2011-05-31,3.03,11.33,11.33
138,2011-06-30,3.28,10.0,10.0
139,2011-07-31,3.27,11.59,11.59
140,2011-08-31,3.27,-23.44,-23.44
141,2011-09-30,3.28,-33.68,-33.68
142,2011-10-31,3.26,14.16,14.16
143,2011-11-30,3.27,1.75,1.75
144,2011-12-31,3.29,-2.82,-2.82
145,2012-01-31,3.27,15.08,15.08
146,2012-02-29,3.26,0.49,0.49
147,2012-03-31,3.24,-0.97,-0.97
148,2012-04-30,3.26,-16.47,-16.47
149,2012-05-31,3.27,-21.48,-21.48
150,2012-06-30,3.26,4.2,4.2
151,2012-07-31,3.02,-5.42,-5.42
152,2012-08-31,3.01,2.94,2.94
153,2012-09-30,3.01,-11.58,-11.58
154,2012-10-31,2.75,-23.34,-23.34
155,2012-11-30,2.77,-12.69,-12.69
156,2012-12-31,2.77,26.62,26.62
157,2013-01-31,2.76,1.14,1.14
158,2013-02-28,2.76,-14.7,-14.7
159,2013-03-31,2.75,0.33,0.33
160,2013-04-30,2.78,-6.56,-6.56
161,2013-05-31,2.5,12.41,12.41
162,2013-06-30,2.5,-3.85,-3.85
163,2013-07-31,2.53,28.75,28.75
164,2013-08-31,2.51,-8.58,-8.58
165,2013-09-30,2.5,23.95,23.95
166,2013-10-31,2.52,15.15,15.15
167,2013-11-30,2.5,9.48,9.48
168,2013-12-31,2.52,6.34,6.34
169,2014-01-31,2.51,-11.63,-11.63
170,2014-02-28,2.49,1.42,1.42
171,2014-03-31,2.49,-2.3,-2.3
172,2014-04-30,2.5,-19.74,-19.74
173,2014-05-31,2.49,6.91,6.91
174,2014-06-30,2.49,5.41,5.41
175,2014-07-31,2.49,-5.28,-5.28
176,2014-08-31,2.24,4.34,4.34
177,2014-09-30,2.24,-0.14,-0.14
178,2014-10-31,1.97,8.61,8.61
179,2014-11-30,1.99,-2.48,-2.48
180,2014-12-31,2.03,-9.91,-9.91
181,2015-01-31,2.0,15.94,15.94
182,2015-02-28,1.99,16.19,16.19
183,2015-03-31,1.74,15.96,15.96
184,2015-04-30,1.74,58.18,58.18
185,2015-05-31,1.74,-8.74,-8.74
186,2015-06-30,1.5,15.57,15.57
187,2015-07-31,1.5,-6.74,-6.74
