,Date,riskfree,kospi200,professionalism,pbr,activity,actualreturn
0,1999-12-31,4.79,11.18,7829.549050519527,0.57716,-5.416027376238824e-06,-1.43
1,2000-01-31,4.78,-8.41,6185.6516479271295,2.08918,-1.0289291873827701e-05,-7.25
2,2000-02-29,5.07,-13.36,6955.046624296729,1.65685,-7.697042317160837e-06,-22.22
3,2000-03-31,5.05,4.71,20405.755320697055,1.97509,-1.0373069112191726e-08,19.21
4,2000-04-30,5.06,-17.96,7545.447908368678,1.73011,-4.914128341703375e-09,-25.35
5,2000-05-31,5.12,1.68,4741.075361907465,1.64845,-6.436043375579622e-08,-4.72
6,2000-06-30,5.16,12.61,8475.420043303433,1.95868,1.1790684076240008e-07,36.36
7,2000-07-31,5.13,-14.44,8016.298080421152,1.49353,5.615419062460339e-07,-23.75
8,2000-08-31,5.12,-3.14,9685.893533180577,1.83619,3.327924856155345e-07,22.95
9,2000-09-30,5.09,-17.36,17009.747566773705,1.90984,-4.2443135669757556e-07,-3.31
10,2000-10-31,5.37,-16.2,5988.556521466723,1.46911,2.902025248690797e-07,-23.08
11,2000-11-30,5.32,-0.81,9196.812548472157,1.46911,-1.8897277397566004e-07,-5.76
12,2000-12-31,6.08,-4.36,2869.669703613664,1.01197,-2.32911061914348e-06,-35.75
13,2001-01-31,5.27,23.09,4883.385581468026,1.38972,1.1122287019663203e-06,35.48
14,2001-02-28,5.06,-7.49,4765.842032731956,1.42299,3.6381293188847373e-07,1.18
15,2001-03-31,4.96,-9.68,11094.50180104266,1.39824,-1.3759554027020045e-07,-1.74
16,2001-04-30,5.01,11.19,8751.871800567442,1.13328,4.1797698596564685e-07,-18.93
17,2001-05-31,5.01,5.02,89103.70042341854,2.1424,-2.824769739308874e-06,89.05
18,2001-06-30,4.99,-7.17,88407.71974920077,2.48161,5.9158926804137574e-08,8.7
19,2001-07-31,4.77,-8.5,27489.66006327599,2.15092,-2.6393841879421245e-07,-13.33
20,2001-08-31,4.54,0.66,28806.92702871509,1.87784,-5.532728085433716e-07,-12.69
21,2001-09-30,4.0,-17.28,25940.264793978316,1.44774,7.356630300158856e-08,-29.15
22,2001-10-31,4.02,12.78,21790.00067689038,1.56338,-5.774780270942613e-07,8.0
23,2001-11-30,4.04,20.45,28714.943400832377,1.85309,-9.297201925111369e-07,17.89
24,2001-12-31,4.01,10.41,14076.81769921258,1.50576,-8.291004332413137e-06,-14.95
25,2002-01-31,3.98,6.92,37941.62233500897,5.03143,-2.2078558003112863e-07,63.74
26,2002-02-28,4.01,10.36,23238.408874054217,4.35571,6.03115554704478e-07,4.45
27,2002-03-31,4.0,8.98,18850.451643232256,4.3052,5.893997939100062e-07,-1.16
28,2002-04-30,4.04,-4.87,72694.0378180856,4.72752,-1.5576737880497803e-06,9.8
29,2002-05-31,4.28,-5.25,61253.96111887543,4.42361,-1.7071775826958834e-06,-6.43
30,2002-06-30,4.26,-12.73,24509.777313820883,3.22455,-1.997080552843346e-06,-38.19
31,2002-07-31,4.27,-3.77,39273.16107788623,3.52846,-7.558171085120513e-08,9.42
32,2002-08-31,4.28,1.76,72047.55745260342,3.57897,-7.922595196493735e-07,9.28
33,2002-09-30,4.28,-12.08,31117.727891982537,2.29627,-1.566578827208218e-06,-35.85
34,2002-10-31,4.28,2.13,49236.470479959185,2.51571,-8.784910296336862e-07,9.56
35,2002-11-30,4.28,8.38,30183.856875474008,2.66725,1.6865143490559056e-07,4.64
36,2002-12-31,4.52,-13.23,42171.04999735384,1.30009,-1.7979989528131393e-06,-51.27
37,2003-01-31,4.34,-5.82,40779.86014419628,1.19053,-2.4740134513059725e-07,-14.29
38,2003-02-28,4.27,-3.15,57067.94252232143,1.58678,-6.215132822570994e-08,33.33
39,2003-03-31,4.27,-6.59,117672.48102038984,0.61295,-6.268401193856406e-07,-61.36
40,2003-04-30,4.26,12.34,55936.147033822475,0.88361,-1.520926249764813e-07,28.95
41,2003-05-31,4.01,5.34,60261.69484421776,0.61738,-2.8988512621053e-06,-30.13
42,2003-06-30,4.1,6.13,39102.37096097356,0.60057,-1.1599933861404688e-06,-2.72
43,2003-07-31,3.75,7.08,27940.310651775297,0.45994,-2.5380295497570997e-06,-23.42
44,2003-08-31,3.72,5.24,23068.397021860004,0.46524,-4.96921095875314e-06,-1.87
45,2003-09-30,3.77,-8.24,13403.186576276896,0.3538,-1.2472855851346297e-05,-23.95
46,2003-10-31,3.84,13.28,21036.50040073547,0.3538,-5.68226118528411e-07,-0.13
47,2003-11-30,3.78,3.06,28149.505222807857,0.33876,-3.371177597706623e-06,-5.67
48,2003-12-31,3.97,1.54,20175.8919769787,0.35822,-8.603004563701195e-08,5.74
49,2004-01-31,3.78,5.4,15410.44048954615,0.47081,-2.243244166208445e-05,-12.1
50,2004-02-29,3.78,2.57,15236.067897458712,0.45097,1.9708733496584058e-07,-7.47
51,2004-03-31,3.74,0.05,39579.669435891476,0.41262,-7.494529037170121e-07,-8.37
52,2004-04-30,3.76,-3.09,6404.27840803422,0.38484,-1.7077670562176006e-05,-7.34
53,2004-05-31,3.77,-7.35,7607.380654440849,0.33591,-4.4645524165794304e-06,-12.56
54,2004-06-30,3.78,-2.2,30729.901975308643,0.28698,-3.1971842417131475e-06,-16.25
55,2004-07-31,3.77,-6.46,28798.22201575082,0.28037,-8.963847961769649e-07,-2.08
56,2004-08-31,3.52,8.0,56100.65985724834,0.32665,2.280002865810716e-08,16.51
57,2004-09-30,3.55,4.67,21110.00323673316,0.33459,-1.50136583190814e-08,1.2
58,2004-10-31,3.53,0.61,6537.746821789044,0.32798,-4.8823693009099264e-08,-1.2
59,2004-11-30,3.26,5.01,6730.338239924433,0.32004,-1.9085097835687175e-07,-2.42
60,2004-12-31,3.29,1.63,14237.82152230971,0.3002,-3.56742811200549e-06,-6.4
61,2005-01-31,3.26,5.04,19514.814868251196,0.26215,-1.1673578873748416e-08,34.22
62,2005-02-28,3.28,8.09,29713.028768914628,0.2906,-2.7071853581214203e-07,22.77
63,2005-03-31,3.26,-4.64,20380.811263560943,0.29837,-3.359269611596392e-06,2.67
64,2005-04-30,3.29,-5.28,7095.730796170908,0.25352,-1.4599709875598552e-05,-14.56
