,Date,riskfree,activity,MA1M,actualreturn
218,2018-02-28,1.51,8.55217603867643e-06,-3.11,-3.11
219,2018-03-31,1.54,8.124139843483704e-06,-3.67,-3.67
220,2018-04-30,1.51,5.134644823190149e-06,-3.33,-3.33
221,2018-05-31,1.55,-6.1955734903534785e-06,-12.41,-12.41
222,2018-06-30,1.57,7.939440252588977e-06,4.85,4.85
223,2018-07-31,1.52,2.3709963513227922e-06,-3.44,-3.44
224,2018-08-31,1.55,-3.046750636275029e-05,-3.46,-3.46
225,2018-09-30,1.65,-5.797921125047341e-06,3.15,3.15
226,2018-10-31,1.57,-3.7792267116619835e-06,-29.11,-29.11
227,2018-11-30,1.76,1.1428736816401716e-05,29.07,29.07
228,2018-12-31,1.89,-1.1712523320111738e-06,-11.17,-11.17
229,2019-01-31,1.81,-1.2797878515380871e-05,-2.14,-2.14
230,2019-02-28,1.8,1.6602100541043896e-05,7.91,7.91
231,2019-03-31,1.81,9.752315627541337e-07,-5.97,-5.97
232,2019-04-30,1.79,-3.4916763478958824e-06,-2.31,-2.31
233,2019-05-31,1.79,-1.952710383535606e-05,-15.95,-15.95
234,2019-06-30,1.83,-1.2126303991022329e-05,-1.37,-1.37
235,2019-07-31,1.56,-1.935127432500118e-05,-22.61,-22.61
236,2019-08-31,1.54,-6.095990002523592e-06,-4.29,-4.29
237,2019-09-30,1.58,-1.433158477029457e-06,4.02,4.02
238,2019-10-31,1.29,4.547120388436217e-06,4.19,4.19
239,2019-11-30,1.28,-9.67064881378403e-06,47.17,47.17
240,2019-12-31,1.39,4.866188873679461e-08,-8.83,-8.83
241,2020-01-31,1.25,4.870351478801528e-06,-9.53,-9.53
242,2020-02-29,1.26,7.537345406567986e-06,-10.3,-10.3
243,2020-03-31,0.8,6.224340025222482e-07,47.13,47.13
244,2020-04-30,0.76,-1.730143229918641e-06,1.17,1.17
245,2020-05-31,0.49,-1.4580420768238586e-06,18.28,18.28
246,2020-06-30,0.57,1.3667189725479856e-06,39.83,39.83
247,2020-07-31,0.51,-1.3921649440334551e-06,109.34,109.34
248,2020-08-31,0.55,1.615317401395465e-06,46.28,46.28
249,2020-09-30,0.55,-2.1699155278531073e-06,-24.55,-24.55
250,2020-10-31,0.52,5.877351356449479e-06,16.69,16.69
251,2020-11-30,0.6,2.655550097987906e-06,23.12,23.12
252,2020-12-31,0.61,7.611631510692611e-07,-7.86,-7.86
253,2021-01-31,0.52,4.793365470002729e-06,4.86,4.86
254,2021-02-28,0.59,-3.589011930972718e-06,-14.22,-14.22
255,2021-03-31,0.59,-7.415990909027716e-06,-33.55,-33.55
256,2021-04-30,0.49,-1.6020454748156684e-07,2.3,2.3
257,2021-05-31,0.51,-2.4077832838928105e-06,-4.88,-4.88
258,2021-06-30,0.63,-3.7163646809517676e-07,2.56,2.56
259,2021-07-31,0.58,-4.925059001645032e-06,-8.85,-8.85
260,2021-08-31,0.9,2.5749964896121767e-06,13.92,13.92
261,2021-09-30,0.92,3.1836866938086115e-06,6.57,6.57
262,2021-10-31,0.76,-3.7060664001430267e-06,0.67,0.67
263,2021-11-30,1.067,-4.734362652008291e-06,-22.78,-22.78
264,2021-12-31,1.437,3.960835239638649e-06,7.19,7.19
265,2022-01-31,1.277,7.667754029083932e-06,-19.29,-19.29
266,2022-02-28,1.39,6.443620492538867e-06,-0.4,-0.4
267,2022-03-31,1.454,6.909930018279825e-06,8.8,8.8
268,2022-04-30,1.53,1.2767178787685286e-05,-2.3,-2.3
269,2022-05-31,1.863,1.2202977842499256e-05,1.18,1.18
270,2022-06-30,2.337,-5.1955785642020974e-06,-27.19,-27.19
271,2022-07-31,2.341,6.4149799435364075e-06,10.76,10.76
