,Date,professionalism,pbr,activity,indireturn,indistd
0,1999-12-31,644.1756176154672,0.08925,-1.2505679662846875e-07,-25.26,0.0782
1,2000-01-31,788.1346272335181,0.12239,-1.3681040228121573e-07,-26.42,0.0637
2,2000-02-29,1193.692978630615,0.09815,-1.6440533221294144e-07,34.66,0.101
3,2000-03-31,5639.948569358928,0.13218,-1.7514067810092043e-08,-5.56,0.0769
4,2000-04-30,8672.908287757678,0.12483,-2.9643279511467973e-08,-37.25,0.0676
5,2000-05-31,9195.977777777778,0.07832,-8.055051443586044e-09,-2.54,0.057
6,2000-06-30,5838.939432176656,0.07514,0.0,10.75,0.069
7,2000-07-31,7072.092235539343,0.08322,0.0,105.88,0.0653
8,2000-08-31,8634.663118926423,0.17134,-1.9487994360174434e-08,-11.51,0.1102
9,2000-09-30,19673.905185185184,0.1148,-5.229295180953485e-09,-41.04,0.0635
10,2000-10-31,10676.969681129116,0.06768,-2.3314050282344807e-08,16.77,0.0688
11,2000-11-30,6509.9994649545215,0.09289,0.0,-13.89,0.0731
12,2000-12-31,6002.618659987476,0.07588,-1.2659152174299896e-05,10.65,0.073
13,2001-01-31,10591.395180722891,0.08269,-8.980621614679843e-09,17.99,0.08
14,2001-02-28,28082.706361323155,0.08932,0.0,-11.61,0.059
15,2001-03-31,13457.087651598677,0.07895,0.0,-5.5,0.0379
16,2001-04-30,4591.253988513083,0.07461,-8.339709736402625e-08,11.47,0.0612
17,2001-05-31,22302.093495934958,0.08317,0.0,10.96,0.0707
18,2001-06-30,37674.9435768262,0.09643,0.0,247.5,0.0909
19,2001-07-31,46408.89799253034,0.33508,-1.2801996277912394e-06,40.29,0.0865
20,2001-08-31,22001.833709956136,0.47008,1.2769689316205105e-07,-19.2,0.0663
21,2001-09-30,19280.291828793775,0.33991,1.368977884784534e-07,-20.21,0.1156
22,2001-10-31,83402.22743977133,0.2712,-1.2321377460151707e-08,-20.92,0.0647
23,2001-11-30,50912.73372143165,0.18682,0.0,-5.4,0.0732
24,2001-12-31,52202.09178470255,0.16899,-1.6851392680491912e-08,36.95,0.0591
25,2002-01-31,36591.7998124707,1.61412,-7.2796869711307415e-09,13.01,0.0401
26,2002-02-28,20673.116043119848,1.72343,-3.488351042629033e-07,-9.85,0.0839
27,2002-03-31,40328.61783439491,1.55358,-7.671280919577201e-09,-21.1,0.066
28,2002-04-30,15890.025744934446,1.22572,0.0,21.95,0.0627
29,2002-05-31,17475.160980540815,1.49473,0.0,-6.25,0.0941
30,2002-06-30,47117.513608428446,1.38711,-2.58798297795604e-10,6.79,0.0484
31,2002-07-31,24704.602412488173,1.48127,0.0,30.29,0.0397
32,2002-08-31,31575.468795658526,1.91674,-3.1477825681782163e-09,6.58,0.037
33,2002-09-30,51660.45866849221,2.04282,-5.7975420144556905e-09,15.23,0.0315
34,2002-10-31,68793.01622352412,2.35391,4.5449075576323855e-07,-21.88,0.0397
35,2002-11-30,24606.675863764154,1.83899,-6.034218628950061e-06,-72.48,0.0826
36,2002-12-31,178371.44138375303,0.50609,-8.583525721353014e-07,-26.31,0.0505
37,2003-01-31,84103.44167819271,0.34632,4.6417608067023143e-07,-25.41,0.0403
38,2003-02-28,31826.588322512525,0.28074,-1.852936892728177e-06,0.24,0.0807
39,2003-03-31,64398.58409314778,0.28142,-8.490337633550239e-07,5.2,0.0326
40,2003-04-30,26433.913894518315,0.31763,-5.078511121564524e-08,0.86,0.0187
41,2003-05-31,8507.370330252263,0.32036,-5.763067637479386e-08,38.81,0.0768
42,2003-06-30,57333.373337107274,0.44468,-2.1700693788969505e-07,-10.91,0.0247
43,2003-07-31,14035.110540745494,0.39618,-1.2594571535636083e-09,2.43,0.0401
44,2003-08-31,22579.476695383255,0.40233,-8.299313404161076e-08,-14.77,0.023
45,2003-09-30,3958.539867566481,0.3429,-6.750659516229343e-09,-6.37,0.0132
46,2003-10-31,2451.0457553547285,0.32104,1.8475018809768554e-08,-4.33,0.041
47,2003-11-30,3838.5674389636274,0.30909,-3.245065465025848e-09,0.44,0.0319
48,2003-12-31,10445.643502824858,0.31045,-1.3997626996852756e-08,1.98,0.0383
49,2004-01-31,7079.67731385013,0.30323,-1.0762897991502697e-08,4.76,0.031
50,2004-02-29,11734.550368803837,0.28786,9.538556798246355e-08,-6.7,0.0133
51,2004-03-31,2314.9823835911006,0.26856,2.3168073498309758e-07,-3.65,0.0131
52,2004-04-30,2271.1238447842184,0.25907,-2.544824548938093e-07,-9.09,0.0417
53,2004-05-31,1688.6826081144309,0.23552,4.083135726577233e-07,-12.73,0.038
54,2004-06-30,2882.1685952240564,0.18841,-8.82524765905729e-06,80.21,0.0636
55,2004-07-31,40422.10949550697,0.33954,-4.714247080817766e-08,-1.73,0.0651
56,2004-08-31,106693.8248014794,0.33365,-1.054758496870877e-08,-17.95,0.0278
57,2004-09-30,16676.194935671952,0.27215,6.235228975427806e-09,-6.19,0.0284
58,2004-10-31,4441.635507826519,0.26757,4.735581945098966e-09,46.7,0.0654
59,2004-11-30,37479.60936358656,0.39253,-9.412559920633295e-10,-16.67,0.0255
60,2004-12-31,12797.816369842034,0.32711,6.0333615309053305e-06,29.8,0.0423
61,2005-01-31,10629.9185926626,0.40365,4.441999849876109e-06,36.11,0.0686
62,2005-02-28,33185.34339707033,0.47828,9.671991943164452e-07,-14.17,0.0317
63,2005-03-31,14311.954092599542,0.41049,-4.808134417216136e-06,4.8,0.0284
64,2005-04-30,5958.770096041146,0.43475,-7.25145757600067e-08,-0.57,0.0209
65,2005-05-31,9552.140461423964,0.43226,-7.428493353893128e-08,16.64,0.0264
66,2005-06-30,8583.351589876704,0.50565,7.71603158334004e-07,9.27,0.0275
67,2005-07-31,9300.451135535091,0.51311,-1.4214991655467372e-06,1.82,0.0336
68,2005-08-31,5026.552926131873,0.52244,5.7550835995763836e-06,6.52,0.019
69,2005-09-30,4639.271209084836,0.55914,-4.6144952989222335e-07,42.94,0.0489
70,2005-10-31,19358.759023354563,0.79921,-9.859122575536432e-07,16.29,0.0428
71,2005-11-30,13215.237801555242,0.9547,3.1936286871166604e-06,-14.19,0.022
72,2005-12-31,6393.466065422096,0.80854,-2.063454829669629e-06,-18.46,0.046
73,2006-01-31,10611.690765176674,0.62904,8.032251349527795e-07,2.38,0.0239
74,2006-02-28,3475.4476867524263,0.63794,-6.903539686603844e-06,-4.19,0.0205
75,2006-03-31,3726.9247762702907,0.61124,-6.300801110922729e-07,15.62,0.0222
76,2006-04-30,3923.195492243977,0.66761,-6.449223360112808e-07,-16.44,0.0177
77,2006-05-31,2376.5474822996316,0.55783,-3.243724100525436e-07,-7.13,0.0227
78,2006-06-30,1875.0157425504003,0.51807,5.354564033538215e-07,3.44,0.0175
79,2006-07-31,672.8313276473108,0.53587,-1.418128544959595e-06,0.78,0.0145
80,2006-08-31,1009.2206212699215,0.54002,-1.4260165890868543e-06,17.31,0.0375
81,2006-09-30,4788.760099659698,0.61124,-2.600791926639104e-07,-3.01,0.0204
82,2006-10-31,2548.272641105961,0.59284,1.783362942649125e-07,18.09,0.0185
83,2006-11-30,3069.066182858354,0.69728,-6.083323057820856e-07,-11.74,0.015
84,2006-12-31,1865.985378230766,0.60233,-1.24574632820212e-06,-6.5,0.0116
85,2007-01-31,859.8861039787049,0.54364,9.016064677229648e-06,-0.73,0.0127
86,2007-02-28,989.1791510463627,0.54192,5.8527302336376834e-06,2.85,0.0115
