,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
250,2020-10-31,41500.0,49000.0,43838.0,37550.0,59300.0,21043.0,4180.0,43100.0,41390.0,39550.0,-1.87,-6.94,470.01,-1.98,426.06,1217855.0,0.0759,0.0578,0.0627,0.0619,0.52,-1.87
251,2020-11-30,49900.0,49900.0,43680.0,40450.0,59300.0,24108.0,4180.0,49900.0,47970.0,46900.0,20.24,24.19,240.17,20.1,546.2,2676381.0,0.069,0.0358,0.0625,0.0602,0.6,20.24
252,2020-12-31,53500.0,58700.0,51383.0,43900.0,59300.0,27685.0,4180.0,55000.0,52780.0,50200.0,7.21,26.51,68.29,-2.73,522.43,1792141.0,0.0556,0.0424,0.0631,0.0453,0.61,7.21
253,2021-01-31,55700.0,63200.0,56770.0,52400.0,63200.0,31409.0,4180.0,63200.0,60000.0,55700.0,5.49,29.23,22.08,-10.88,600.83,1959800.0,0.0516,0.0397,0.0634,0.0393,0.52,5.49
254,2021-02-28,50000.0,63800.0,58365.0,50000.0,63800.0,35272.0,4180.0,56800.0,53680.0,50000.0,-17.22,6.27,19.48,-15.54,579.44,1090284.0,0.0504,0.0347,0.0632,0.0385,0.59,-17.22
255,2021-03-31,51300.0,53700.0,49818.0,45200.0,63800.0,39461.0,5290.0,51700.0,50900.0,49000.0,2.6,-4.11,21.31,5.56,901.59,540152.0,0.0404,0.0294,0.0609,0.035,0.59,2.6
256,2021-04-30,45100.0,52900.0,49748.0,44550.0,63800.0,42995.0,7250.0,49350.0,46690.0,44550.0,-12.6,-19.03,8.67,-9.8,519.46,1200343.0,0.0348,0.0235,0.0586,0.0292,0.49,-12.6
257,2021-05-31,43950.0,45100.0,40825.0,38900.0,63800.0,45274.0,13950.0,43950.0,42360.0,40200.0,-2.55,-12.1,-11.92,10.84,199.61,904479.0,0.0346,0.0359,0.0545,0.0296,0.51,-2.55
258,2021-06-30,50000.0,51500.0,48653.0,46300.0,63800.0,47503.0,29900.0,50700.0,49370.0,48300.0,16.96,-3.1,-6.54,0.6,57.28,755690.0,0.0317,0.0242,0.045,0.0295,0.63,16.96
259,2021-07-31,49050.0,53400.0,49210.0,46000.0,63800.0,48539.0,37550.0,49800.0,49110.0,48850.0,-1.9,8.76,-11.94,-1.51,9.99,651024.0,0.0299,0.028,0.0416,0.0266,0.58,-1.9
260,2021-08-31,54900.0,54900.0,48845.0,43500.0,63800.0,49066.0,37550.0,54900.0,51460.0,48300.0,11.93,24.91,9.8,18.06,34.5,2171333.0,0.0278,0.0298,0.0407,0.0263,0.9,11.93
261,2021-09-30,51900.0,54900.0,51680.0,49050.0,63800.0,49325.0,37550.0,52300.0,51290.0,49050.0,-2.08,3.8,0.58,3.59,22.72,992255.0,0.028,0.0248,0.0344,0.0269,0.92,-2.08
262,2021-10-31,52200.0,54900.0,50488.0,46500.0,63800.0,49796.0,38900.0,54900.0,52620.0,50600.0,1.36,4.82,17.17,3.16,21.11,1843778.0,0.0283,0.0367,0.0323,0.0302,0.76,1.36
263,2021-11-30,49250.0,56200.0,52100.0,48750.0,63800.0,50570.0,38900.0,50700.0,49420.0,48750.0,-5.65,-7.08,15.2,-3.43,-1.3,543508.0,0.0274,0.022,0.0313,0.0284,1.067,-5.65
264,2021-12-31,48000.0,52500.0,49258.0,46050.0,63800.0,50384.0,38900.0,51000.0,48930.0,47750.0,-2.54,-7.51,-4.0,-6.8,-10.28,763949.0,0.0279,0.0232,0.0297,0.028,1.437,-2.54
265,2022-01-31,34400.0,48000.0,41538.0,33700.0,63800.0,49182.0,33700.0,39600.0,36840.0,33700.0,-28.03,-32.02,-29.65,-16.3,-42.18,791081.0,0.0296,0.0339,0.0296,0.028,1.277,-28.03
266,2022-02-28,38800.0,38800.0,36055.0,33700.0,56200.0,47547.0,33700.0,38800.0,36640.0,35100.0,12.79,-20.41,-24.95,6.01,-22.4,464188.0,0.0305,0.0452,0.0297,0.0327,1.39,12.79
267,2022-03-31,40900.0,41950.0,40368.0,39100.0,56200.0,46712.0,33700.0,41950.0,40970.0,40450.0,5.41,-14.79,-21.19,0.49,-20.27,412050.0,0.0299,0.0169,0.0288,0.0315,1.454,5.41
268,2022-04-30,34850.0,41350.0,37663.0,34550.0,56200.0,45666.0,33700.0,36500.0,35260.0,34550.0,-14.58,1.31,-33.24,-4.52,-21.77,936913.0,0.0279,0.0244,0.0289,0.0274,1.53,-14.58
269,2022-05-31,39000.0,39450.0,37125.0,34550.0,56200.0,45322.0,33700.0,39000.0,37560.0,36500.0,11.91,0.52,-20.81,6.85,-11.26,460412.0,0.0312,0.0417,0.0295,0.0295,1.863,11.91
270,2022-06-30,30050.0,39550.0,33263.0,28100.0,56200.0,44073.0,28100.0,31350.0,29830.0,28450.0,-21.54,-26.26,-37.4,6.94,-39.9,454329.0,0.0335,0.0371,0.0305,0.0356,2.337,-21.54
271,2022-07-31,32900.0,32900.0,29898.0,28000.0,56200.0,42415.0,28000.0,32900.0,31430.0,30600.0,4.94,-5.6,-4.36,9.67,-33.94,399025.0,0.0311,0.0232,0.0303,0.0357,2.341,4.94
