,Date,riskfree,MA1M,actualreturn
0,1999-12-31,4.79,-34.64,-34.64
1,2000-01-31,4.78,8.2,8.2
2,2000-02-29,5.07,28.55,28.55
3,2000-03-31,5.05,-28.85,-28.85
4,2000-04-30,5.06,25.87,25.87
5,2000-05-31,5.12,-43.12,-43.12
6,2000-06-30,5.16,-13.31,-13.31
7,2000-07-31,5.13,-8.21,-8.21
8,2000-08-31,5.12,2.72,2.72
9,2000-09-30,5.09,-18.49,-18.49
10,2000-10-31,5.37,-12.04,-12.04
11,2000-11-30,5.32,17.72,17.72
12,2000-12-31,6.08,-7.38,-7.38
13,2001-01-31,5.27,20.31,20.31
14,2001-02-28,5.06,17.27,17.27
15,2001-03-31,4.96,-12.02,-12.02
16,2001-04-30,5.01,-3.52,-3.52
17,2001-05-31,5.01,4.79,4.79
18,2001-06-30,4.99,2.29,2.29
19,2001-07-31,4.77,-15.85,-15.85
20,2001-08-31,4.54,-8.45,-8.45
21,2001-09-30,4.0,-14.93,-14.93
22,2001-10-31,4.02,15.79,15.79
23,2001-11-30,4.04,13.75,13.75
24,2001-12-31,4.01,8.37,8.37
25,2002-01-31,3.98,35.23,35.23
26,2002-02-28,4.01,16.2,16.2
27,2002-03-31,4.0,18.11,18.11
28,2002-04-30,4.04,-35.96,-35.96
29,2002-05-31,4.28,-10.17,-10.17
30,2002-06-30,4.26,-1.12,-1.12
31,2002-07-31,4.27,-3.16,-3.16
32,2002-08-31,4.28,-4.78,-4.78
33,2002-09-30,4.28,-43.54,-43.54
34,2002-10-31,4.28,14.83,14.83
35,2002-11-30,4.28,21.1,21.1
36,2002-12-31,4.52,-16.38,-16.38
37,2003-01-31,4.34,-16.25,-16.25
38,2003-02-28,4.27,0.0,0.0
39,2003-03-31,4.27,-14.43,-14.43
40,2003-04-30,4.26,9.04,9.04
41,2003-05-31,4.01,-1.55,-1.55
42,2003-06-30,4.1,0.0,0.0
43,2003-07-31,3.75,-1.05,-1.05
44,2003-08-31,3.72,-18.28,-18.28
45,2003-09-30,3.77,0.0,0.0
46,2003-10-31,3.84,-5.92,-5.92
47,2003-11-30,3.78,-9.03,-9.03
48,2003-12-31,3.97,-8.4,-8.4
49,2004-01-31,3.78,-6.67,-6.67
50,2004-02-29,3.78,-14.91,-14.91
51,2004-03-31,3.74,1.03,1.03
52,2004-04-30,3.76,-3.03,-3.03
53,2004-05-31,3.77,-11.46,-11.46
54,2004-06-30,3.78,-8.14,-8.14
55,2004-07-31,3.77,-13.92,-13.92
56,2004-08-31,3.52,14.71,14.71
57,2004-09-30,3.55,9.09,9.09
58,2004-10-31,3.53,-3.53,-3.53
59,2004-11-30,3.26,1.22,1.22
60,2004-12-31,3.29,-4.82,-4.82
61,2005-01-31,3.26,100.0,100.0
62,2005-02-28,3.28,8.28,8.28
63,2005-03-31,3.26,17.65,17.65
64,2005-04-30,3.29,-3.87,-3.87
65,2005-05-31,3.29,17.24,17.24
66,2005-06-30,3.3,21.57,21.57
67,2005-07-31,3.27,36.44,36.44
68,2005-08-31,3.25,-19.88,-19.88
69,2005-09-30,3.28,6.02,6.02
70,2005-10-31,3.51,1.06,1.06
71,2005-11-30,3.5,24.48,24.48
72,2005-12-31,3.76,-8.38,-8.38
73,2006-01-31,3.76,-15.63,-15.63
74,2006-02-28,3.99,-3.86,-3.86
75,2006-03-31,3.97,8.76,8.76
76,2006-04-30,3.97,-2.8,-2.8
77,2006-05-31,3.96,-21.58,-21.58
78,2006-06-30,4.21,-5.96,-5.96
79,2006-07-31,4.22,-11.22,-11.22
80,2006-08-31,4.49,18.68,18.68
81,2006-09-30,4.48,22.83,22.83
82,2006-10-31,4.48,5.75,5.75
83,2006-11-30,4.49,29.65,29.65
84,2006-12-31,4.6,11.56,11.56
85,2007-01-31,4.61,-0.91,-0.91
86,2007-02-28,4.55,-15.09,-15.09
87,2007-03-31,4.63,3.7,3.7
88,2007-04-30,4.88,7.14,7.14
89,2007-05-31,4.56,4.33,4.33
90,2007-06-30,4.52,16.88,16.88
91,2007-07-31,4.76,3.27,3.27
92,2007-08-31,4.98,-2.37,-2.37
93,2007-09-30,4.98,-6.45,-6.45
94,2007-10-31,5.02,-13.79,-13.79
95,2007-11-30,5.02,-0.33,-0.33
96,2007-12-31,5.02,11.29,11.29
97,2008-01-31,4.96,-10.72,-10.72
98,2008-02-29,4.94,12.18,12.18
99,2008-03-31,4.98,-0.86,-0.86
100,2008-04-30,4.95,-1.99,-1.99
101,2008-05-31,5.04,10.14,10.14
102,2008-06-30,5.01,-15.79,-15.79
103,2008-07-31,5.03,-18.75,-18.75
104,2008-08-31,5.25,1.15,1.15
105,2008-09-30,5.22,-17.87,-17.87
106,2008-10-31,4.14,-24.54,-24.54
107,2008-11-30,3.99,14.18,14.18
108,2008-12-31,3.02,-4.58,-4.58
109,2009-01-31,2.41,17.12,17.12
110,2009-02-28,1.87,0.0,0.0
111,2009-03-31,1.73,31.98,31.98
112,2009-04-30,1.85,19.82,19.82
113,2009-05-31,1.96,8.82,8.82
114,2009-06-30,1.96,7.77,7.77
115,2009-07-31,1.95,16.61,16.61
116,2009-08-31,1.99,11.02,11.02
117,2009-09-30,2.0,-17.58,-17.58
118,2009-10-31,2.01,-17.0,-17.0
119,2009-11-30,2.01,-8.68,-8.68
120,2009-12-31,2.01,9.13,9.13
121,2010-01-31,2.0,-10.84,-10.84
122,2010-02-28,2.01,-3.1,-3.1
123,2010-03-31,2.0,27.2,27.2
124,2010-04-30,2.0,-10.69,-10.69
125,2010-05-31,2.0,-12.68,-12.68
126,2010-06-30,2.03,2.06,2.06
127,2010-07-31,2.28,0.0,0.0
128,2010-08-31,2.28,-0.81,-0.81
129,2010-09-30,2.27,-2.44,-2.44
130,2010-10-31,2.26,31.25,31.25
131,2010-11-30,2.51,5.71,5.71
132,2010-12-31,2.51,-17.12,-17.12
133,2011-01-31,2.75,22.83,22.83
134,2011-02-28,2.76,-5.25,-5.25
135,2011-03-31,2.99,8.92,8.92
136,2011-04-30,3.02,17.89,17.89
137,2011-05-31,3.03,-15.17,-15.17
138,2011-06-30,3.28,-8.8,-8.8
139,2011-07-31,3.27,22.26,22.26
140,2011-08-31,3.27,-16.09,-16.09
141,2011-09-30,3.28,-3.25,-3.25
142,2011-10-31,3.26,24.63,24.63
143,2011-11-30,3.27,-2.65,-2.65
144,2011-12-31,3.29,-11.66,-11.66
145,2012-01-31,3.27,6.25,6.25
146,2012-02-29,3.26,18.79,18.79
147,2012-03-31,3.24,5.37,5.37
148,2012-04-30,3.26,-10.19,-10.19
149,2012-05-31,3.27,-5.97,-5.97
150,2012-06-30,3.26,20.0,20.0
151,2012-07-31,3.02,-2.34,-2.34
152,2012-08-31,3.01,9.87,9.87
153,2012-09-30,3.01,35.35,35.35
154,2012-10-31,2.75,2.24,2.24
155,2012-11-30,2.77,7.55,7.55
156,2012-12-31,2.77,21.66,21.66
157,2013-01-31,2.76,3.86,3.86
158,2013-02-28,2.76,6.63,6.63
159,2013-03-31,2.75,4.23,4.23
160,2013-04-30,2.78,-3.3,-3.3
161,2013-05-31,2.5,9.71,9.71
162,2013-06-30,2.5,-24.17,-24.17
163,2013-07-31,2.53,-3.13,-3.13
164,2013-08-31,2.51,-9.58,-9.58
165,2013-09-30,2.5,2.8,2.8
166,2013-10-31,2.52,4.7,4.7
167,2013-11-30,2.5,-11.78,-11.78
168,2013-12-31,2.52,-5.54,-5.54
169,2014-01-31,2.51,7.29,7.29
170,2014-02-28,2.49,-2.35,-2.35
171,2014-03-31,2.49,13.57,13.57
172,2014-04-30,2.5,-1.65,-1.65
173,2014-05-31,2.49,-10.99,-10.99
174,2014-06-30,2.49,3.6,3.6
175,2014-07-31,2.49,6.95,6.95
176,2014-08-31,2.24,9.4,9.4
177,2014-09-30,2.24,-1.86,-1.86
178,2014-10-31,1.97,9.05,9.05
179,2014-11-30,1.99,-6.86,-6.86
180,2014-12-31,2.03,4.05,4.05
181,2015-01-31,2.0,16.25,16.25
182,2015-02-28,1.99,16.69,16.69
183,2015-03-31,1.74,-3.66,-3.66
184,2015-04-30,1.74,23.25,23.25
185,2015-05-31,1.74,11.97,11.97
186,2015-06-30,1.5,17.11,17.11
187,2015-07-31,1.5,-21.21,-21.21
188,2015-08-31,1.52,-9.63,-9.63
189,2015-09-30,1.49,-5.13,-5.13
190,2015-10-31,1.5,3.16,3.16
191,2015-11-30,1.5,-10.77,-10.77
192,2015-12-31,1.52,-4.76,-4.76
193,2016-01-31,1.5,1.09,1.09
194,2016-02-29,1.52,2.04,2.04
195,2016-03-31,1.53,8.83,8.83
196,2016-04-30,1.5,3.61,3.61
197,2016-05-31,1.48,-10.13,-10.13
198,2016-06-30,1.23,-12.79,-12.79
199,2016-07-31,1.24,1.05,1.05
200,2016-08-31,1.25,-1.95,-1.95
201,2016-09-30,1.26,2.58,2.58
202,2016-10-31,1.24,-4.79,-4.79
203,2016-11-30,1.23,-15.19,-15.19
204,2016-12-31,1.27,9.69,9.69
205,2017-01-31,1.25,-4.48,-4.48
206,2017-02-28,1.26,4.1,4.1
207,2017-03-31,1.27,10.85,10.85
208,2017-04-30,1.21,4.48,4.48
209,2017-05-31,1.26,6.43,6.43
210,2017-06-30,1.29,-1.79,-1.79
211,2017-07-31,1.24,3.53,3.53
212,2017-08-31,1.27,-8.57,-8.57
213,2017-09-30,1.27,-0.72,-0.72
214,2017-10-31,1.26,-2.05,-2.05
215,2017-11-30,1.53,3.08,3.08
216,2017-12-31,1.58,-2.66,-2.66
217,2018-01-31,1.54,60.16,60.16
218,2018-02-28,1.51,-6.79,-6.79
219,2018-03-31,1.54,-4.25,-4.25
220,2018-04-30,1.51,-8.99,-8.99
221,2018-05-31,1.55,-3.37,-3.37
222,2018-06-30,1.57,-13.59,-13.59
223,2018-07-31,1.52,4.53,4.53
224,2018-08-31,1.55,4.07,4.07
225,2018-09-30,1.65,-1.96,-1.96
226,2018-10-31,1.57,91.45,91.45
227,2018-11-30,1.76,17.65,17.65
