,Date,riskfree,activity,MA1M,actualreturn
0,1999-12-31,4.79,1.4505556039598956e-06,-6.77,-6.77
1,2000-01-31,4.78,2.7614096285012954e-06,-12.1,-12.1
2,2000-02-29,5.07,-6.3861550287739415e-06,19.93,19.93
3,2000-03-31,5.05,-9.907827327623317e-07,-22.92,-22.92
4,2000-04-30,5.06,-1.2048891449508033e-05,-38.07,-38.07
5,2000-05-31,5.12,-3.971858596799151e-06,-13.78,-13.78
6,2000-06-30,5.16,-3.5252964778870656e-06,-1.03,-1.03
7,2000-07-31,5.13,5.761610440885902e-07,-5.23,-5.23
8,2000-08-31,5.12,3.5087328324719425e-07,2.94,2.94
9,2000-09-30,5.09,-3.1046319462793578e-06,-18.18,-18.18
10,2000-10-31,5.37,2.655293798602809e-07,-0.82,-0.82
11,2000-11-30,5.32,3.9098597146743993e-07,-5.67,-5.67
12,2000-12-31,6.08,1.357881362930493e-06,-12.21,-12.21
13,2001-01-31,5.27,2.019307209698782e-07,16.16,16.16
14,2001-02-28,5.06,2.0781333935619356e-06,9.09,9.09
15,2001-03-31,4.96,-4.1301437802916e-06,-18.13,-18.13
16,2001-04-30,5.01,-1.7211064646541414e-06,-0.25,-0.25
17,2001-05-31,5.01,-6.145093632368849e-07,17.09,17.09
18,2001-06-30,4.99,6.470201432530664e-06,3.36,3.36
19,2001-07-31,4.77,1.2084561894319332e-05,-6.28,-6.28
20,2001-08-31,4.54,-4.169089439303112e-06,-8.08,-8.08
21,2001-09-30,4.0,3.727248508699101e-06,-22.73,-22.73
22,2001-10-31,4.02,4.96327554162857e-06,18.77,18.77
23,2001-11-30,4.04,2.5519382957637617e-06,1.4,1.4
24,2001-12-31,4.01,7.229479108155668e-07,-2.79,-2.79
25,2002-01-31,3.98,-6.486239292766921e-06,30.86,30.86
26,2002-02-28,4.01,-1.8224350181634038e-07,11.46,11.46
27,2002-03-31,4.0,2.005166211845676e-06,24.11,24.11
28,2002-04-30,4.04,-8.411550047293014e-07,-23.49,-23.49
29,2002-05-31,4.28,-4.3789712407902205e-07,-14.76,-14.76
30,2002-06-30,4.26,-1.959507611790977e-06,-10.71,-10.71
