,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,13500,16300,13875,12300,22000,14043,8560,13500,12880,12300,5.47,-8.52,-6.71,0.75,58.43,584524,0.0434,0.0578,0.0452,0.0431,4.79,5.47
1,2000-01-31,10150,13650,11136,9300,22000,14119,8560,10150,9824,9470,-24.81,-25.45,-41.74,2.01,9.91,907774,0.0398,0.0407,0.0428,0.0465,4.78,-24.81
2,2000-02-29,7880,12000,9527,7880,22000,14082,7880,8800,8190,7880,-21.2,-34.88,-52.16,-5.06,-8.04,573394,0.0437,0.0548,0.0439,0.0513,5.07,-21.2
3,2000-03-31,8500,9650,8970,8220,22000,13922,7850,8540,8402,8220,7.87,-37.04,-39.47,-1.16,-31.06,615486,0.0448,0.0435,0.0434,0.0469,5.05,7.87
4,2000-04-30,6290,9090,7706,6090,22000,13450,6090,7550,6760,6090,-23.48,-37.1,-53.14,-17.24,-57.65,538426,0.049,0.0561,0.0448,0.0518,5.06,-23.48
5,2000-05-31,6700,6700,5961,4710,22000,12788,4710,6700,6172,5790,6.52,-14.97,-48.46,26.42,-47.87,747264,0.0531,0.0641,0.0466,0.0552,5.12,6.52
6,2000-06-30,6200,7070,6373,5680,22000,12055,4710,6500,6296,6110,-3.73,-27.4,-54.07,-1.59,-57.58,147878,0.0519,0.0494,0.0479,0.0568,5.16,-3.73
7,2000-07-31,6700,7710,6864,6000,19400,11000,4710,6700,6434,6100,8.06,6.52,-33.99,11.67,-61.54,217786,0.054,0.0554,0.0472,0.0562,5.13,8.06
8,2000-08-31,8400,9150,7965,6180,16400,10177,4710,8800,8650,8400,25.37,25.37,6.6,-3.45,-45.37,120534,0.0508,0.0454,0.048,0.0458,5.12,25.37
9,2000-09-30,8400,8710,8216,7800,16300,9619,4710,8400,8180,7950,-4.55,37.48,0.0,7.69,-39.77,170464,0.0505,0.0244,0.0477,0.0432,5.09,-4.55
10,2000-10-31,5330,8480,6899,5330,16300,8982,4710,6180,5810,5330,-36.55,-20.45,-15.26,-13.05,-60.85,230902,0.0482,0.0381,0.0483,0.0389,5.37,-36.55
11,2000-11-30,6400,6460,6244,5990,16300,8263,4710,6450,6306,6100,12.68,-25.58,-0.62,6.67,-50.77,269484,0.0404,0.0245,0.0479,0.0339,5.32,12.68
12,2000-12-31,6700,6810,6500,6340,13650,7717,4710,6700,6484,6340,9.84,-15.72,6.69,2.29,-47.66,297248,0.0385,0.0188,0.046,0.033,6.08,9.84
13,2001-01-31,7150,7150,6427,6040,12000,7286,4710,7150,6768,6600,6.72,34.15,6.72,5.15,-29.56,262926,0.0351,0.0393,0.0455,0.0323,5.27,6.72
14,2001-02-28,8070,8070,7492,7150,9650,7116,4710,8070,7936,7850,22.27,26.49,-7.77,3.46,0.88,233800,0.0309,0.0211,0.0431,0.0271,5.06,22.27
15,2001-03-31,8810,9000,8401,7900,9150,7070,4710,8990,8856,8740,9.17,31.49,4.88,-2.11,3.16,180084,0.0314,0.0267,0.042,0.0296,4.96,9.17
16,2001-04-30,10900,10900,9545,8500,10900,7229,4710,10900,10376,9750,23.72,63.42,91.9,12.95,73.29,238432,0.0287,0.0277,0.0394,0.0255,5.01,23.72
17,2001-05-31,14650,14900,13148,11750,14900,7856,5330,14900,14350,13600,34.4,81.54,128.91,10.15,118.66,423316,0.0288,0.0353,0.0365,0.0293,5.01,34.4
18,2001-06-30,17500,19050,15870,13000,19050,8637,5330,19050,18530,17500,17.45,94.66,161.19,1.16,186.42,789216,0.0317,0.044,0.0357,0.036,4.99,17.45
19,2001-07-31,14850,17350,15943,14400,19050,9431,5330,15250,14840,14450,-15.14,36.24,107.69,3.13,121.64,226754,0.0321,0.0309,0.0335,0.0375,4.77,-15.14
20,2001-08-31,15250,18000,16050,14800,19050,10173,5330,16100,15700,15250,2.69,4.1,88.97,-2.24,81.55,187110,0.0338,0.0314,0.0325,0.0371,4.54,2.69
21,2001-09-30,12900,15000,12760,10100,19050,10522,5330,12900,12180,11650,-19.88,-31.02,47.6,6.61,55.42,317162,0.0418,0.0655,0.0366,0.0462,4.0,-19.88
22,2001-10-31,16000,16200,14743,13000,19050,11183,5800,16200,15910,15300,24.03,7.74,46.79,5.61,200.19,233162,0.0417,0.0306,0.0355,0.0454,4.02,24.03
23,2001-11-30,20900,20900,17780,16550,20900,12211,6040,20900,19470,18450,36.6,33.55,42.18,14.52,226.56,745754,0.0411,0.0332,0.0356,0.0441,4.04,36.6
24,2001-12-31,28600,28600,23858,20900,28600,13517,6040,28600,26800,24900,55.01,121.71,52.94,14.86,326.87,423628,0.0406,0.0358,0.0365,0.0321,4.01,55.01
25,2002-01-31,32000,35300,31738,28250,35300,15677,7150,34400,33220,32000,11.89,100.0,115.49,-6.84,347.55,457664,0.0434,0.0418,0.0377,0.0402,3.98,11.89
26,2002-02-28,42500,42500,35080,31350,42500,17712,7810,42500,39990,38650,26.87,130.35,163.98,18.72,426.64,819910,0.0436,0.0365,0.0387,0.0421,4.01,26.87
27,2002-03-31,44000,53200,47428,43000,53200,20889,8500,45700,44500,43000,3.53,53.85,241.09,-4.35,389.43,516054,0.0382,0.0421,0.0398,0.0438,4.0,3.53
28,2002-04-30,40700,47600,44050,39900,53200,23835,10100,43500,41630,39900,-7.5,25.23,166.01,-6.22,273.39,199564,0.0393,0.0357,0.0403,0.0382,4.04,-7.5
29,2002-05-31,33400,41750,38598,33400,53200,26155,10100,39000,37230,33400,-17.94,-21.41,59.81,-15.01,127.99,156900,0.0409,0.0399,0.0409,0.0389,4.28,-17.94
30,2002-06-30,36700,40900,36523,33400,53200,27733,10100,36700,35500,34000,-5.9,-17.53,28.32,-2.13,96.26,180486,0.041,0.0427,0.0405,0.0378,4.26,-5.9
31,2002-07-31,37000,43000,39418,35800,53200,29779,10100,39000,37360,35800,0.82,-9.09,15.63,-5.13,149.16,251779,0.0384,0.0397,0.0408,0.0384,4.27,0.82
32,2002-08-31,33450,35100,32775,30500,53200,31229,10100,33650,33210,32300,-9.59,-8.86,-21.29,3.88,113.74,326047,0.037,0.031,0.0406,0.0352,4.28,-9.59
33,2002-09-30,24500,33650,28818,22700,53200,32616,13000,24700,23750,22700,-26.76,-33.24,-44.32,0.0,89.92,511032,0.0372,0.0396,0.0382,0.037,4.28,-26.76
34,2002-10-31,22500,26900,22165,18850,53200,33157,16000,22500,22140,21500,-8.16,-39.19,-44.72,0.9,40.63,576574,0.0418,0.0605,0.0407,0.0441,4.28,-8.16
35,2002-11-30,18200,22500,21295,14650,53200,33490,14650,19450,17680,14650,42.75,-4.55,-17.01,42.75,64.71,1873508,0.0455,0.0574,0.0432,0.054,4.28,42.75
36,2002-12-31,9790,18200,14380,9790,53200,32775,9790,11750,10968,9790,-46.21,-29.48,-52.93,-16.68,-39.59,201764,0.0466,0.0364,0.0438,0.0555,4.52,-46.21
