,Date,riskfree,kospi200,professionalism,pbr,activity,indireturn,indistd,actualreturn,indexreturn
1,2000-01-31,4.79,11.18,27.869987679937754,0.69835,-0.31435332208265054,-16.87,0.034,29.15,-8.41
2,2000-02-29,4.78,-8.41,53.90873267810268,0.59858,-0.5638538887151596,29.15,0.0586,-20.21,-13.36
3,2000-03-31,5.07,-13.36,101.54186675458519,0.80993,-0.07803558945878802,-20.21,0.0667,35.33,4.71
4,2000-04-30,5.05,4.71,31.137144814972565,0.69409,-0.6787175323575898,35.33,0.0957,-22.67,-17.96
5,2000-05-31,5.06,-17.96,72.32591811899691,0.91773,-0.11981513292349975,-22.67,0.0688,32.18,1.68
6,2000-06-30,5.12,1.68,69.20310603607996,0.83168,0.04050664195060094,32.18,0.0983,-4.58,12.61
7,2000-07-31,5.16,12.61,32.54347485973241,0.72624,-0.3049637212994105,-4.58,0.0569,-12.71,-14.44
8,2000-08-31,5.13,-14.44,24.174685459485517,0.78771,0.022832654461496356,-12.71,0.0326,8.52,-3.14
9,2000-09-30,5.12,-3.14,31.48083025847537,0.70828,0.014196607143107998,8.52,0.0366,-8.51,-17.36
10,2000-10-31,5.09,-17.36,53.224905148103616,0.83783,-0.10205897922753696,-8.51,0.062,18.31,-16.2
11,2000-11-30,5.37,-16.2,89.44710032638972,1.10119,-9.639114421732983e-05,18.31,0.0403,22.12,-0.81
12,2000-12-31,5.32,-0.81,68.88550787865562,0.47896,0.0007156478213206302,22.12,0.0765,-47.37,-4.36
13,2001-01-31,6.08,-4.36,58.65494455878905,0.69321,-0.001935678343747579,-47.37,0.0542,38.75,23.09
14,2001-02-28,5.27,23.09,36.51859074950795,0.65966,-0.016518259969553743,38.75,0.0728,-2.46,-7.49
15,2001-03-31,5.06,-7.49,20.06423325598398,0.51806,0.00233870216363899,-2.46,0.0232,-21.45,-9.68
16,2001-04-30,4.96,-9.68,95.65963696747595,0.67002,-0.08027056627981362,-21.45,0.0341,29.32,11.19
17,2001-05-31,5.01,11.19,36.79371012203876,0.67446,0.015573173856465214,29.32,0.0586,0.62,5.02
18,2001-06-30,5.01,5.02,53.44500999333777,0.62857,-0.4873788595898129,0.62,0.0274,1.68,-7.17
19,2001-07-31,4.99,-7.17,14.689058120375087,0.52891,-0.24222964712760808,1.68,0.0332,-15.89,-8.5
20,2001-08-31,4.77,-8.5,10.416412995354348,0.48697,-0.003523865378274363,-15.89,0.0294,-7.87,0.66
21,2001-09-30,4.54,0.66,27.27135223793556,0.45392,0.016886816310812153,-7.87,0.0234,-15.18,-17.28
22,2001-10-31,4.0,-17.28,14.815101170402698,0.51806,1.3060325815215905,-15.18,0.0738,14.22,12.78
23,2001-11-30,4.02,12.78,15.33280695134671,0.53483,-0.798243763683651,14.22,0.0237,2.8,20.45
24,2001-12-31,4.04,20.45,8.533578867851748,0.47464,0.04276409505167675,2.8,0.0254,-7.32,10.41
25,2002-01-31,4.01,10.41,7.94294304766441,0.48593,-0.026965081008603446,-7.32,0.0303,-3.51,6.92
26,2002-02-28,3.98,6.92,15.0804204413857,0.50792,-0.007524343477477684,-3.51,0.0167,0.88,10.36
27,2002-03-31,4.01,10.36,19.447328853294056,0.52572,-0.008922809414786776,0.88,0.031,3.48,8.98
28,2002-04-30,4.0,8.98,12.541002896505626,0.37597,0.008728082853335777,3.48,0.0237,-28.49,-4.87
29,2002-05-31,4.04,-4.87,13.651096716110779,0.38015,0.005609989576253948,-28.49,0.0271,1.18,-5.25
30,2002-06-30,4.28,-5.25,5.891220965414513,0.31261,-0.025196437838236937,1.18,0.0297,-18.74,-12.73
31,2002-07-31,4.26,-12.73,5.394715828877005,0.28904,-0.029124313094579107,-18.74,0.0352,-7.5,-3.77
32,2002-08-31,4.27,-3.77,10.823642266386866,0.2681,0.0,-7.5,0.024,-10.07,1.76
33,2002-09-30,4.28,1.76,31.082183815835368,0.24087,-5.610877503732868e-05,-10.07,0.0263,-10.21,-12.08
34,2002-10-31,4.28,-12.08,9.877503534451982,0.24296,0.00016429222722859704,-10.21,0.057,0.92,2.13
35,2002-11-30,4.28,2.13,6.223906991753317,0.24872,-0.0001097309367255482,0.92,0.0438,-0.71,8.38
36,2002-12-31,4.28,8.38,6.289260043317264,0.20736,-0.005437498148400328,-0.71,0.0163,-16.7,-13.23
37,2003-01-31,4.52,-13.23,3.1896091963976447,0.16867,-0.00491269780476745,-16.7,0.0214,-16.84,-5.82
38,2003-02-28,4.34,-5.82,3.2667949236525433,0.17021,0.0,-16.84,0.0261,3.14,-3.15
39,2003-03-31,4.27,-3.15,3.7586902226524685,0.1538,2.7270420587505044,3.14,0.0206,-9.9,-6.59
40,2003-04-30,4.27,-6.59,2.2626781188648937,0.20097,3.12913124202076,-9.9,0.0362,25.88,12.34
41,2003-05-31,4.26,12.34,2.5144727230338826,0.21584,2.30363147934376,25.88,0.036,7.43,5.34
42,2003-06-30,4.01,5.34,2.1912397748890298,0.20507,2.113064753994896,7.43,0.0189,-5.11,6.13
43,2003-07-31,4.1,6.13,6.941572934708939,0.21378,0.7430356776855221,-5.11,0.0142,4.33,7.08
44,2003-08-31,3.75,7.08,4.233623385826771,0.20456,0.13372510511416322,4.33,0.0398,-5.12,5.24
45,2003-09-30,3.72,5.24,2.537867247358658,0.20046,2.012633780434751,-5.12,0.0343,-2.01,-8.24
46,2003-10-31,3.77,-8.24,0.8280769547325103,0.18969,2.1491339965846072,-2.01,0.0117,-5.29,13.28
47,2003-11-30,3.84,13.28,2.4296584707087643,0.17585,0.5642604701462703,-5.29,0.0212,-9.17,3.06
48,2003-12-31,3.78,3.06,1.79298264744927,0.17021,0.0,-9.17,0.0216,-2.96,1.54
49,2004-01-31,3.97,1.54,1.3086586152943478,0.16536,-0.0020757035659507896,-2.96,0.0174,-3.3,5.4
50,2004-02-29,3.78,5.4,1.434002698111322,0.16897,-0.0013937219099704426,-3.3,0.0183,0.0,2.57
51,2004-03-31,3.78,2.57,2.939639665335615,0.16536,-0.00455734326410773,0.0,0.0121,-2.06,0.05
52,2004-04-30,3.74,0.05,1.559123696546446,0.17309,-0.004908722459267498,-2.06,0.0163,0.89,-3.09
53,2004-05-31,3.76,-3.09,1.2663459924045575,0.15403,0.0,0.89,0.0151,-11.04,-7.35
54,2004-06-30,3.77,-7.35,1.2606576140736667,0.14321,-0.0003964399847941479,-11.04,0.0311,-9.59,-2.2
55,2004-07-31,3.78,-2.2,0.9365464645295684,0.13909,0.015165185945399938,-9.59,0.02,-3.03,-6.46
56,2004-08-31,3.77,-6.46,1.1445289111681045,0.14785,-0.0004629824253723258,-3.03,0.0196,6.25,8.0
57,2004-09-30,3.52,8.0,0.735895164934478,0.13909,-0.0008079585207022808,6.25,0.0168,-8.44,4.67
58,2004-10-31,3.55,4.67,2.583105710401088,0.14527,0.0,-8.44,0.0145,4.54,0.61
59,2004-11-30,3.53,0.61,2.6068078845086067,0.14991,-0.00019363531936108632,4.54,0.025,3.14,5.01
60,2004-12-31,3.26,5.01,2.843186858974359,0.14785,-0.0003416064552551994,3.14,0.0188,-1.31,1.63
61,2005-01-31,3.29,1.63,3.2335217939894467,0.14513,0.0,-1.31,0.0268,-1.32,5.04
62,2005-02-28,3.26,5.04,10.690962819143774,0.18974,-0.012605697303001448,-1.32,0.0119,31.93,8.09
63,2005-03-31,3.28,8.09,5.079337066275014,0.17948,-0.0002464360115958001,31.93,0.0515,-5.25,-4.64
