,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,27000,30500,24388,19400,41600,21734,8850,30000,28180,27000,22.73,54.55,44.13,-6.9,131.52,10316,0.0565,0.0528,0.057,0.0631,4.79,22.73
1,2000-01-31,19800,28000,24393,19200,41600,22286,8850,24000,20940,19200,-26.67,-1.57,1.47,-20.48,67.78,4972,0.058,0.0628,0.0595,0.0643,4.78,-26.67
2,2000-02-29,32800,32800,22610,19800,41600,22788,8850,32800,26910,22850,64.82,54.35,49.35,38.98,225.87,25476,0.0608,0.0598,0.0611,0.0601,5.07,64.82
3,2000-03-31,31900,36200,31973,27850,41600,24441,8850,32800,31560,30000,-1.96,19.1,116.9,12.44,350.92,16957,0.0666,0.0809,0.0644,0.0707,5.05,-1.96
4,2000-04-30,2630,31900,16119,2250,41600,24816,2250,2970,2778,2630,-19.17,33.22,34.48,-12.04,239.65,140125,0.0672,0.0635,0.065,0.0703,5.06,-19.17
5,2000-05-31,2370,2750,2315,1650,41600,23840,1650,2370,2198,2040,-9.89,-27.16,17.69,28.8,88.09,111045,0.0654,0.0648,0.065,0.0703,5.12,-9.89
6,2000-06-30,1990,2360,2123,1980,37700,21479,1650,2010,1994,1980,-14.59,-33.67,-25.7,-1.97,8.73,149316,0.0643,0.0434,0.0601,0.0573,5.16,-14.59
7,2000-07-31,1790,2550,2091,1790,37700,19378,1650,2050,1904,1790,-10.05,-31.94,-8.87,-2.72,-7.53,159592,0.0641,0.0637,0.061,0.0575,5.13,-10.05
8,2000-08-31,1880,2400,2048,1880,37700,16735,1650,2400,2146,1880,5.03,-20.68,-42.22,-21.67,-12.0,613471,0.0621,0.0622,0.0616,0.0566,5.12,5.03
9,2000-09-30,1720,2020,1761,1420,37700,14805,1420,1720,1608,1490,-18.87,-13.57,-44.61,21.13,8.18,97329,0.0581,0.0558,0.0627,0.0593,5.09,-18.87
10,2000-10-31,1520,1810,1644,1500,37700,12979,1420,1740,1602,1500,-11.63,-15.08,-42.21,-2.56,-23.83,400911,0.0558,0.0488,0.0617,0.0541,5.37,-11.63
11,2000-11-30,1680,1850,1701,1590,37700,10995,1420,1760,1692,1610,12.0,-16.83,-27.9,-1.18,-16.58,204894,0.0514,0.0362,0.0584,0.0458,5.32,12.0
12,2000-12-31,2850,4150,2623,1610,37700,9451,1420,3660,3062,2570,62.86,86.27,41.79,-22.13,5.62,626648,0.0608,0.09,0.0621,0.0623,6.08,62.86
13,2001-01-31,2630,3460,2669,2250,37700,7522,1420,2770,2574,2400,-7.72,73.03,46.93,6.05,33.9,687028,0.0627,0.0775,0.0633,0.0699,5.27,-7.72
14,2001-02-28,2940,3780,3241,2650,37700,5907,1420,3290,3024,2900,22.5,77.11,27.27,-9.54,1.15,509238,0.0668,0.0815,0.0648,0.0815,5.06,22.5
15,2001-03-31,2530,2930,2673,2400,31900,3300,1420,2740,2668,2530,-13.95,-11.23,47.09,-2.32,-15.67,223530,0.0648,0.0414,0.0616,0.0673,4.96,-13.95
16,2001-04-30,2590,2720,2409,2130,4150,2273,1420,2590,2524,2450,2.37,-6.5,72.67,-4.78,-1.52,192116,0.0643,0.0459,0.0602,0.0589,5.01,2.37
17,2001-05-31,3050,3320,3044,2630,4150,2336,1420,3270,3180,3050,17.76,3.74,81.55,-1.29,28.69,583966,0.0658,0.0495,0.0588,0.0453,5.01,17.76
18,2001-06-30,3100,3300,3022,2820,4150,2408,1420,3300,3130,3060,-5.2,16.98,8.77,-2.52,55.78,984451,0.0565,0.0438,0.0587,0.0446,4.99,-5.2
19,2001-07-31,2540,3000,2623,2330,4150,2456,1420,2600,2518,2400,-11.5,5.93,4.32,3.67,53.27,96782,0.0496,0.0461,0.0574,0.0459,4.77,-11.5
20,2001-08-31,3040,3060,2787,2540,4150,2522,1420,3060,3020,2920,19.69,7.66,11.69,2.7,74.66,642035,0.0433,0.0371,0.0556,0.0422,4.54,19.69
21,2001-09-30,2320,3750,2684,2120,4150,2590,1500,2320,2236,2120,-20.55,-18.9,-8.54,8.41,50.06,321245,0.0472,0.0665,0.0565,0.0509,4.0,-20.55
22,2001-10-31,2590,2650,2532,2310,4150,2669,1560,2650,2598,2530,11.64,1.97,8.01,-0.38,84.05,257159,0.0454,0.0284,0.0556,0.047,4.02,11.64
23,2001-11-30,2700,2960,2760,2630,4150,2765,1710,2760,2698,2630,4.65,-11.76,-7.42,-4.26,73.59,186857,0.0429,0.0251,0.0552,0.0445,4.04,4.65
24,2001-12-31,2810,2900,2722,2570,3780,2760,2120,2810,2698,2570,6.84,21.12,-1.77,9.34,6.5,106300,0.0402,0.0229,0.049,0.0249,4.01,6.84
25,2002-01-31,3000,3100,2868,2700,3780,2777,2120,3100,3010,2930,6.76,15.83,18.11,3.09,23.21,412239,0.038,0.0305,0.0451,0.026,3.98,6.76
26,2002-02-28,3730,3900,3501,2930,3900,2796,2120,3870,3788,3710,20.32,41.83,27.74,-4.36,37.04,258209,0.0367,0.0299,0.04,0.0269,4.01,20.32
27,2002-03-31,3810,4300,3968,3710,4300,2900,2120,4000,3902,3810,2.14,35.59,64.22,-4.03,55.3,208238,0.0291,0.0385,0.0397,0.0322,4.0,2.14
