,Date,riskfree,kospi200,professionalism,pbr,activity,MA1M,indireturn,indistd,actualreturn,indexreturn
0,1999-12-31,4.79,11.18,35598.72109347682,0.65715,-1.2050428678690252e-05,2.29,2.29,0.056,2.29,11.18
1,2000-01-31,4.78,-8.41,11672.026264849232,0.52752,-4.541568767303973e-06,-6.65,-6.65,0.0361,-6.65,-8.41
2,2000-02-29,5.07,-13.36,23993.289232817442,0.627,1.0490673964245356e-07,16.18,16.18,0.0411,16.18,-13.36
3,2000-03-31,5.05,4.71,12954.922112566006,0.59391,7.857107933015523e-06,-5.29,-5.29,0.0203,-5.29,4.71
4,2000-04-30,5.06,-17.96,6998.603512628794,0.50473,-2.8020206190746816e-06,-16.71,-16.71,0.0271,-16.71,-17.96
5,2000-05-31,5.12,1.68,10445.072983354674,0.52058,-5.583074535874636e-06,3.11,3.11,0.0515,3.11,1.68
6,2000-06-30,5.16,12.61,13145.619943469326,0.61135,-3.35360856842193e-07,26.35,26.35,0.04,26.35,12.61
7,2000-07-31,5.13,-14.44,11803.182369176364,0.66029,-7.751735581280068e-07,8.0,8.0,0.0234,8.0,-14.44
8,2000-08-31,5.12,-3.14,12968.963321408892,0.70746,-1.1607235918407387e-06,7.14,7.14,0.026,7.14,-3.14
9,2000-09-30,5.09,-17.36,12043.166721177433,0.82101,-1.3073368575605742e-05,13.94,13.94,0.0492,13.94,-17.36
10,2000-10-31,5.37,-16.2,28571.437020043937,0.61828,4.31937647302168e-06,-24.68,-24.68,0.0373,-24.68,-16.2
11,2000-11-30,5.32,-0.81,13761.119481978652,0.65336,8.869490676666066e-06,7.47,7.47,0.021,7.47,-0.81
12,2000-12-31,6.08,-4.36,16974.1355003463,0.69874,5.927938054013946e-06,5.68,5.68,0.0145,5.68,-4.36
13,2001-01-31,5.27,23.09,14426.65767719446,0.69531,-1.4100068789733933e-06,8.37,8.37,0.0162,8.37,23.09
14,2001-02-28,5.06,-7.49,9166.417313697359,0.71114,1.6333928539758918e-05,9.49,9.49,0.011,9.49,-7.49
15,2001-03-31,4.96,-9.68,9821.133776373576,0.71459,4.8802910285048974e-06,0.5,0.5,0.0105,0.5,-9.68
16,2001-04-30,5.01,11.19,6842.695807893638,0.66364,-3.0257278431414058e-06,-7.14,-7.14,0.0149,-7.14,11.19
17,2001-05-31,5.01,5.02,12272.956552284873,0.81668,1.9127887495768467e-06,23.08,23.08,0.0182,23.08,5.02
18,2001-06-30,4.99,-7.17,18989.480219548106,1.05433,-1.3276088593074806e-06,36.45,36.45,0.0383,36.45,-7.17
19,2001-07-31,4.77,-8.5,6251.43612881837,0.96808,2.1862868733703072e-05,-8.18,-8.18,0.0228,-8.18,-8.5
20,2001-08-31,4.54,0.66,7207.5653021442495,1.08599,7.311077662040555e-06,12.18,12.18,0.0243,12.18,0.66
21,2001-09-30,4.0,-17.28,9701.498008744962,1.03504,1.0619226762945306e-05,-12.11,-12.11,0.0357,-12.11,-17.28
