,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,585000.0,601000.0,375725.0,260000.0,601000.0,131421.0,48500.0,601000.0,512200.0,396500.0,413.16,348.28,53.14,1177.14,227954.0,0.0583,0.091,0.0554,0.069,4.79,105.99
1,2000-01-31,297000.0,498000.0,322000.0,252000.0,601000.0,152431.0,52900.0,297000.0,275700.0,252000.0,102.04,102.04,-3.26,395.23,375442.0,0.0677,0.0918,0.0602,0.0875,4.78,-49.23
2,2000-02-29,327000.0,429500.0,368475.0,287000.0,601000.0,175912.0,60300.0,395000.0,362000.0,320000.0,22.93,164.78,-16.37,478.99,156346.0,0.0736,0.0788,0.0624,0.0905,5.07,12.95
3,2000-03-31,301000.0,385000.0,348000.0,301000.0,601000.0,200071.0,77800.0,320500.0,312400.0,301000.0,-48.55,182.63,-7.38,307.55,130340.0,0.0732,0.0323,0.0631,0.07,5.05,-7.95
4,2000-04-30,161000.0,308000.0,216950.0,159000.0,601000.0,208934.0,81000.0,185500.0,171800.0,159000.0,-44.39,16.67,-17.01,79.44,193797.0,0.0802,0.0825,0.0661,0.0712,5.06,-48.81
5,2000-05-31,150500.0,192000.0,153550.0,114000.0,601000.0,214991.0,95700.0,150500.0,128100.0,114000.0,-53.98,-48.1,26.47,73.59,294822.0,0.0816,0.0811,0.0672,0.0715,5.12,-6.52
6,2000-06-30,161500.0,204000.0,169600.0,154000.0,601000.0,219659.0,106500.0,167500.0,164500.0,161500.0,-47.56,-72.39,-0.92,29.2,140392.0,0.0734,0.0575,0.0668,0.0749,5.16,23.28
7,2000-07-31,115000.0,161500.0,136925.0,113500.0,601000.0,221124.0,106500.0,132000.0,120700.0,113500.0,-28.57,-61.28,-5.74,-21.77,358736.0,0.0667,0.0444,0.0669,0.0592,5.13,-28.79
8,2000-08-31,100000.0,117000.0,110175.0,100000.0,601000.0,219866.0,100000.0,110000.0,105800.0,100000.0,-33.55,-69.42,-4.76,-14.89,102499.0,0.0583,0.0285,0.0669,0.0394,5.12,-13.04
9,2000-09-30,60000.0,106000.0,77165.0,52700.0,601000.0,217303.0,52700.0,60100.0,58160.0,53600.0,-63.19,-81.28,13.85,-44.44,979396.0,0.0621,0.0611,0.0686,0.0463,5.09,-43.66
10,2000-10-31,45800.0,63200.0,50648.0,42600.0,601000.0,211127.0,42600.0,45800.0,45110.0,44000.0,-60.17,-71.55,1.78,-68.84,444901.0,0.0532,0.0417,0.0685,0.047,5.37,-23.67
