,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,3800.0,5500.0,4380.0,3800.0,13000.0,7686.0,2415.0,4045.0,3947.0,3800.0,-15.56,-46.85,-56.57,-12.64,-54.76,556214.0,0.0469,0.0712,0.0523,0.0491,4.79,-15.56
1,2000-01-31,3630.0,4600.0,3749.0,3100.0,13000.0,7769.0,2700.0,3735.0,3445.0,3100.0,-4.47,-37.41,-66.7,12.73,-55.19,778724.0,0.0499,0.0631,0.0524,0.0572,4.78,-4.47
2,2000-02-29,3070.0,3810.0,3279.0,2680.0,13000.0,7513.0,2680.0,3540.0,3272.0,3070.0,-12.54,-31.93,-71.04,14.55,-50.88,1377548.0,0.0522,0.0638,0.0518,0.065,5.07,-12.54
3,2000-03-31,2970.0,3720.0,3308.0,2970.0,13000.0,7162.0,2680.0,3160.0,3049.0,2970.0,-3.26,-21.84,-55.61,-7.19,-61.43,371916.0,0.0521,0.0429,0.0502,0.0525,5.05,-3.26
4,2000-04-30,2600.0,3395.0,2939.0,2550.0,13000.0,6650.0,2550.0,2820.0,2662.0,2550.0,-16.93,-25.93,-56.67,-11.86,-73.87,292504.0,0.0551,0.0534,0.0501,0.0533,5.06,-16.93
5,2000-05-31,1650.0,2635.0,1772.0,1085.0,13000.0,6013.0,1085.0,1650.0,1569.0,1450.0,-36.54,-46.25,-63.33,24.06,-83.16,1583254.0,0.0647,0.09,0.0537,0.0648,5.12,-36.54
6,2000-06-30,1880.0,2400.0,1878.0,1540.0,13000.0,5364.0,1085.0,1880.0,1764.0,1650.0,13.94,-36.81,-50.53,13.6,-79.02,1384856.0,0.0673,0.0881,0.0587,0.0796,5.16,13.94
7,2000-07-31,1645.0,2540.0,2068.0,1645.0,11100.0,4584.0,1085.0,1865.0,1747.0,1645.0,-12.5,-36.73,-54.68,-8.86,-84.91,1193476.0,0.0696,0.0687,0.0599,0.0833,5.13,-12.5
8,2000-08-31,1605.0,1935.0,1766.0,1605.0,10200.0,3820.0,1085.0,1760.0,1717.0,1605.0,-2.43,-2.73,-47.72,-8.81,-85.07,619790.0,0.0665,0.0372,0.0595,0.0652,5.12,-2.43
9,2000-09-30,1255.0,1710.0,1511.0,1225.0,6820.0,3282.0,1085.0,1360.0,1278.0,1225.0,-28.69,-27.46,-58.31,-5.64,-83.22,870454.0,0.067,0.0453,0.0601,0.0521,5.09,-28.69
10,2000-10-31,1070.0,1130.0,1033.0,850.0,6500.0,2811.0,850.0,1115.0,1088.0,1070.0,-14.74,-34.95,-58.85,7.0,-81.55,2231794.0,0.07,0.0733,0.0624,0.0533,5.37,-14.74
11,2000-11-30,310.0,910.0,471.0,310.0,5500.0,2330.0,310.0,370.0,333.0,310.0,-71.03,-81.87,-81.21,-4.62,-93.11,1984336.0,0.0684,0.0864,0.0677,0.0725,5.32,-71.03
12,2000-12-31,2150.0,2150.0,812.0,310.0,4600.0,2074.0,310.0,2150.0,1661.0,1235.0,541.79,66.67,30.3,74.09,-46.85,1491124.0,0.0805,0.0844,0.0744,0.1009,6.08,541.79
13,2001-01-31,890.0,3265.0,1670.0,890.0,3810.0,1885.0,310.0,1100.0,997.0,890.0,-58.6,-16.82,-45.9,-19.09,-75.48,4518232.0,0.0898,0.1213,0.0802,0.1152,5.27,-58.6
14,2001-02-28,820.0,920.0,825.0,800.0,3720.0,1681.0,310.0,820.0,820.0,820.0,-18.0,148.48,-53.41,0.0,-74.21,0.0,0.0903,0.0459,0.0792,0.1024,5.06,-18.0
15,2001-03-31,820.0,820.0,820.0,820.0,3395.0,1463.0,310.0,820.0,820.0,820.0,0.0,-61.86,-34.66,0.0,-72.44,0.0,0.0883,0.0,0.0782,0.0718,4.96,0.0
16,2001-04-30,820.0,820.0,820.0,820.0,3265.0,1293.0,310.0,820.0,820.0,820.0,0.0,-16.33,-23.36,0.0,-68.46,0.0,0.0832,0.0,0.0766,0.0225,5.01,0.0
