,Date,riskfree,MA1M,actualreturn
0,1999-12-31,4.79,14.71,14.71
1,2000-01-31,4.78,-9.1,-9.1
2,2000-02-29,5.07,12.12,12.12
3,2000-03-31,5.05,-1.35,-1.35
4,2000-04-30,5.06,-8.37,-8.37
5,2000-05-31,5.12,3.32,3.32
6,2000-06-30,5.16,-0.64,-0.64
7,2000-07-31,5.13,-0.81,-0.81
8,2000-08-31,5.12,-6.5,-6.5
9,2000-09-30,5.09,-8.7,-8.7
10,2000-10-31,5.37,-2.8,-2.8
11,2000-11-30,5.32,7.69,7.69
12,2000-12-31,6.08,-26.17,-26.17
13,2001-01-31,5.27,3.64,3.64
14,2001-02-28,5.06,1.77,1.77
15,2001-03-31,4.96,5.04,5.04
16,2001-04-30,5.01,-2.32,-2.32
17,2001-05-31,5.01,2.37,2.37
18,2001-06-30,4.99,-4.33,-4.33
19,2001-07-31,4.77,-1.92,-1.92
20,2001-08-31,4.54,-2.49,-2.49
21,2001-09-30,4.0,-0.55,-0.55
22,2001-10-31,4.02,-5.56,-5.56
23,2001-11-30,4.04,-0.2,-0.2
24,2001-12-31,4.01,9.84,9.84
25,2002-01-31,3.98,-9.5,-9.5
26,2002-02-28,4.01,14.93,14.93
27,2002-03-31,4.0,44.79,44.79
28,2002-04-30,4.04,-23.73,-23.73
29,2002-05-31,4.28,-1.7,-1.7
30,2002-06-30,4.26,0.9,0.9
31,2002-07-31,4.27,34.57,34.57
32,2002-08-31,4.28,-5.83,-5.83
33,2002-09-30,4.28,-20.0,-20.0
34,2002-10-31,4.28,2.68,2.68
35,2002-11-30,4.28,0.44,0.44
36,2002-12-31,4.52,-5.93,-5.93
37,2003-01-31,4.34,6.15,6.15
38,2003-02-28,4.27,1.07,1.07
39,2003-03-31,4.27,-11.03,-11.03
40,2003-04-30,4.26,5.52,5.52
41,2003-05-31,4.01,24.25,24.25
42,2003-06-30,4.1,-12.5,-12.5
43,2003-07-31,3.75,19.39,19.39
44,2003-08-31,3.72,35.27,35.27
45,2003-09-30,3.77,-6.54,-6.54
46,2003-10-31,3.84,17.0,17.0
