,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,relativeMA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,135000,141000,132450,119000,216000,140451,85000,136000,134300,132000,-0.21923474663908996,-10.6,-27.03,-1.82,48.35,2276,0.0408,0.0334,0.0416,0.0416,4.79,20.0
1,2000-01-31,165000,173000,156100,127000,216000,144964,85000,170000,165500,163500,0.07282375522185842,6.45,-4.9,0.0,88.57,4780,0.0403,0.0426,0.0417,0.0425,4.78,22.22
2,2000-02-29,135000,173000,143775,124000,216000,148657,85000,135000,132700,127000,0.489983149222992,26.17,-25.0,3.85,53.41,1870,0.0409,0.052,0.0437,0.0434,5.07,-17.43
3,2000-03-31,136500,141500,135200,127500,216000,152658,91800,141500,137000,133000,0.02141203703703704,1.11,-8.08,-0.36,51.84,1074,0.0401,0.0277,0.0436,0.0413,5.05,1.11
4,2000-04-30,137000,150000,135000,117000,216000,154048,107000,137000,133300,130000,7.574766355140187,-16.21,-11.61,1.11,-2.14,376,0.0424,0.0486,0.0423,0.0426,5.06,0.0
5,2000-05-31,140000,141000,135975,132000,216000,152958,107000,141000,139200,136000,-0.29600000000000004,3.7,13.82,5.66,-12.5,2282,0.0386,0.0254,0.0409,0.0336,5.12,2.19
6,2000-06-30,129000,147500,131700,127000,216000,149825,107000,129000,128500,128000,0.29922060318536087,-8.83,-4.44,0.78,-29.51,916,0.0372,0.0246,0.0398,0.0332,5.16,-8.51
7,2000-07-31,110000,130500,121750,110000,195500,143350,107000,117000,114800,110000,0.5385245901639344,-19.71,-33.33,-5.98,-36.6,1160,0.0332,0.0119,0.0374,0.0211,5.13,-14.73
8,2000-08-31,113000,115000,106475,102000,173000,137439,102000,115000,112000,107000,0.628953374633192,-19.29,-16.3,7.62,-30.67,2800,0.0276,0.0213,0.0346,0.0189,5.12,2.73
9,2000-09-30,98000,115000,102440,93000,173000,132860,93000,99800,98740,98000,0.6939017169923032,-23.44,-26.32,3.16,-33.78,1786,0.0271,0.0228,0.0347,0.0194,5.09,-14.78
10,2000-10-31,93000,95500,92600,88000,173000,127688,88000,94000,93100,91500,0.38625,-15.45,-32.12,-1.06,-40.0,2670,0.0213,0.0208,0.0334,0.0217,5.37,-5.1
11,2000-11-30,105000,110000,102085,93000,173000,124277,88000,107000,105500,102500,0.5946684894053315,-8.7,-25.53,0.48,-14.63,1628,0.0224,0.0298,0.0315,0.0256,5.32,14.75
12,2000-12-31,110500,110500,98770,94000,173000,121825,88000,110500,98860,95800,-0.6496,12.18,-14.01,15.34,-18.75,12871,0.0259,0.04,0.032,0.0308,6.08,4.25
13,2001-01-31,108000,110500,100360,97000,173000,117125,88000,108000,102220,99000,-0.46685962373371925,16.13,-1.82,5.88,-34.55,4434,0.0283,0.0456,0.0309,0.0334,5.27,-2.26
14,2001-02-28,120000,120000,107475,103000,150000,114100,88000,120000,108900,103000,-1.0936093609360937,12.15,9.09,13.74,-11.11,2864,0.0297,0.0298,0.0285,0.0334,5.06,21.21
15,2001-03-31,130000,130000,120525,118000,150000,112817,88000,130000,123200,120000,-2.170971709717097,17.65,32.65,8.33,-8.13,2586,0.0287,0.0181,0.028,0.0266,4.96,8.33
16,2001-04-30,135000,135000,127050,123000,147500,112276,88000,135000,131700,127000,-21.28082191780822,31.07,47.54,9.76,-1.46,8326,0.0281,0.0164,0.0251,0.0213,5.01,3.85
17,2001-05-31,136000,138000,134950,130500,147500,112348,88000,136000,134900,134000,-4.660839160839161,13.33,29.52,-1.45,-2.86,1360,0.0258,0.0116,0.0243,0.0159,5.01,0.74
18,2001-06-30,176000,182000,167925,140000,182000,115284,88000,176000,173300,167000,1.1183999999999998,41.94,59.28,4.76,37.5,1606,0.0235,0.0355,0.0255,0.0242,4.99,30.86
19,2001-07-31,179000,179000,165750,159000,182000,119074,88000,179000,170600,164000,0.5195281364578352,32.59,65.74,10.15,62.73,990,0.0236,0.0209,0.0259,0.0254,4.77,1.7
