,Date,riskfree,kospi200,professionalism,pbr,activity,actualreturn,mktcap
0,1999-12-31,4.79,11.18,6330.214578731461,1.35931,-8.883981499251844e-06,-12.07,38028
1,2000-01-31,4.78,-8.41,5291.712209568589,1.03968,8.133247595696848e-06,-7.25,32753
2,2000-02-29,5.07,-13.36,6270.377882511361,0.89241,-1.7948414749526303e-05,-15.77,29705
3,2000-03-31,5.05,4.71,14161.114131688191,1.36499,1.3467839304974546e-05,52.96,34688
4,2000-04-30,5.06,-17.96,8753.704238280632,0.92758,2.5345901690717804e-05,-14.57,31593
5,2000-05-31,5.12,1.68,3029.4543650793653,0.86823,-1.8927919991878679e-06,-6.4,27720
6,2000-06-30,5.16,12.61,17369.346317156193,1.05067,-1.339896509289396e-05,25.79,28497
7,2000-07-31,5.13,-14.44,15971.633907075353,0.7847,-1.5657362647944337e-05,-25.31,27829
8,2000-08-31,5.12,-3.14,6038.403898441389,0.81987,7.164068615588134e-06,4.48,26113
9,2000-09-30,5.09,-17.36,9515.508829101933,0.84625,6.1640815591484795e-06,2.67,26390
10,2000-10-31,5.37,-16.2,57745.537146051895,0.94516,-1.7139801345634414e-08,11.69,30407
11,2000-11-30,5.32,-0.81,24062.43840688482,0.96275,-2.0216013233697283e-06,7.35,29979
12,2000-12-31,6.08,-4.36,37672.0579714779,0.98473,-5.651903365833276e-06,6.41,31274
13,2001-01-31,5.27,23.09,25076.655459527825,0.8277,1.8102241385609706e-06,-7.59,28464
14,2001-02-28,5.06,-7.49,17235.113562952636,0.91567,1.9279271823637285e-05,15.95,29411
15,2001-03-31,4.96,-9.68,9897.464448730312,0.86568,-3.113926644486931e-06,-5.46,31110
16,2001-04-30,5.01,11.19,4434.095510204082,0.88568,-3.2022728515416807e-06,2.31,30625
17,2001-05-31,5.01,5.02,12278.836670757702,0.93566,-1.829899598889346e-05,5.64,30962
18,2001-06-30,4.99,-7.17,15954.36144936145,0.93966,3.7830658749940778e-06,2.62,33670
19,2001-07-31,4.77,-8.5,2814.2503742872614,0.87568,3.076586412030811e-05,-6.81,31393
20,2001-08-31,4.54,0.66,1844.441809384351,0.86368,3.308207327400735e-05,-1.37,31414
21,2001-09-30,4.0,-17.28,58896.31607177687,0.85969,-2.3768489514092025e-06,-5.29,30762
22,2001-10-31,4.02,12.78,42430.76092285066,1.00963,-7.232597444711141e-06,17.44,32638
23,2001-11-30,4.04,20.45,17097.98949704142,0.97564,-3.5774553614441957e-06,-2.01,33800
