,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,22400.0,31100.0,27343.0,22100.0,52000.0,34938.0,22100.0,23900.0,22870.0,22100.0,-31.91,-36.0,-44.69,-12.16,-5.88,56458.0,0.0343,0.0562,0.0378,0.0405,4.79,-31.91
1,2000-01-31,22200.0,23000.0,20923.0,19200.0,52000.0,34392.0,19200.0,22200.0,21120.0,19700.0,-0.89,-27.92,-46.76,10.17,-10.12,44904.0,0.0366,0.0474,0.037,0.0464,4.78,-0.89
2,2000-02-29,18350.0,24350.0,19868.0,16500.0,52000.0,33777.0,16500.0,18650.0,18160.0,17500.0,-15.83,-40.81,-54.91,11.21,-29.69,50346.0,0.0409,0.0514,0.0384,0.0513,5.07,-15.83
3,2000-03-31,19200.0,22000.0,19960.0,18850.0,52000.0,32908.0,16500.0,20600.0,19460.0,18850.0,4.63,-14.29,-42.69,-5.42,-42.17,65536.0,0.0441,0.0459,0.0386,0.0472,5.05,4.63
4,2000-04-30,15900.0,19200.0,17400.0,15750.0,52000.0,31479.0,15750.0,16600.0,16170.0,15750.0,-19.29,-27.06,-48.12,-7.29,-59.13,19932.0,0.0447,0.031,0.0384,0.0433,5.06,-19.29
5,2000-05-31,13900.0,17300.0,14740.0,12000.0,52000.0,29418.0,12000.0,13900.0,13090.0,12300.0,-12.58,-24.25,-54.8,2.96,-63.52,79398.0,0.0484,0.0576,0.0403,0.0457,5.12,-12.58
6,2000-06-30,19500.0,19500.0,15040.0,13300.0,52000.0,27332.0,12000.0,19500.0,17340.0,16100.0,50.0,2.9,-12.95,39.29,-54.65,231332.0,0.0481,0.051,0.0421,0.0487,5.16,50.0
7,2000-07-31,16150.0,20600.0,17913.0,15000.0,41750.0,24816.0,12000.0,16300.0,15870.0,15300.0,-17.18,1.57,-27.25,7.67,-61.27,46882.0,0.0469,0.0387,0.0416,0.0505,5.13,-17.18
8,2000-08-31,18550.0,18600.0,17218.0,15100.0,39200.0,22791.0,12000.0,18550.0,18230.0,18000.0,14.86,33.45,1.09,2.49,-51.82,48192.0,0.0423,0.0343,0.0423,0.0424,5.12,14.86
9,2000-09-30,19200.0,20000.0,18728.0,16850.0,37000.0,21408.0,12000.0,19800.0,18940.0,17900.0,5.49,11.3,1.86,6.96,-43.53,263850.0,0.0432,0.0384,0.0433,0.0374,5.09,5.49
10,2000-10-31,18300.0,20800.0,19350.0,18200.0,37000.0,20247.0,12000.0,19700.0,19110.0,18300.0,-4.69,13.31,15.09,-3.17,-40.58,90160.0,0.043,0.0301,0.0437,0.0343,5.37,-4.69
11,2000-11-30,18000.0,19200.0,18433.0,17750.0,31100.0,18866.0,12000.0,19200.0,18660.0,18000.0,-3.23,-2.17,38.46,-6.25,-41.46,47504.0,0.0367,0.0194,0.0429,0.0295,5.32,-3.23
12,2000-12-31,17600.0,19100.0,18248.0,17000.0,24350.0,18159.0,12000.0,18700.0,17650.0,17000.0,-8.33,-5.88,9.32,-5.88,-20.36,56406.0,0.0316,0.0244,0.0409,0.0248,6.08,-8.33
13,2001-01-31,18500.0,19200.0,18225.0,17500.0,24350.0,17895.0,12000.0,18500.0,18320.0,18000.0,5.11,1.09,14.55,2.21,-16.67,22960.0,0.0292,0.0271,0.039,0.024,5.27,5.11
14,2001-02-28,19900.0,20300.0,18590.0,17850.0,22000.0,17789.0,12000.0,20300.0,19780.0,19200.0,10.56,6.13,10.56,5.01,7.57,35222.0,0.0268,0.0202,0.0366,0.0236,5.06,10.56
15,2001-03-31,30450.0,30500.0,25533.0,19700.0,30500.0,18262.0,12000.0,30500.0,30310.0,29900.0,53.02,73.01,58.59,9.14,60.69,95050.0,0.0307,0.0492,0.0375,0.035,4.96,53.02
16,2001-04-30,28300.0,47000.0,32210.0,27500.0,47000.0,19494.0,12000.0,31000.0,29440.0,28300.0,-7.06,52.97,52.15,-9.0,77.99,82750.0,0.0467,0.0933,0.0447,0.0619,5.01,-7.06
17,2001-05-31,27500.0,31500.0,28673.0,27500.0,47000.0,20721.0,13300.0,31500.0,29270.0,27500.0,-2.83,38.19,52.78,-6.78,97.84,112330.0,0.0479,0.0305,0.0425,0.0636,5.01,-2.83
18,2001-06-30,27700.0,27700.0,26965.0,25900.0,47000.0,21727.0,15000.0,27700.0,26790.0,25900.0,-4.81,-8.58,57.39,3.17,60.58,15746.0,0.0474,0.0186,0.0409,0.0568,4.99,-4.81
19,2001-07-31,21300.0,30100.0,24938.0,20500.0,47000.0,22339.0,15100.0,22000.0,21350.0,20500.0,-23.1,-24.73,15.14,3.4,31.89,4410.0,0.0502,0.0465,0.0408,0.0333,4.77,-23.1
20,2001-08-31,18850.0,22000.0,21183.0,18850.0,47000.0,22709.0,16850.0,21400.0,20220.0,18850.0,-11.5,-31.45,-5.28,-10.66,1.62,3442.0,0.0492,0.0209,0.0401,0.0314,4.54,-11.5
21,2001-09-30,20250.0,25350.0,20893.0,17900.0,47000.0,22836.0,17000.0,22800.0,20930.0,20200.0,-5.15,-26.09,-33.61,-10.0,6.02,23138.0,0.0519,0.0805,0.0445,0.0547,4.0,-5.15
22,2001-10-31,22200.0,23450.0,22055.0,20800.0,47000.0,23087.0,17000.0,23450.0,22770.0,22100.0,9.63,4.23,-21.55,0.91,21.31,16628.0,0.0422,0.025,0.0444,0.0496,4.02,9.63
