,Date,riskfree,MA1M,actualreturn
61,2005-01-31,3.26,15.72,15.72
62,2005-02-28,3.28,6.25,6.25
63,2005-03-31,3.26,-6.95,-6.95
64,2005-04-30,3.29,-12.11,-12.11
65,2005-05-31,3.29,3.85,3.85
66,2005-06-30,3.3,14.29,14.29
67,2005-07-31,3.27,12.71,12.71
68,2005-08-31,3.25,-7.52,-7.52
69,2005-09-30,3.28,5.72,5.72
70,2005-10-31,3.51,10.05,10.05
71,2005-11-30,3.5,7.58,7.58
72,2005-12-31,3.76,0.9,0.9
73,2006-01-31,3.76,-4.0,-4.0
74,2006-02-28,3.99,-5.15,-5.15
75,2006-03-31,3.97,-4.39,-4.39
76,2006-04-30,3.97,6.08,6.08
77,2006-05-31,3.96,-3.49,-3.49
78,2006-06-30,4.21,2.58,2.58
79,2006-07-31,4.22,-6.55,-6.55
80,2006-08-31,4.49,-1.35,-1.35
81,2006-09-30,4.48,3.3,3.3
82,2006-10-31,4.48,1.6,1.6
83,2006-11-30,4.49,14.69,14.69
84,2006-12-31,4.6,-6.48,-6.48
85,2007-01-31,4.61,-6.44,-6.44
86,2007-02-28,4.55,-2.57,-2.57
87,2007-03-31,4.63,14.25,14.25
88,2007-04-30,4.88,19.63,19.63
89,2007-05-31,4.56,29.34,29.34
90,2007-06-30,4.52,3.76,3.76
91,2007-07-31,4.76,12.46,12.46
92,2007-08-31,4.98,3.35,3.35
93,2007-09-30,4.98,23.03,23.03
94,2007-10-31,5.02,0.91,0.91
95,2007-11-30,5.02,-18.7,-18.7
96,2007-12-31,5.02,4.34,4.34
97,2008-01-31,4.96,-4.29,-4.29
98,2008-02-29,4.94,15.25,15.25
99,2008-03-31,4.98,-6.11,-6.11
100,2008-04-30,4.95,4.2,4.2
101,2008-05-31,5.04,4.03,4.03
102,2008-06-30,5.01,-2.25,-2.25
103,2008-07-31,5.03,0.0,0.0
104,2008-08-31,5.25,-10.88,-10.88
105,2008-09-30,5.22,6.1,6.1
106,2008-10-31,4.14,-34.25,-34.25
107,2008-11-30,3.99,43.59,43.59
108,2008-12-31,3.02,-5.19,-5.19
109,2009-01-31,2.41,0.51,0.51
110,2009-02-28,1.87,34.46,34.46
111,2009-03-31,1.73,6.61,6.61
112,2009-04-30,1.85,0.37,0.37
113,2009-05-31,1.96,-3.09,-3.09
114,2009-06-30,1.96,-7.97,-7.97
115,2009-07-31,1.95,-3.32,-3.32
116,2009-08-31,1.99,8.06,8.06
117,2009-09-30,2.0,-8.29,-8.29
