,Date,professionalism,pbr,activity,indireturn,indistd
260,2021-08-31,23447.60868772907,5.22279,4.7523341999364545e-06,1.01,0.0308
261,2021-09-30,7569.823589691623,5.33436,1.7342175985504724e-05,-6.1,0.0251
262,2021-10-31,4232.1290154592425,4.98901,5.917409579725083e-06,7.14,0.0374
263,2021-11-30,11664.43310513732,5.34499,1.0464054919526028e-05,-8.55,0.0224
264,2021-12-31,5297.079100382591,4.88806,2.3274903790600938e-07,-40.58,0.0259
265,2022-01-31,8736.509556863104,2.9169,-1.580393207884144e-05,7.47,0.0418
266,2022-02-28,8031.480393906659,3.13474,-3.3168427072475278e-06,-6.61,0.0279
267,2022-03-31,3828.2562713508955,2.92752,-8.810280548949401e-06,-7.69,0.0287
268,2022-04-30,4129.147479087714,2.67781,-1.0206171043377118e-06,2.98,0.0331
269,2022-05-31,5382.506449570613,2.75751,1.1391753434336445e-05,-15.44,0.0389
270,2022-06-30,4852.568240562617,2.32714,3.2041752994911296e-06,-1.89,0.0298
271,2022-07-31,3667.4008373568413,2.48122,6.83097667322309e-06,-4.86,0.0273
