,Date,riskfree,MA1M,actualreturn
223,2018-07-31,1.52,6.68,6.68
224,2018-08-31,1.55,-2.78,-2.78
225,2018-09-30,1.65,-11.32,-11.32
226,2018-10-31,1.57,-13.56,-13.56
227,2018-11-30,1.76,-2.78,-2.78
228,2018-12-31,1.89,16.99,16.99
229,2019-01-31,1.81,2.18,2.18
230,2019-02-28,1.8,7.6,7.6
231,2019-03-31,1.81,5.3,5.3
232,2019-04-30,1.79,-8.09,-8.09
233,2019-05-31,1.79,-8.05,-8.05
234,2019-06-30,1.83,5.33,5.33
235,2019-07-31,1.56,-14.37,-14.37
236,2019-08-31,1.54,-2.05,-2.05
237,2019-09-30,1.58,-8.37,-8.37
238,2019-10-31,1.29,-5.78,-5.78
239,2019-11-30,1.28,-10.37,-10.37
240,2019-12-31,1.39,-7.23,-7.23
241,2020-01-31,1.25,-12.12,-12.12
242,2020-02-29,1.26,-14.05,-14.05
243,2020-03-31,0.8,-13.85,-13.85
244,2020-04-30,0.76,20.83,20.83
245,2020-05-31,0.49,5.84,5.84
246,2020-06-30,0.57,5.76,5.76
247,2020-07-31,0.51,2.84,2.84
248,2020-08-31,0.55,5.99,5.99
249,2020-09-30,0.55,-2.75,-2.75
250,2020-10-31,0.52,-6.82,-6.82
251,2020-11-30,0.6,1.26,1.26
252,2020-12-31,0.61,30.17,30.17
253,2021-01-31,0.52,9.62,9.62
254,2021-02-28,0.59,-9.92,-9.92
255,2021-03-31,0.59,9.51,9.51
256,2021-04-30,0.49,-3.78,-3.78
257,2021-05-31,0.51,5.71,5.71
258,2021-06-30,0.63,7.69,7.69
259,2021-07-31,0.58,-1.43,-1.43
260,2021-08-31,0.9,-3.7,-3.7
261,2021-09-30,0.92,-7.09,-7.09
262,2021-10-31,0.76,-5.55,-5.55
263,2021-11-30,1.067,-18.59,-18.59
264,2021-12-31,1.437,10.1,10.1
265,2022-01-31,1.277,-38.9,-38.9
266,2022-02-28,1.39,11.07,11.07
267,2022-03-31,1.454,-5.92,-5.92
268,2022-04-30,1.53,-1.64,-1.64
269,2022-05-31,1.863,-7.67,-7.67
270,2022-06-30,2.337,-19.2,-19.2
271,2022-07-31,2.341,8.33,8.33
