,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,128000,144500,134750,128000,191000,134121,83100,128500,128400,128000,-11.11,-14.67,-23.58,-0.39,30.61,234,0.0304,0.0162,0.0379,0.0291,4.79,-11.11
1,2000-01-31,113000,134000,121050,113000,191000,135967,83100,123000,120800,113000,-11.72,-23.13,-26.86,-5.83,25.14,48,0.0327,0.0424,0.0371,0.0283,4.78,-11.72
2,2000-02-29,112000,123500,114850,104000,191000,137463,92000,123500,118500,110000,-8.57,-21.95,-25.33,1.82,25.84,40,0.0368,0.0456,0.0375,0.0366,5.07,-8.57
3,2000-03-31,115000,140000,120325,108500,191000,139260,98500,125000,119600,115000,2.68,-10.16,-23.33,0.0,22.34,328,0.0421,0.0677,0.0394,0.0518,5.05,2.68
4,2000-04-30,109000,127000,115925,102500,191000,139253,102500,117000,112000,109000,-12.8,-11.02,-25.85,-2.24,-14.51,398,0.0424,0.0456,0.0395,0.0529,5.06,-12.8
5,2000-05-31,119000,125000,116150,111000,191000,137205,102500,119000,115000,111000,9.17,6.25,-14.08,5.78,-16.2,9768,0.043,0.027,0.0381,0.0487,5.12,9.17
6,2000-06-30,129000,129000,112800,104000,191000,134373,102500,129000,119800,112000,12.17,7.5,0.78,24.04,-28.73,1419,0.0448,0.0386,0.0379,0.0374,5.16,12.17
7,2000-07-31,109000,163000,131550,106000,166000,130766,102500,117500,109700,106000,-15.5,0.0,-3.54,-6.84,-29.45,184,0.048,0.0592,0.0408,0.0432,5.13,-15.5
8,2000-08-31,103000,114500,105625,102000,166000,126843,100500,105000,103700,102000,-5.5,-13.45,-8.04,-1.44,-32.24,72,0.0464,0.029,0.0414,0.0441,5.12,-5.5
9,2000-09-30,102000,107000,100455,91600,166000,123007,91600,102000,97060,92300,-1.92,-14.64,-15.0,11.35,-32.0,148,0.0412,0.0405,0.0411,0.0449,5.09,-1.92
10,2000-10-31,90100,105000,96170,90100,163000,118256,90100,94000,92640,90100,-11.67,-17.34,-17.34,-5.16,-38.71,22,0.0388,0.0298,0.0404,0.0342,5.37,-11.67
11,2000-11-30,91400,99200,95090,91400,163000,113558,90100,97500,94340,91400,-0.54,-12.54,-20.52,-7.21,-34.01,68,0.0396,0.0277,0.0412,0.0357,5.32,-0.54
12,2000-12-31,94000,97500,93235,91300,163000,110509,90100,94000,92780,91300,0.53,0.0,-16.07,0.43,-26.85,2132,0.0374,0.019,0.0412,0.0285,6.08,0.53
13,2001-01-31,100000,102500,99570,93700,163000,108640,90100,101000,100460,99800,6.38,10.99,-8.26,-0.99,-11.5,82,0.031,0.022,0.0401,0.0262,5.27,6.38
14,2001-02-28,108500,131500,112000,100000,163000,108403,90100,108500,105200,103000,7.43,11.28,3.33,3.33,-1.36,218,0.0354,0.0561,0.0412,0.0363,5.06,7.43
15,2001-03-31,118000,130000,118275,106500,163000,108228,90100,129000,125200,118000,8.76,25.53,15.69,-6.35,-1.67,64,0.0333,0.0273,0.0374,0.0376,4.96,8.76
16,2001-04-30,23700,132000,106885,23700,163000,107526,23700,132000,110340,23700,0.42,18.74,28.94,-10.23,8.72,1302,0.0383,0.0561,0.0384,0.0477,5.01,0.42
17,2001-05-31,21450,25200,21950,20000,163000,99090,20000,21450,20890,20300,7.08,16.95,38.83,5.93,6.63,1390,0.0361,0.0181,0.0379,0.0371,5.01,7.08
18,2001-06-30,22400,23250,21435,20700,163000,91611,20000,22400,21260,20700,8.21,6.86,40.96,6.67,10.88,11614,0.0378,0.0333,0.0379,0.0369,4.99,8.21
19,2001-07-31,18650,21300,19783,17900,132000,81972,17900,18650,18250,17900,-16.74,-6.9,10.32,3.61,1.21,916,0.0331,0.0219,0.0343,0.0254,4.77,-16.74
20,2001-08-31,16800,19500,18118,16800,132000,74069,16800,17800,17440,16800,-9.92,-21.68,-8.41,-6.67,-3.51,1322,0.0313,0.0147,0.0333,0.02,4.54,-9.92
21,2001-09-30,18800,19300,16930,15150,132000,67633,15150,19300,17510,15400,6.52,-10.48,-13.79,22.08,12.9,9314,0.036,0.0557,0.0349,0.0355,4.0,6.52
22,2001-10-31,18550,19000,18520,18000,132000,60987,15150,19000,18620,18350,-1.33,-0.54,-7.4,-0.8,21.79,870,0.03,0.0141,0.0342,0.0341,4.02,-1.33
23,2001-11-30,18950,19600,18935,18500,132000,54079,15150,19150,18880,18600,3.27,7.98,-11.03,-0.26,22.65,1368,0.028,0.017,0.0329,0.034,4.04,3.27
24,2001-12-31,20000,20100,19298,18700,132000,48692,15150,20000,19780,19550,7.53,6.38,-4.76,2.3,25.86,1380,0.0271,0.0138,0.0327,0.0148,4.01,7.53
25,2002-01-31,20200,20200,18638,18150,132000,42140,15150,20200,19070,18500,1.0,8.89,8.31,10.08,19.49,4536,0.0265,0.0173,0.0324,0.016,3.98,1.0
26,2002-02-28,26800,26800,23138,18550,132000,35192,15150,26800,25110,24450,43.32,44.09,51.84,8.94,46.12,41168,0.0337,0.0535,0.0324,0.0334,4.01,43.32
27,2002-03-31,26300,26800,25725,23850,132000,27697,15150,26550,26360,26000,-1.87,31.5,39.89,-0.75,25.47,15291,0.0269,0.0227,0.0322,0.0351,4.0,-1.87
28,2002-04-30,25500,28350,26510,25400,28350,20787,15150,26150,25740,25400,-3.04,31.44,38.96,-1.73,27.3,10446,0.0275,0.0193,0.0286,0.0361,4.04,-3.04
29,2002-05-31,20200,24750,22900,20200,28350,20873,15150,22000,20900,20200,-20.78,-24.63,6.6,-10.62,-5.83,4694,0.0277,0.0129,0.0284,0.0186,4.28,-20.78
30,2002-06-30,20000,20700,19930,18200,28350,20761,15150,20200,19380,18200,-6.98,-24.67,0.0,-1.72,-4.76,4884,0.0297,0.03,0.0285,0.0222,4.26,-6.98
31,2002-07-31,18000,20000,18668,17400,28350,20653,15150,18000,17580,17400,-10.0,-29.41,-10.89,0.0,-3.49,12048,0.0298,0.0168,0.0279,0.0214,4.27,-10.0
32,2002-08-31,19800,19800,18583,17450,28350,20676,15150,19800,19570,19200,13.14,-2.46,-26.12,1.54,12.82,3912,0.02,0.0134,0.0279,0.0214,4.28,13.14
33,2002-09-30,18000,23000,19163,18000,28350,20876,17400,18800,18330,18000,-9.09,-10.0,-31.56,-3.23,-4.26,2378,0.0263,0.0476,0.0266,0.03,4.28,-9.09
34,2002-10-31,18850,19100,18355,17800,28350,20840,17400,19100,18990,18850,4.72,4.72,-26.08,-0.53,1.62,3822,0.0257,0.0133,0.0265,0.0294,4.28,4.72
35,2002-11-30,19350,19350,18655,18300,28350,20819,17400,19350,19010,18600,1.31,-1.02,-5.61,5.16,3.48,2472,0.0252,0.0082,0.0262,0.0286,4.28,1.31
36,2002-12-31,16800,19500,18960,16800,28350,20798,16800,19300,18240,16800,-0.26,7.22,-3.5,0.52,-3.5,1702,0.0226,0.0115,0.0261,0.0112,4.52,-0.26
37,2003-01-31,15000,16800,16123,15000,28350,20583,15000,15550,15390,15000,-10.71,-9.54,-1.53,-5.06,-11.17,1251,0.0218,0.0074,0.0259,0.0096,4.34,-10.71
38,2003-02-28,14150,14900,14338,13950,28350,19854,13950,14300,14110,13950,-8.71,-15.77,-17.06,0.35,-39.34,1663,0.0216,0.0126,0.0207,0.0108,4.27,-8.71
39,2003-03-31,12000,14050,12835,12000,28350,18788,12000,12500,12340,12000,-15.19,-28.57,-23.41,-4.38,-47.58,39728,0.0132,0.0202,0.0206,0.0143,4.27,-15.19
40,2003-04-30,14450,14500,13675,12350,25500,17672,12000,14450,14360,14300,15.6,-3.67,-12.86,-0.34,-34.9,2862,0.0152,0.0205,0.0209,0.0193,4.26,15.6
41,2003-05-31,15500,16750,14995,14300,23000,16989,12000,16750,16110,15500,7.27,9.54,-7.98,5.8,-12.28,17520,0.0208,0.0362,0.0228,0.0273,4.01,7.27
42,2003-06-30,15200,16150,15613,15200,23000,16653,12000,15300,15260,15200,-1.94,21.6,-9.52,-0.65,-12.69,7745,0.0213,0.0159,0.0216,0.0256,4.1,-1.94
43,2003-07-31,14900,15300,14970,14700,23000,16331,12000,14900,14780,14700,-1.97,3.11,-0.67,1.02,-4.9,4066,0.0213,0.0092,0.0212,0.0232,3.75,-1.97
44,2003-08-31,15000,15150,14835,14450,23000,16036,12000,15150,15020,14900,2.04,-6.25,6.01,1.01,-11.86,9394,0.021,0.0108,0.021,0.0106,3.72,2.04
45,2003-09-30,14450,15750,15210,14450,19500,15704,12000,15000,14780,14450,-3.67,-4.93,15.6,-4.3,-7.78,3639,0.02,0.0147,0.0169,0.0118,3.77,-3.67
46,2003-10-31,15500,15500,14983,14300,19500,15401,12000,15500,15270,14600,7.27,4.03,7.27,5.44,-5.54,4348,0.0198,0.0207,0.0175,0.0158,3.84,7.27
47,2003-11-30,14650,15450,15035,14500,19500,15110,12000,15050,14730,14500,-3.93,-2.98,-9.57,-2.01,-12.8,6271,0.0141,0.0155,0.0178,0.0171,3.78,-3.93
48,2003-12-31,14850,14850,14433,13950,16800,14742,12000,14850,14610,14400,1.37,2.77,-2.3,1.37,-11.61,16640,0.0145,0.0149,0.018,0.0171,3.97,1.37
49,2004-01-31,14750,15100,14743,14300,16750,14621,12000,14800,14770,14750,-0.67,-4.84,-1.01,-0.67,-1.67,4480,0.0151,0.0156,0.0183,0.0145,3.78,-0.67
50,2004-02-29,15850,16050,15408,14850,16750,14707,12000,15900,15690,15500,7.09,7.09,4.62,1.93,13.62,5014,0.016,0.0167,0.0185,0.015,3.78,7.09
51,2004-03-31,14450,15500,14833,14450,16750,14882,12250,14800,14720,14450,-8.83,-2.69,0.0,-2.36,20.42,3956,0.0158,0.0124,0.0179,0.0145,3.74,-8.83
52,2004-04-30,12400,17350,15473,12400,17350,15051,12400,17250,15270,12400,11.71,12.09,6.67,-1.88,14.42,14046,0.0213,0.0407,0.0204,0.0264,3.76,11.71
