,Date,riskfree,activity,MA1M,actualreturn
177,2014-09-30,2.24,2.120955407467662e-06,10.23,10.23
178,2014-10-31,1.97,4.3750273522310915e-06,1.86,1.86
179,2014-11-30,1.99,-9.546382256289508e-07,-14.84,-14.84
180,2014-12-31,2.03,-5.899721795297542e-06,-10.1,-10.1
181,2015-01-31,2.0,-1.5398998180286745e-05,2.25,2.25
182,2015-02-28,1.99,2.294270258438959e-05,18.1,18.1
183,2015-03-31,1.74,2.836248278205422e-06,-2.6,-2.6
184,2015-04-30,1.74,7.867053792655934e-06,7.53,7.53
185,2015-05-31,1.74,1.0133759395001452e-05,34.25,34.25
186,2015-06-30,1.5,1.2698800462248658e-06,4.47,4.47
187,2015-07-31,1.5,8.573083559816822e-06,6.77,6.77
188,2015-08-31,1.52,8.983080704271511e-07,-8.85,-8.85
189,2015-09-30,1.49,-4.748652455443634e-06,-1.45,-1.45
190,2015-10-31,1.5,3.7966095163869276e-07,-7.9,-7.9
191,2015-11-30,1.5,3.2857888902170845e-06,-4.39,-4.39
192,2015-12-31,1.52,-3.373634893907961e-06,-4.18,-4.18
193,2016-01-31,1.5,5.154407568181224e-07,5.53,5.53
194,2016-02-29,1.52,2.1415233029137535e-06,-1.68,-1.68
195,2016-03-31,1.53,-1.743280164558175e-05,-14.5,-14.5
196,2016-04-30,1.5,4.713989884279928e-06,2.96,2.96
197,2016-05-31,1.48,-1.3824451177824695e-05,-14.15,-14.15
198,2016-06-30,1.23,-7.75725256259271e-06,-17.56,-17.56
199,2016-07-31,1.24,-2.6802294164541704e-07,4.2,4.2
200,2016-08-31,1.25,-5.574996892144642e-06,-6.04,-6.04
201,2016-09-30,1.26,5.992473429552127e-06,2.89,2.89
202,2016-10-31,1.24,7.05688343935278e-06,-7.37,-7.37
203,2016-11-30,1.23,1.3393064874120695e-05,0.37,0.37
204,2016-12-31,1.27,-1.0159152511786266e-05,-5.15,-5.15
205,2017-01-31,1.25,-5.8915773489213966e-06,0.0,0.0
206,2017-02-28,1.26,2.2136472075823165e-05,9.73,9.73
207,2017-03-31,1.27,-1.1020019494567486e-05,-6.03,-6.03
208,2017-04-30,1.21,3.2339656386212194e-06,-1.88,-1.88
209,2017-05-31,1.26,1.041579217272608e-05,15.71,15.71
210,2017-06-30,1.29,7.4523570652378625e-06,-4.92,-4.92
211,2017-07-31,1.24,-7.70890568484556e-06,-3.1,-3.1
212,2017-08-31,1.27,-1.959288039366759e-06,-4.63,-4.63
213,2017-09-30,1.27,-2.6771038100894723e-06,-3.4,-3.4
214,2017-10-31,1.26,1.0142896452052305e-05,17.58,17.58
215,2017-11-30,1.53,1.6478514424144125e-05,10.0,10.0
217,2018-01-31,1.54,-1.5186375564628542e-05,-22.82,-22.82
218,2018-02-28,1.51,5.869058121678788e-06,0.51,0.51
219,2018-03-31,1.54,-1.1938693076980463e-06,-11.75,-11.75
220,2018-04-30,1.51,1.5215259909259616e-05,37.73,37.73
221,2018-05-31,1.55,2.478719762183924e-05,37.82,37.82
222,2018-06-30,1.57,9.330320248269852e-06,10.59,10.59
223,2018-07-31,1.52,2.702372834228691e-06,-9.58,-9.58
224,2018-08-31,1.55,6.054859080339432e-06,9.66,9.66
225,2018-09-30,1.65,4.052108850815958e-06,-6.12,-6.12
226,2018-10-31,1.57,-3.282591276030054e-07,-24.53,-24.53
227,2018-11-30,1.76,2.7564641974791096e-06,10.48,10.48
228,2018-12-31,1.89,-9.235574386112131e-06,-15.36,-15.36
229,2019-01-31,1.81,6.465892141964782e-06,5.49,5.49
230,2019-02-28,1.8,9.114853454120126e-06,11.86,11.86
231,2019-03-31,1.81,-2.597752842920486e-06,-0.71,-0.71
232,2019-04-30,1.79,1.0094566955428338e-05,3.56,3.56
233,2019-05-31,1.79,-4.930069061802449e-06,-9.62,-9.62
234,2019-06-30,1.83,8.281365797569334e-06,-7.38,-7.38
235,2019-07-31,1.56,-9.7594600772816e-06,-13.41,-13.41
236,2019-08-31,1.54,-9.499877311588245e-06,-10.64,-10.64
237,2019-09-30,1.58,5.113013282441881e-06,11.43,11.43
238,2019-10-31,1.29,-1.908507946190218e-05,-11.11,-11.11
239,2019-11-30,1.28,-1.0264439931229716e-05,4.88,4.88
240,2019-12-31,1.39,2.7438913402907335e-06,-2.33,-2.33
241,2020-01-31,1.25,1.562060244904383e-05,1.43,1.43
242,2020-02-29,1.26,-1.907857865184452e-05,-8.25,-8.25
243,2020-03-31,0.8,6.332811897945506e-06,-22.93,-22.93
