,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,13900,15400,13200,11500,21700,14679,9450,14400,13510,12300,-2.11,-25.27,5.3,65.48,59662,0.0507,0.0803,0.0459,0.0562,4.79,20.87
1,2000-01-31,11250,12900,11695,10700,21700,14610,9450,11250,11000,10700,-13.46,-41.56,4.17,-13.46,25154,0.0475,0.0287,0.043,0.0536,4.78,-19.06
2,2000-02-29,12300,12500,11263,10300,21700,14583,10300,12500,11660,10800,7.89,-27.65,17.14,24.24,25386,0.0483,0.0525,0.0441,0.0576,5.07,11.31
3,2000-03-31,13400,17650,14693,13000,21700,14810,10300,15000,13750,13000,-3.6,-1.47,-10.67,7.2,24906,0.0538,0.0663,0.0464,0.0509,5.05,8.94
4,2000-04-30,11350,13400,11815,10200,21700,14657,10200,11700,11390,11000,2.71,-12.02,-0.44,-27.24,13186,0.0545,0.0481,0.0471,0.0558,5.06,-19.5
5,2000-05-31,11000,12650,10800,9000,21700,14217,9000,11000,10600,10400,-10.57,-4.35,5.77,-28.1,48680,0.0567,0.054,0.0487,0.0562,5.12,-3.08
6,2000-06-30,12300,12300,10580,9400,21700,13589,9000,12300,11380,10350,-5.38,-11.51,20.59,-32.04,97044,0.0506,0.0524,0.0503,0.0509,5.16,16.59
7,2000-07-31,10800,12100,11115,10300,21700,12984,9000,11000,10660,10400,-4.85,-4.0,3.85,-43.9,9676,0.0523,0.0414,0.0498,0.049,5.13,-12.2
8,2000-08-31,10650,12200,11443,10650,17650,12331,9000,11200,11030,10650,-3.18,-13.41,-5.75,-36.23,11742,0.0468,0.025,0.0482,0.0412,5.12,-1.39
9,2000-09-30,8480,11500,9592,7950,17650,11898,7950,8480,8232,8100,-30.21,-36.0,6.67,-40.28,14758,0.0462,0.0531,0.0499,0.0413,5.09,-23.6
10,2000-10-31,6050,9320,7508,5930,17650,11403,5930,7100,6610,5930,-43.98,-46.7,-13.07,-53.46,19692,0.0483,0.0584,0.0512,0.0475,5.37,-28.66
11,2000-11-30,5600,6350,5440,4895,17650,10716,4895,6000,5624,5150,-49.55,-46.92,10.02,-51.3,42444,0.0481,0.0527,0.0522,0.054,5.32,-5.56
12,2000-12-31,5500,6300,5783,5500,17650,10195,4895,6300,5836,5500,-32.84,-46.86,-12.7,-61.81,46154,0.0447,0.0352,0.0477,0.0482,6.08,6.8
13,2001-01-31,6140,7010,6156,5500,17650,9720,4895,6200,6092,5980,1.49,-43.15,-0.97,-45.42,32776,0.0468,0.0529,0.0496,0.0498,5.27,11.64
14,2001-02-28,6800,6800,6122,5790,17650,9291,4895,6800,6496,6050,13.33,-39.29,6.75,-45.6,65832,0.048,0.0362,0.0484,0.0429,5.06,13.71
15,2001-03-31,5980,7200,6592,5860,13400,8591,4895,6350,6082,5860,8.73,-29.48,-7.29,-54.0,30318,0.0449,0.0332,0.0455,0.0414,4.96,-12.06
