,Date,riskfree,kospi200,professionalism,pbr,activity,indireturn,indistd,actualreturn,indexreturn
0,1999-12-31,4.79,11.18,70291.38127962353,2.01122,-5.278106814116865e-07,7.6,0.0899,7.6,11.18
1,2000-01-31,4.78,-8.41,25536.36978400669,1.75294,-5.610007296295673e-06,-3.99,0.0576,-3.99,-8.41
2,2000-02-29,5.07,-13.36,44787.61657484539,2.48501,-3.1910453098778624e-06,39.75,0.0591,39.75,-13.36
3,2000-03-31,5.05,4.71,92564.90311744793,2.17365,-2.890213987112414e-07,-12.53,0.0787,-12.53,4.71
4,2000-04-30,5.06,-17.96,22856.40887086615,1.65476,-8.744291268697004e-07,-33.71,0.0595,-33.71,-17.96
5,2000-05-31,5.12,1.68,26383.185466440373,1.47251,2.207279150480272e-06,-11.02,0.0851,-11.02,1.68
6,2000-06-30,5.16,12.61,29933.307834037965,1.42479,1.7511247983388634e-07,1.6,0.0571,1.6,12.61
7,2000-07-31,5.13,-14.44,27187.179250581095,1.20043,-2.398553229116765e-06,-15.75,0.0451,-15.75,-14.44
8,2000-08-31,5.12,-3.14,15111.84904215234,1.21587,3.3324732798645517e-06,1.29,0.0271,1.29,-3.14
9,2000-09-30,5.09,-17.36,8665.093929177314,0.96485,-1.5999980779646185e-06,-21.82,0.0458,-21.82,-17.36
10,2000-10-31,5.37,-16.2,14434.77520593967,0.93678,-4.345763185775288e-06,-2.91,0.0493,-2.91,-16.2
11,2000-11-30,5.32,-0.81,19588.066286835205,1.13594,4.041926331875122e-06,17.39,0.0332,17.39,-0.81
12,2000-12-31,6.08,-4.36,29443.793457362324,1.09665,1.7634215271287579e-06,0.26,0.0528,0.26,-4.36
13,2001-01-31,5.27,23.09,24012.34374337671,1.01579,4.693358237847142e-06,-5.37,0.0619,-5.37,23.09
14,2001-02-28,5.06,-7.49,29216.73694462746,1.23815,-2.157768659544125e-06,23.56,0.0291,23.56,-7.49
