,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,relativeMA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,20900,22000,19313,17000,28700,20656,12100,20900,19680,18900,-0.41136936432371884,-14.69,-13.64,7.18,35.71,34250,0.0398,0.0533,0.0392,0.042,4.79,3.47
1,2000-01-31,17600,19700,18123,16600,28700,20936,13400,17800,17380,16800,-0.4931465123362779,-16.19,-29.6,3.53,32.83,7244,0.036,0.0238,0.038,0.0425,4.78,-15.79
2,2000-02-29,16750,18000,16575,15050,28700,20972,14800,16750,15830,15050,-0.8968092328581128,-13.21,-34.18,11.3,14.73,45958,0.0363,0.0301,0.0344,0.0376,5.07,-5.9
3,2000-03-31,17300,18900,17660,16800,28700,21135,15050,18900,18100,17300,-2.311409395973154,-17.22,-24.78,-5.46,7.45,88158,0.036,0.0314,0.035,0.0281,5.05,3.28
4,2000-04-30,14000,17400,15098,13600,28700,20935,13600,14550,14150,13900,0.673289183222958,-21.35,-33.33,-7.89,-31.71,15538,0.038,0.0379,0.0354,0.0333,5.06,-24.73
5,2000-05-31,12000,14950,12793,10500,28700,20238,10500,12000,11460,10700,0.6935681095622401,-28.36,-40.0,7.14,-40.89,36004,0.04,0.0554,0.0371,0.0425,5.12,-14.29
6,2000-06-30,13200,13400,12535,11500,28700,19455,10500,13200,12880,12600,0.5114406779661017,-24.14,-36.84,5.6,-47.2,12670,0.036,0.0326,0.0375,0.0426,5.16,14.78
7,2000-07-31,13300,14100,13553,12650,28700,18412,10500,13300,13000,12650,0.10683760683760685,-5.0,-24.43,0.76,-46.8,5530,0.0356,0.0173,0.0363,0.0378,5.13,0.76
8,2000-08-31,14600,15700,14480,13250,25900,17360,10500,15700,15300,14600,-0.5238095238095238,21.67,-12.84,-4.58,-41.37,7484,0.0347,0.0233,0.0353,0.024,5.12,9.77
9,2000-09-30,13100,15400,13475,11750,24150,16516,10500,13200,12790,12050,-0.03447508896797153,1.55,-28.42,11.49,-44.96,7604,0.0375,0.0478,0.0366,0.0317,5.09,-14.94
10,2000-10-31,16600,16600,14885,13600,24150,15894,10500,16600,16230,15900,-1.1842482100238663,24.81,18.57,7.1,-20.95,30380,0.0394,0.0483,0.0385,0.0412,5.37,26.72
11,2000-11-30,16900,17700,17095,16400,22000,15438,10500,17550,17270,16900,-0.7690322580645161,11.92,46.96,-1.17,-15.5,9438,0.0325,0.012,0.0364,0.0396,5.32,4.0
12,2000-12-31,17200,17300,15948,15000,20900,15182,10500,17200,16680,15800,-4.061179087875416,36.51,36.51,8.86,-8.99,28110,0.0321,0.0272,0.0344,0.0326,6.08,-1.71
13,2001-01-31,28600,28900,21820,16500,28900,15438,10500,28900,28600,28100,1.1566400000000001,72.29,115.04,1.78,62.5,119376,0.0374,0.0457,0.0367,0.0333,5.27,66.28
