,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,565,1075,824,565,2600,1509,565,690,640,565,-40.53,-57.2,-64.91,-18.12,-63.78,143622,0.0506,0.079,0.0527,0.0517,4.79,-40.53
1,2000-01-31,575,755,629,550,2210,1401,550,575,569,550,1.77,-51.68,-66.57,-2.54,-72.09,75070,0.0524,0.0668,0.0508,0.0614,4.78,1.77
2,2000-02-29,1085,1085,642,540,2160,1310,540,1085,841,630,90.35,19.23,-30.89,97.27,-32.19,303594,0.058,0.0739,0.0535,0.076,5.07,90.35
3,2000-03-31,880,1215,911,700,2160,1245,540,1215,1023,880,-18.89,55.75,-32.31,9.32,-44.83,517336,0.0707,0.0962,0.0608,0.0823,5.05,-18.89
4,2000-04-30,920,1035,868,765,2160,1191,540,920,853,800,-13.21,61.4,-21.7,2.22,-38.67,166682,0.0764,0.0918,0.0643,0.0881,5.06,-13.21
5,2000-05-31,740,920,793,700,2160,1130,540,785,731,700,-19.57,-31.8,-22.11,5.71,-50.0,154688,0.0808,0.0707,0.0657,0.0857,5.12,-19.57
6,2000-06-30,765,940,766,700,2160,1058,540,785,769,750,6.25,-26.09,35.4,-5.56,-52.04,162138,0.0781,0.0686,0.0654,0.0744,5.16,6.25
7,2000-07-31,715,810,759,715,1750,970,540,730,722,715,-6.54,-22.28,24.35,-1.38,-58.43,74880,0.0745,0.0241,0.064,0.057,5.13,-6.54
8,2000-08-31,1190,1215,931,815,1590,910,540,1215,1062,920,66.43,60.81,9.68,12.26,-27.66,510146,0.0721,0.0761,0.0661,0.0597,5.12,66.43
9,2000-09-30,890,1240,1028,865,1310,878,540,930,898,880,-16.04,18.67,-26.75,-8.72,-32.32,189652,0.0705,0.0879,0.0695,0.0668,5.09,-16.04
10,2000-10-31,880,1345,1146,880,1345,870,540,1100,984,880,-1.12,23.08,-4.35,-22.12,-26.05,318788,0.074,0.0997,0.0747,0.0883,5.37,-1.12
11,2000-11-30,900,1110,984,880,1345,857,540,960,927,880,-1.1,-25.93,25.0,-2.17,-5.26,90524,0.0724,0.0383,0.0763,0.0812,5.32,-1.1
12,2000-12-31,990,990,948,830,1345,864,540,990,990,990,3.13,11.24,26.11,0.0,50.0,0,0.0695,0.0414,0.0739,0.0726,6.08,3.13
13,2001-01-31,7360,13150,6925,990,13150,1390,540,7800,7580,7360,-26.33,-17.12,2.01,-5.64,26.85,23500,0.0773,0.0869,0.0758,0.066,5.27,-26.33
14,2001-02-28,7010,7400,6575,5700,13150,1885,700,7010,6592,6100,-10.13,-26.49,-24.9,15.87,-26.49,40248,0.0763,0.0591,0.0741,0.0644,5.06,-10.13
