,Date,riskfree,activity,MA1M,actualreturn
126,2010-06-30,2.03,-4.565376419725405e-06,-10.71,-10.71
127,2010-07-31,2.28,9.09578001351857e-06,3.56,3.56
128,2010-08-31,2.28,2.104714546519542e-06,15.45,15.45
129,2010-09-30,2.27,-5.12427962161415e-06,6.56,6.56
130,2010-10-31,2.26,-9.649821849208973e-06,-6.81,-6.81
131,2010-11-30,2.51,-4.994115276385939e-06,1.92,1.92
132,2010-12-31,2.51,9.430546112804517e-06,-2.64,-2.64
133,2011-01-31,2.75,2.122476364200663e-05,12.4,12.4
134,2011-02-28,2.76,1.6409570401202133e-05,-1.67,-1.67
135,2011-03-31,2.99,1.8419543979396837e-06,18.03,18.03
136,2011-04-30,3.02,3.3646767378750045e-06,4.44,4.44
137,2011-05-31,3.03,1.2041248871208146e-05,6.38,6.38
138,2011-06-30,3.28,9.831526067241021e-06,14.21,14.21
139,2011-07-31,3.27,3.4203466827617596e-05,-3.47,-3.47
140,2011-08-31,3.27,4.012090757541122e-06,-11.03,-11.03
141,2011-09-30,3.28,1.1639440998555935e-05,8.96,8.96
142,2011-10-31,3.26,-2.5848556924132325e-06,-0.51,-0.51
143,2011-11-30,3.27,8.655676863410965e-06,-0.25,-0.25
144,2011-12-31,3.29,1.3758376763686214e-05,3.52,3.52
145,2012-01-31,3.27,-1.192473663622561e-07,-11.65,-11.65
146,2012-02-29,3.26,-1.9055953415151152e-05,-10.16,-10.16
147,2012-03-31,3.24,1.422915726500656e-06,-0.89,-0.89
148,2012-04-30,3.26,2.0719383975895624e-05,8.71,8.71
149,2012-05-31,3.27,8.897120172792034e-07,-11.05,-11.05
150,2012-06-30,3.26,1.3948626972560338e-05,7.3,7.3
151,2012-07-31,3.02,2.657672471918217e-06,-3.25,-3.25
152,2012-08-31,3.01,-6.314023818414465e-06,-1.53,-1.53
153,2012-09-30,3.01,-5.736436517465353e-06,-4.05,-4.05
154,2012-10-31,2.75,5.311393233909454e-06,-6.49,-6.49
155,2012-11-30,2.77,-1.132746859306468e-05,-15.22,-15.22
156,2012-12-31,2.77,-1.6152770286391079e-06,6.2,6.2
157,2013-01-31,2.76,-2.906029532572409e-07,-5.84,-5.84
158,2013-02-28,2.76,8.319887199631467e-06,11.49,11.49
159,2013-03-31,2.75,-1.6433601224459124e-05,-10.69,-10.69
160,2013-04-30,2.78,-1.4501193694008724e-05,-28.21,-28.21
161,2013-05-31,2.5,8.314351049048523e-08,17.86,17.86
162,2013-06-30,2.5,1.8541015212589154e-06,5.34,5.34
163,2013-07-31,2.53,8.88162389248403e-06,15.12,15.12
164,2013-08-31,2.51,-7.308893100095504e-07,2.89,2.89
165,2013-09-30,2.5,3.4075764686168394e-06,2.41,2.41
166,2013-10-31,2.52,1.3887773411371021e-05,12.16,12.16
167,2013-11-30,2.5,9.695886589938068e-07,-3.07,-3.07
168,2013-12-31,2.52,5.565936357963214e-06,-11.97,-11.97
169,2014-01-31,2.51,-2.9689648781695935e-06,0.0,0.0
170,2014-02-28,2.49,7.590059709282632e-06,9.05,9.05
171,2014-03-31,2.49,6.305238900899865e-06,1.89,1.89
172,2014-04-30,2.5,-3.956068850027612e-06,-10.14,-10.14
173,2014-05-31,2.49,-9.882322179066728e-06,-10.08,-10.08
174,2014-06-30,2.49,1.2306473648868287e-05,13.9,13.9
175,2014-07-31,2.49,3.5196722367178228e-06,0.0,0.0
176,2014-08-31,2.24,1.6728056614446108e-06,5.38,5.38
178,2014-10-31,1.97,-3.332517111181685e-07,11.65,11.65
179,2014-11-30,1.99,1.6174633831816278e-05,9.89,9.89
180,2014-12-31,2.03,-1.7767064997522364e-06,-9.39,-9.39
181,2015-01-31,2.0,-2.5557510483479125e-06,-8.49,-8.49
182,2015-02-28,1.99,1.492605824449183e-05,6.04,6.04
183,2015-03-31,1.74,1.946322778923132e-06,8.92,8.92
184,2015-04-30,1.74,4.131779830803729e-08,-0.86,-0.86
185,2015-05-31,1.74,-9.939929411756757e-07,0.44,0.44
186,2015-06-30,1.5,-4.837663686828144e-06,-24.12,-24.12
187,2015-07-31,1.5,-3.5592567247063722e-06,-0.77,-0.77
188,2015-08-31,1.52,-3.063371257314037e-06,-2.14,-2.14
189,2015-09-30,1.49,8.859079437328232e-06,17.5,17.5
190,2015-10-31,1.5,-5.0682021907437285e-06,-3.72,-3.72
191,2015-11-30,1.5,2.2897205703926757e-06,-1.58,-1.58
192,2015-12-31,1.52,1.058244917291034e-05,15.0,15.0
193,2016-01-31,1.5,6.01013633522254e-06,-0.8,-0.8
194,2016-02-29,1.52,1.0115773135195672e-05,-2.73,-2.73
195,2016-03-31,1.53,-1.0707243142301787e-06,-10.74,-10.74
196,2016-04-30,1.5,8.370170425706199e-06,5.2,5.2
197,2016-05-31,1.48,1.3853930835509098e-05,20.32,20.32
198,2016-06-30,1.23,2.655539014075239e-06,-8.13,-8.13
199,2016-07-31,1.24,2.8326754639372073e-06,1.45,1.45
200,2016-08-31,1.25,1.3441072314786726e-05,20.63,20.63
201,2016-09-30,1.26,2.20755610083618e-06,-10.94,-10.94
202,2016-10-31,1.24,-6.567613370875689e-07,0.44,0.44
203,2016-11-30,1.23,-1.0711842519932704e-05,-2.89,-2.89
204,2016-12-31,1.27,-1.122851379212823e-05,-2.42,-2.42
205,2017-01-31,1.25,-3.820801760520338e-06,-0.33,-0.33
206,2017-02-28,1.26,2.6997922159385487e-06,3.1,3.1
207,2017-03-31,1.27,4.447689972407448e-06,5.22,5.22
208,2017-04-30,1.21,-1.5564421237813513e-05,-6.05,-6.05
209,2017-05-31,1.26,-2.8264189821110485e-07,7.59,7.59
210,2017-06-30,1.29,-1.0613046320745264e-05,-2.73,-2.73
211,2017-07-31,1.24,4.578485216290704e-06,2.8,2.8
212,2017-08-31,1.27,5.6281309526132425e-06,-3.18,-3.18
213,2017-09-30,1.27,-6.681936189929904e-06,-3.82,-3.82
214,2017-10-31,1.26,2.143866422105253e-05,7.63,7.63
215,2017-11-30,1.53,9.823379949046427e-06,-1.05,-1.05
216,2017-12-31,1.58,-1.787930617345931e-05,-5.14,-5.14
217,2018-01-31,1.54,-2.3104364978142233e-05,-3.99,-3.99
218,2018-02-28,1.51,-1.9995755830710466e-05,-11.2,-11.2
219,2018-03-31,1.54,-1.368194013431461e-05,-8.53,-8.53
220,2018-04-30,1.51,-4.711361195679907e-06,3.85,3.85
221,2018-05-31,1.55,-1.519181615015747e-05,-12.4,-12.4
222,2018-06-30,1.57,-5.920678636337488e-06,-6.67,-6.67
223,2018-07-31,1.52,1.6853049475220036e-05,4.99,4.99
224,2018-08-31,1.55,-7.825802590495186e-06,-9.3,-9.3
225,2018-09-30,1.65,-5.4219292884608885e-06,-4.7,-4.7
226,2018-10-31,1.57,-5.488709013065359e-06,0.86,0.86
227,2018-11-30,1.76,1.0258180226147326e-05,9.67,9.67
228,2018-12-31,1.89,1.3211265949338848e-05,-0.68,-0.68
229,2019-01-31,1.81,1.1455572519012874e-06,-0.11,-0.11
230,2019-02-28,1.8,-4.928170029192326e-06,-3.33,-3.33
231,2019-03-31,1.81,-3.0316228536304393e-07,-6.54,-6.54
232,2019-04-30,1.79,2.1271221107528317e-05,8.85,8.85
233,2019-05-31,1.79,-1.2549064646158973e-05,-9.71,-9.71
234,2019-06-30,1.83,1.3194458259299434e-05,10.24,10.24
235,2019-07-31,1.56,9.997799802110631e-06,-2.83,-2.83
236,2019-08-31,1.54,2.0750629866528117e-06,-2.74,-2.74
237,2019-09-30,1.58,4.125815217614196e-06,0.82,0.82
238,2019-10-31,1.29,-1.1855415313207175e-06,-2.68,-2.68
239,2019-11-30,1.28,2.200701654012927e-05,11.15,11.15
240,2019-12-31,1.39,5.002732695335501e-06,-2.03,-2.03
241,2020-01-31,1.25,-2.411304488383146e-06,-8.93,-8.93
242,2020-02-29,1.26,-2.3908073537392144e-05,-20.56,-20.56
243,2020-03-31,0.8,-2.6257475379346374e-06,-23.34,-23.34
244,2020-04-30,0.76,-1.0745602877320741e-05,12.31,12.31
245,2020-05-31,0.49,-3.664437083727578e-06,5.48,5.48
246,2020-06-30,0.57,-2.1180763382914513e-05,-15.91,-15.91
247,2020-07-31,0.51,-1.1713184954655171e-05,9.18,9.18
248,2020-08-31,0.55,-8.389075261739194e-06,-6.86,-6.86
249,2020-09-30,0.55,8.379698741651855e-06,14.58,14.58
250,2020-10-31,0.52,1.4289648352301763e-05,2.09,2.09
251,2020-11-30,0.6,6.4993281662525925e-06,15.14,15.14
252,2020-12-31,0.61,-1.432672729880776e-05,2.47,2.47
253,2021-01-31,0.52,1.208739189328669e-06,18.66,18.66
254,2021-02-28,0.59,-2.3954162633195744e-05,-14.23,-14.23
255,2021-03-31,0.59,-1.7367637597539712e-05,-1.92,-1.92
256,2021-04-30,0.49,-8.119077794032094e-06,-0.49,-0.49
257,2021-05-31,0.51,1.1490465353389493e-05,9.34,9.34
258,2021-06-30,0.63,8.339608774079798e-06,13.66,13.66
259,2021-07-31,0.58,-2.5660689488930534e-06,-6.31,-6.31
260,2021-08-31,0.9,4.831289370715562e-06,0.54,0.54
261,2021-09-30,0.92,5.713643867177384e-06,20.39,20.39
262,2021-10-31,0.76,-5.828429379458789e-07,-8.29,-8.29
263,2021-11-30,1.067,-8.617508681331892e-06,-14.73,-14.73
264,2021-12-31,1.437,-5.85674672980316e-06,5.65,5.65
265,2022-01-31,1.277,-7.5158826547466175e-06,-17.16,-17.16
266,2022-02-28,1.39,-2.772771773749283e-05,0.5,0.5
267,2022-03-31,1.454,-2.3591436434417904e-05,0.62,0.62
268,2022-04-30,1.53,-4.238114688497171e-06,3.96,3.96
269,2022-05-31,1.863,-3.972830009836845e-06,-1.19,-1.19
270,2022-06-30,2.337,-9.753972150207009e-06,-10.72,-10.72
271,2022-07-31,2.341,-2.542076723335117e-06,6.88,6.88
