,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,relativeMA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,4595,5050,4355,3995,70800,24580,3900,4595,4130,3995,-0.1254944869960441,-14.91,-14.11,14.88,118.81,104842,0.0479,0.0628,0.0451,0.0514,4.79,-8.1
1,2000-01-31,3750,4400,3832,3250,70800,22864,3250,3760,3546,3250,-0.5568531038721574,-27.18,-43.18,8.7,48.81,94314,0.0477,0.0563,0.0455,0.0499,4.78,-18.39
2,2000-02-29,4150,4710,3905,3490,70800,21143,3250,4710,4332,4100,-0.23364048102451976,-14.96,-28.57,3.49,64.03,421182,0.0535,0.0693,0.0482,0.0623,5.07,12.16
3,2000-03-31,4080,6300,4800,4080,70800,19212,3250,4375,4215,4080,-0.3193732193732194,-11.21,-21.54,-5.12,35.1,367958,0.0572,0.0682,0.0519,0.0654,5.05,-1.69
4,2000-04-30,3235,4200,3461,3010,70800,16921,3010,3280,3155,3010,0.746437054631829,-12.57,-36.57,-3.43,-16.84,238610,0.0596,0.0608,0.054,0.0683,5.06,-23.7
5,2000-05-31,2640,3210,2730,2100,70800,12999,2100,2640,2398,2150,0.7834230355220667,-36.39,-46.12,16.81,-46.45,241862,0.0645,0.0663,0.0542,0.0672,5.12,-18.39
6,2000-06-30,3360,3360,2786,2430,70800,8584,2100,3360,3051,2940,0.48721071863581,-20.0,-26.88,21.3,-41.05,347456,0.063,0.0551,0.056,0.0609,5.16,37.14
7,2000-07-31,3700,3700,3326,3130,6450,4230,2100,3700,3355,3225,-0.3270368684569868,14.37,-1.33,15.63,-43.94,156160,0.0628,0.0502,0.0554,0.057,5.13,10.12
8,2000-08-31,3310,3890,3525,2975,6300,4037,2100,3690,3547,3310,-0.6519393783714359,25.38,-20.24,-4.89,-38.93,224354,0.058,0.0594,0.0567,0.0535,5.12,-10.54
9,2000-09-30,3015,3505,3042,2600,6300,3855,2100,3070,2876,2680,-0.0,0.0,-27.87,15.96,-42.13,397922,0.0572,0.0553,0.0581,0.0538,5.09,-18.29
10,2000-10-31,2800,3180,2882,2640,6300,3677,2100,2805,2769,2640,0.5329826868288406,-24.32,-13.45,-0.36,-45.63,178586,0.0536,0.0362,0.0563,0.0501,5.37,-7.13
11,2000-11-30,2940,3195,2990,2800,6300,3464,2100,3150,3055,2940,0.403,-16.12,20.0,-6.07,-40.0,154798,0.0472,0.0256,0.0563,0.0404,5.32,11.36
12,2000-12-31,2800,3080,2869,2700,6300,3354,2100,2850,2766,2700,-0.14474959612277868,4.48,-4.76,-1.75,-30.95,103366,0.0428,0.0169,0.0547,0.0282,6.08,-9.82
13,2001-01-31,3240,3240,2859,2710,6300,3268,2100,3240,3013,2860,-1.1551470588235295,15.71,-12.43,13.29,-13.6,299926,0.0416,0.0288,0.0524,0.027,5.27,15.71
14,2001-02-28,3450,3900,3503,3200,6300,3234,2100,3450,3422,3350,-0.44897196261682243,12.01,-6.25,-1.99,-26.75,214738,0.0341,0.0286,0.0492,0.0255,5.06,18.56
15,2001-03-31,3450,3600,3389,3200,4080,3110,2100,3450,3400,3375,-1.2995520716685331,23.21,14.43,1.77,-17.86,142128,0.028,0.0239,0.045,0.0279,4.96,0.0
16,2001-04-30,3330,3340,3210,3025,3900,3094,2100,3340,3302,3210,2.1156462585034013,6.22,26.14,2.15,2.94,67032,0.0265,0.0271,0.042,0.0273,5.01,-3.48
17,2001-05-31,5250,5260,4241,3300,5260,3220,2430,5260,5180,5070,0.5277159619664171,52.17,78.57,17.71,98.86,688356,0.0312,0.0468,0.0401,0.0353,5.01,57.66
18,2001-06-30,5120,5880,5368,4890,5880,3435,2600,5550,5210,5070,0.7182755657404756,50.15,82.86,-6.91,69.82,116306,0.0344,0.0404,0.0393,0.0396,4.99,-2.66
19,2001-07-31,4460,5300,4665,4100,5880,3553,2600,4460,4328,4150,1.6518987341772153,33.93,37.65,7.47,20.54,46358,0.0349,0.0312,0.0371,0.0416,4.77,-12.89
20,2001-08-31,5250,5720,5220,4900,5880,3704,2600,5720,5560,5250,0.0,0.0,52.17,-1.5,58.61,291200,0.0373,0.0336,0.0356,0.0391,4.54,17.71
21,2001-09-30,5300,5910,5331,5100,5910,3885,2640,5300,5176,5100,0.0625,4.54,57.04,2.91,72.64,74052,0.0391,0.0407,0.034,0.0393,4.0,-7.02
22,2001-10-31,5670,6390,5818,5500,6390,4133,2700,5930,5802,5620,0.2646829268292683,27.13,70.27,-5.03,102.5,370752,0.0409,0.0366,0.034,0.0365,4.02,6.98
23,2001-11-30,6020,6240,6048,5850,6390,4407,2700,6190,5976,5870,0.09211531118747614,9.65,15.77,2.73,104.76,307016,0.0356,0.0244,0.0338,0.0338,4.04,7.12
24,2001-12-31,7550,7730,7236,6020,7730,4739,2710,7550,7468,7350,0.2502357934449423,42.45,48.92,0.67,169.64,76526,0.0364,0.0379,0.0351,0.0331,4.01,28.18
25,2002-01-31,8500,8790,7363,6760,8790,5114,3025,8790,8414,8000,0.30742223591007084,49.91,90.58,18.22,162.35,435022,0.0353,0.0426,0.036,0.0358,3.98,12.58
26,2002-02-28,9800,9800,8583,7820,9800,5486,3025,9800,9208,8790,0.3606432684994023,66.38,71.93,7.69,184.06,489085,0.0363,0.0386,0.0367,0.0385,4.01,11.49
27,2002-03-31,12550,15450,12828,11250,15450,6254,3025,14800,13350,12550,0.24708998656916878,66.23,136.79,-6.69,268.04,664157,0.042,0.0665,0.0404,0.0495,4.0,28.06
28,2002-04-30,9220,13400,12024,9220,15450,7002,3300,11000,10234,9220,0.07112166440524649,12.58,64.06,-24.43,176.88,489791,0.047,0.0549,0.0435,0.0567,4.04,-26.53
29,2002-05-31,9160,12100,10880,8760,15450,7598,4100,9900,9328,8760,-0.08767454350161116,-6.53,52.16,-8.4,74.48,353179,0.0495,0.0403,0.0431,0.0555,4.28,-0.65
30,2002-06-30,9100,10950,9751,8000,15450,7935,4100,9550,8836,8000,-0.37740596301421564,-30.0,20.53,-7.14,79.49,167100,0.0516,0.0548,0.0442,0.0508,4.26,-4.31
31,2002-07-31,10900,11550,10573,9310,15450,8447,4900,11150,10568,9990,0.1261860239628783,18.22,28.24,-0.46,144.39,364732,0.0518,0.0442,0.045,0.0461,4.27,19.78
32,2002-08-31,10800,11300,10661,9950,15450,8917,5100,11150,10850,10700,0.24079818031430933,23.29,10.2,-4.42,96.72,88426,0.0485,0.02,0.0436,0.0406,4.28,4.85
33,2002-09-30,10350,12500,10890,10000,15450,9390,5500,11050,10640,10250,0.1442065491183879,13.74,-17.53,-2.36,95.28,343170,0.0443,0.0509,0.0445,0.0402,4.28,-4.17
34,2002-10-31,9210,11150,10001,8780,15450,9742,5800,9510,9238,8780,-0.24827807144001282,-15.5,-0.11,-6.21,62.43,554157,0.0411,0.0352,0.0443,0.0366,4.28,-11.01
35,2002-11-30,10100,10100,9228,8830,15450,10016,6020,10100,9422,9070,-0.09139633286318759,-6.48,8.49,8.72,70.9,394431,0.038,0.0246,0.0443,0.0379,4.28,9.9
36,2002-12-31,8350,10800,9969,8350,15450,10240,6760,9240,8914,8350,-1.8226415094339623,-19.32,-8.24,-9.63,10.6,127044,0.0358,0.0334,0.044,0.0309,4.52,-17.33
37,2003-01-31,7040,8610,7998,6890,15450,10302,6890,7990,7398,6890,1.4116809116809117,-19.82,-31.65,-12.33,-14.04,163317,0.033,0.0287,0.0432,0.0291,4.34,-15.69
38,2003-02-28,6990,7600,7116,6750,15450,10167,6750,7510,7174,6990,0.9745378444366934,-27.94,-34.67,-8.03,-28.67,223662,0.0334,0.0227,0.0423,0.0281,4.27,-6.8
39,2003-03-31,7150,7680,6634,5930,13400,9652,5930,7480,7300,7150,0.33395305600743663,-14.37,-30.92,-4.03,-43.03,347103,0.0318,0.0465,0.0398,0.034,4.27,2.29
40,2003-04-30,7900,8840,8178,7570,12500,9317,5930,8130,7820,7570,-0.8533519553072626,12.22,-10.02,-4.24,-14.32,219187,0.0322,0.0341,0.0371,0.0352,4.26,5.61
41,2003-05-31,10200,10650,9076,7730,12500,9167,5930,10650,10470,10200,2.793187347931873,45.92,0.99,3.55,16.44,269189,0.0334,0.0331,0.0364,0.0373,4.01,29.11
42,2003-06-30,10350,10600,10197,9850,12500,9202,5930,10400,10126,9850,2.7925764192139737,38.37,23.95,2.48,13.74,100982,0.0316,0.0156,0.0334,0.0289,4.1,1.47
43,2003-07-31,10900,10900,10027,9560,12500,9166,5930,10900,10220,9950,inf,37.97,54.83,9.0,0.0,247489,0.0312,0.0278,0.0319,0.0266,3.75,5.31
44,2003-08-31,10750,11600,10998,10400,12500,9193,5930,11000,10770,10650,-2.043478260869565,0.94,53.79,-2.27,-0.46,231266,0.0305,0.0258,0.0322,0.0234,3.72,6.44
45,2003-09-30,9100,10750,9711,8600,11600,9085,5930,9100,8922,8600,1.0,-12.08,21.66,-0.33,-12.08,136581,0.0284,0.029,0.0303,0.0275,3.77,-15.35
46,2003-10-31,8240,9510,9012,8240,11600,8991,5930,9300,8758,8240,2.3171889838556505,-24.4,4.3,-8.14,-10.53,323669,0.0269,0.0265,0.0295,0.0269,3.84,-9.45
47,2003-11-30,11000,11000,9779,8450,11600,9040,5930,11000,10386,9780,0.2455223880597015,3.29,4.27,8.91,13.4,369631,0.0256,0.0232,0.0297,0.0278,3.78,20.48
48,2003-12-31,12100,12550,11475,10500,12550,9169,5930,12150,11830,11500,0.7341349365397462,32.97,16.91,5.22,44.91,130412,0.0276,0.0303,0.0294,0.0276,3.97,10.0
49,2004-01-31,11400,12700,11958,11350,12700,9472,5930,11650,11480,11400,0.5257548845470693,32.56,14.0,-0.87,61.93,135159,0.0277,0.0284,0.0293,0.0285,3.78,-5.79
50,2004-02-29,11250,12000,11320,10700,12700,9805,5930,11550,11100,10700,0.1355791569863923,8.17,4.65,1.35,60.26,164782,0.0288,0.0323,0.0299,0.0309,3.78,-3.43
51,2004-03-31,10650,12300,11338,10500,12700,10225,7170,10800,10650,10500,-0.24473953013278854,-11.98,17.03,-4.05,48.95,126151,0.0281,0.0238,0.028,0.0285,3.74,-5.33
52,2004-04-30,9780,11200,10523,9780,12700,10443,7730,10300,10052,9780,-0.5970588235294118,-14.21,13.72,-9.44,23.8,136672,0.0275,0.0229,0.0272,0.0266,3.76,-7.74
53,2004-05-31,8890,10150,8968,6980,12700,10426,6980,9400,9180,8890,1.633956386292835,-20.98,-19.18,-2.31,-12.84,78177,0.033,0.0531,0.0293,0.036,3.77,-9.1
54,2004-06-30,9560,9640,8641,7610,12700,10286,6980,9560,8916,8000,1.2857142857142858,-9.81,-20.99,25.62,-7.63,94863,0.0358,0.047,0.0318,0.0424,3.78,4.37
55,2004-07-31,9000,9960,9299,8800,12700,10221,6980,9010,8928,8800,0.798,-7.98,-21.05,0.0,-10.0,42936,0.0354,0.0221,0.032,0.0424,3.77,-5.86
56,2004-08-31,9110,9830,9188,8160,12700,10056,6980,9760,9254,8900,-0.1618610747051114,2.47,-19.02,-7.32,-15.26,94261,0.0353,0.0294,0.0322,0.0343,3.52,1.22
