,Date,riskfree,kospi200,professionalism,pbr,activity,MA1M,indireturn,indistd,actualreturn,indexreturn
0,1999-12-31,4.79,11.18,162755.54221154703,0.63721,-1.937825678715475e-06,14.75,14.75,0.0966,14.75,11.18
1,2000-01-31,4.78,-8.41,39477.53486958382,0.65817,-9.350327870287598e-08,-3.26,-3.26,0.0662,-3.26,-8.41
2,2000-02-29,5.07,-13.36,62599.79467363915,0.75423,6.879706591022054e-06,14.61,14.61,0.0641,14.61,-13.36
3,2000-03-31,5.05,4.71,36684.579523883316,0.65817,-3.2608895289069344e-06,-12.75,-12.75,0.0441,-12.75,4.71
4,2000-04-30,5.06,-17.96,16539.945362567494,0.53273,-7.983401068264276e-06,-27.03,-27.03,0.0455,-27.03,-17.96
5,2000-05-31,5.12,1.68,25672.903618806966,0.46365,-7.196251411054243e-06,-12.87,-12.87,0.0766,-12.87,1.68
6,2000-06-30,5.16,12.61,21166.505783453387,0.44857,-6.033210343223984e-06,-0.11,-0.11,0.055,-0.11,12.61
7,2000-07-31,5.13,-14.44,15104.42317206771,0.38982,-9.290087450894983e-06,-13.08,-13.08,0.025,-13.08,-14.44
8,2000-08-31,5.12,-3.14,8717.270443376954,0.39696,-2.2507720744185688e-06,1.77,1.77,0.0274,1.77,-3.14
9,2000-09-30,5.09,-17.36,95090.531641655,0.48827,-2.008185739707399e-06,18.99,18.99,0.068,18.99,-17.36
10,2000-10-31,5.37,-16.2,63423.9221305376,0.41125,-1.1918931643284448e-08,-15.66,-15.66,0.0475,-15.66,-16.2
11,2000-11-30,5.32,-0.81,26594.98960141955,0.36997,2.079233944472453e-07,-9.86,-9.86,0.0202,-9.86,-0.81
12,2000-12-31,6.08,-4.36,26952.346087201804,0.36203,1.098814103515597e-06,-6.14,-6.14,0.0404,-6.14,-4.36
13,2001-01-31,5.27,23.09,28940.715577461135,0.32291,1.5982880192514062e-06,20.4,20.4,0.019,20.4,23.09
14,2001-02-28,5.06,-7.49,31531.62322440697,0.34997,-1.4715055122773469e-06,12.68,12.68,0.0261,12.68,-7.49
15,2001-03-31,4.96,-9.68,16510.717165054237,0.30232,2.685586717306562e-06,-13.55,-13.55,0.02,-13.55,-9.68
16,2001-04-30,5.01,11.19,27658.48217932059,0.31409,-2.8826230105593234e-06,3.92,3.92,0.0286,3.92,11.19
