,Date,riskfree,MA1M,actualreturn
73,2006-01-31,3.76,5.83,5.83
74,2006-02-28,3.99,-9.83,-9.83
75,2006-03-31,3.97,-30.12,-30.12
76,2006-04-30,3.97,-13.78,-13.78
77,2006-05-31,3.96,0.3,0.3
78,2006-06-30,4.21,-0.74,-0.74
79,2006-07-31,4.22,-5.65,-5.65
80,2006-08-31,4.49,-0.31,-0.31
81,2006-09-30,4.48,4.17,4.17
82,2006-10-31,4.48,-9.38,-9.38
83,2006-11-30,4.49,3.75,3.75
84,2006-12-31,4.6,-7.73,-7.73
85,2007-01-31,4.61,-11.05,-11.05
86,2007-02-28,4.55,9.79,9.79
87,2007-03-31,4.63,7.02,7.02
88,2007-04-30,4.88,-1.24,-1.24
89,2007-05-31,4.56,72.35,72.35
90,2007-06-30,4.52,-9.08,-9.08
91,2007-07-31,4.76,47.29,47.29
92,2007-08-31,4.98,-4.41,-4.41
93,2007-09-30,4.98,3.45,3.45
94,2007-10-31,5.02,31.5,31.5
95,2007-11-30,5.02,-19.65,-19.65
96,2007-12-31,5.02,6.72,6.72
97,2008-01-31,4.96,-8.98,-8.98
98,2008-02-29,4.94,-4.6,-4.6
99,2008-03-31,4.98,3.53,3.53
100,2008-04-30,4.95,16.31,16.31
101,2008-05-31,5.04,-3.24,-3.24
102,2008-06-30,5.01,-2.55,-2.55
103,2008-07-31,5.03,8.33,8.33
104,2008-08-31,5.25,5.26,5.26
105,2008-09-30,5.22,-1.47,-1.47
106,2008-10-31,4.14,-15.37,-15.37
107,2008-11-30,3.99,-11.85,-11.85
108,2008-12-31,3.02,1.3,1.3
109,2009-01-31,2.41,4.5,4.5
110,2009-02-28,1.87,22.22,22.22
111,2009-03-31,1.73,-1.67,-1.67
112,2009-04-30,1.85,24.0,24.0
113,2009-05-31,1.96,22.31,22.31
114,2009-06-30,1.96,6.67,6.67
115,2009-07-31,1.95,-9.08,-9.08
116,2009-08-31,1.99,34.89,34.89
117,2009-09-30,2.0,22.66,22.66
118,2009-10-31,2.01,-5.83,-5.83
119,2009-11-30,2.01,4.76,4.76
120,2009-12-31,2.01,3.18,3.18
121,2010-01-31,2.0,-13.15,-13.15
122,2010-02-28,2.01,7.96,7.96
123,2010-03-31,2.0,-0.61,-0.61
124,2010-04-30,2.0,22.89,22.89
125,2010-05-31,2.0,3.64,3.64
126,2010-06-30,2.03,5.91,5.91
127,2010-07-31,2.28,1.49,1.49
128,2010-08-31,2.28,20.15,20.15
129,2010-09-30,2.27,-4.39,-4.39
130,2010-10-31,2.26,4.25,4.25
131,2010-11-30,2.51,-0.94,-0.94
132,2010-12-31,2.51,-5.7,-5.7
133,2011-01-31,2.75,4.7,4.7
134,2011-02-28,2.76,-12.11,-12.11
135,2011-03-31,2.99,10.25,10.25
136,2011-04-30,3.02,0.66,0.66
137,2011-05-31,3.03,1.63,1.63
138,2011-06-30,3.28,11.69,11.69
139,2011-07-31,3.27,13.95,13.95
140,2011-08-31,3.27,1.3,1.3
141,2011-09-30,3.28,-5.61,-5.61
142,2011-10-31,3.26,18.98,18.98
143,2011-11-30,3.27,2.31,2.31
144,2011-12-31,3.29,-11.93,-11.93
145,2012-01-31,3.27,0.26,0.26
146,2012-02-29,3.26,-4.38,-4.38
147,2012-03-31,3.24,9.97,9.97
148,2012-04-30,3.26,8.58,8.58
149,2012-05-31,3.27,-5.87,-5.87
