,Date,riskfree,activity,MA1M,actualreturn
0,1999-12-31,4.79,-1.0116375791771352e-06,-25.86,-25.86
1,2000-01-31,4.78,4.195690662412831e-06,8.84,8.84
2,2000-02-29,5.07,-5.366981077216297e-06,-11.39,-11.39
3,2000-03-31,5.05,8.417386506750165e-06,14.76,14.76
4,2000-04-30,5.06,3.6096846120753012e-06,-18.03,-18.03
5,2000-05-31,5.12,-5.177624905516116e-07,-8.64,-8.64
6,2000-06-30,5.16,-3.4719058509592356e-06,-9.06,-9.06
7,2000-07-31,5.13,4.577429613274293e-06,1.61,1.61
8,2000-08-31,5.12,1.6743432468496464e-06,1.27,1.27
9,2000-09-30,5.09,-4.356941591738851e-06,-13.29,-13.29
10,2000-10-31,5.37,-2.503377670720896e-06,-11.5,-11.5
11,2000-11-30,5.32,-5.03151871974186e-06,-0.39,-0.39
12,2000-12-31,6.08,-2.950858652111108e-06,-3.53,-3.53
13,2001-01-31,5.27,3.6206477254751183e-07,4.88,4.88
14,2001-02-28,5.06,-1.2191888425859413e-06,7.6,7.6
15,2001-03-31,4.96,8.572879955571497e-07,-12.27,-12.27
16,2001-04-30,5.01,-4.854778424853817e-06,3.39,3.39
17,2001-05-31,5.01,5.310615990904245e-06,13.11,13.11
18,2001-06-30,4.99,-3.243991992393775e-07,1.8,1.8
19,2001-07-31,4.77,9.803520936101214e-07,-8.83,-8.83
20,2001-08-31,4.54,2.7534534987730934e-06,-6.59,-6.59
21,2001-09-30,4.0,-1.002407269021279e-05,-17.05,-17.05
22,2001-10-31,4.02,7.45187430674659e-07,15.42,15.42
23,2001-11-30,4.04,-3.1044640676833077e-06,7.94,7.94
24,2001-12-31,4.01,5.106402740716923e-06,8.89,8.89
25,2002-01-31,3.98,7.085848478433126e-07,32.99,32.99
26,2002-02-28,4.01,9.75762958021658e-07,26.5,26.5
27,2002-03-31,4.0,7.117773433011817e-07,36.72,36.72
28,2002-04-30,4.04,8.36448110995187e-07,-8.37,-8.37
29,2002-05-31,4.28,1.2108552615918947e-06,-10.69,-10.69
