,Date,riskfree,kospi200,professionalism,pbr,activity,MA1M,indireturn,indistd,actualreturn,indexreturn
51,2004-03-31,3.74,0.05,5827.775201685471,1.24183,1.4621296695666527e-05,11.78,11.78,0.0238,11.78,0.05
52,2004-04-30,3.76,-3.09,5632.39221176928,1.34552,1.178351022284949e-05,9.0,9.0,0.019,9.0,-3.09
53,2004-05-31,3.77,-7.35,7964.46401206545,1.53068,2.3245898655341726e-05,13.76,13.76,0.0368,13.76,-7.35
54,2004-06-30,3.78,-2.2,2945.404334340819,1.43933,6.3429256390825385e-06,-6.57,-6.57,0.0312,-6.57,-2.2
55,2004-07-31,3.77,-6.46,515.6768930985912,1.2838,1.720896873860746e-05,-10.81,-10.81,0.0161,-10.81,-6.46
56,2004-08-31,3.52,8.0,922.4356979725217,1.27886,9.81269462139028e-06,-0.38,-0.38,0.0168,-0.38,8.0
57,2004-09-30,3.55,4.67,1471.2124700102192,1.41711,4.904565366137389e-05,11.46,11.46,0.0123,11.46,4.67
58,2004-10-31,3.53,0.61,1810.168714289413,1.45415,3.579664591400765e-05,3.88,3.88,0.0159,3.88,0.61
59,2004-11-30,3.26,5.01,1075.155914594479,1.57759,1.9699679291871277e-05,8.49,8.49,0.015,8.49,5.01
60,2004-12-31,3.29,1.63,1521.1633540661533,1.72325,2.058035582256144e-05,9.23,9.23,0.018,9.23,1.63
61,2005-01-31,3.26,5.04,717.1344317255233,1.29592,7.54526783086563e-07,-1.0,-1.0,0.0197,-1.0,5.04
62,2005-02-28,3.28,8.09,2771.1983334500387,1.32592,9.723290495078011e-06,5.52,5.52,0.0283,5.52,8.09
63,2005-03-31,3.26,-4.64,4812.401050318141,1.38969,-5.727182154556939e-07,4.81,4.81,0.0185,4.81,-4.64
64,2005-04-30,3.29,-5.28,2074.077837863185,1.07837,3.729304399006107e-05,-20.25,-20.25,0.0231,-20.25,-5.28
65,2005-05-31,3.29,6.17,1023.4614002790229,1.17401,2.5708263475542333e-05,8.87,8.87,0.0435,8.87,6.17
66,2005-06-30,3.3,3.68,1304.8182411867112,1.33155,2.7742836760214787e-05,12.52,12.52,0.014,12.52,3.68
67,2005-07-31,3.27,11.61,1380.8736082505375,1.30717,1.3119689329276105e-05,-1.13,-1.13,0.0119,-1.13,11.61
68,2005-08-31,3.25,-2.25,2028.4347605102016,1.42157,2.461745839011789e-05,8.75,8.75,0.0106,8.75,-2.25
69,2005-09-30,3.28,12.46,2130.1167261534683,1.48158,1.241259874963753e-05,3.95,3.95,0.0099,3.95,12.46
70,2005-10-31,3.51,-5.53,1559.1824044971165,1.46283,1.973176322379058e-05,-1.27,-1.27,0.0149,-1.27,-5.53
71,2005-11-30,3.5,11.5,1801.4616848317532,1.42157,-2.3539452518684755e-06,-0.66,-0.66,0.019,-0.66,11.5
72,2005-12-31,3.76,8.39,1351.6693515193338,1.47783,1.5982012775055452e-05,4.23,4.23,0.0133,4.23,8.39
73,2006-01-31,3.76,1.81,2922.805117586377,1.33162,4.223043964614047e-06,-0.63,-0.63,0.0157,-0.63,1.81
74,2006-02-28,3.99,-1.77,1347.4304130144794,1.23808,2.4427681096115904e-06,-7.61,-7.61,0.0234,-7.61,-1.77
75,2006-03-31,3.97,-0.7,1204.9837933723063,1.19046,-2.0491729981520776e-07,-3.85,-3.85,0.0205,-3.85,-0.7
76,2006-04-30,3.97,6.56,2622.580079208115,1.32822,-4.192870155897243e-06,14.35,14.35,0.0208,14.35,6.56
77,2006-05-31,3.96,-7.11,1563.5196965953082,1.26359,1.284734876126564e-05,-4.87,-4.87,0.0312,-4.87,-7.11
78,2006-06-30,4.21,-2.08,978.1261120256637,1.2755,3.3158764848339134e-06,0.94,0.94,0.0366,0.94,-2.08
79,2006-07-31,4.22,0.63,1054.5232765148999,1.12244,-1.9551852781010145e-05,-12.0,-12.0,0.0329,-12.0,0.63
80,2006-08-31,4.49,4.11,1472.7283747950146,1.23128,8.17264180829682e-06,9.7,9.7,0.019,9.7,4.11
81,2006-09-30,4.48,1.87,1284.850778392828,1.284,-9.245614079895387e-07,5.59,5.59,0.0142,5.59,1.87
82,2006-10-31,4.48,-0.68,864.4272280363923,1.44386,5.037198904570922e-05,12.45,12.45,0.0188,12.45,-0.68
83,2006-11-30,4.49,4.59,629.8624610680578,1.56461,1.0799717075350358e-05,9.39,9.39,0.0181,9.39,4.59
84,2006-12-31,4.6,1.63,2767.7393251880526,1.58162,1.0367625903307105e-06,7.14,7.14,0.0141,7.14,1.63
85,2007-01-31,4.61,-5.07,1082.4058616824782,1.32418,-6.667185645128041e-06,-9.68,-9.68,0.0477,-9.68,-5.07
86,2007-02-28,4.55,4.1,1157.4387155191466,1.2359,-7.817258850992954e-06,-5.54,-5.54,0.0141,-5.54,4.1
87,2007-03-31,4.63,2.4,1332.5319335346976,1.27058,3.781731480553452e-06,2.81,2.81,0.0178,2.81,2.4
88,2007-04-30,4.88,5.84,1364.2276604802748,1.3762,1.149618300300374e-06,8.31,8.31,0.0177,8.31,5.84
89,2007-05-31,4.56,9.02,1512.6730799692416,1.269,1.291493120673087e-07,-7.79,-7.79,0.017,-7.79,9.02
90,2007-06-30,4.52,4.36,1957.4407223509702,1.47078,1.2080795808337762e-05,15.9,15.9,0.0157,15.9,4.36
