,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,2100,2715,2286,1910,4150,2559,1845,2100,2006,1910,-9.09,-19.39,-7.49,0.0,13.82,27618,0.0644,0.0743,0.061,0.0618,4.79,-9.09
1,2000-01-31,2080,2500,2181,1905,4150,2522,1905,2080,2016,1905,-0.95,-21.51,-24.64,4.0,-32.9,10934,0.0633,0.0572,0.0573,0.058,4.78,-0.95
2,2000-02-29,3460,3550,2950,2145,4150,2539,1905,3550,3306,3100,69.61,56.92,-2.54,7.79,38.4,45820,0.0612,0.0693,0.0592,0.0677,5.07,69.61
3,2000-03-31,4100,5100,4338,3370,5100,2690,1905,4600,4289,4100,18.5,95.24,57.09,-6.82,67.35,16272,0.068,0.0895,0.0631,0.0713,5.05,18.5
4,2000-04-30,3100,4280,3452,3000,5100,2765,1905,3140,3076,3000,-27.91,51.96,12.52,-4.62,49.04,8822,0.0661,0.0531,0.0645,0.0734,5.06,-27.91
5,2000-05-31,3450,3450,2982,2490,5100,2831,1905,3450,3016,2850,11.29,-0.29,42.56,35.29,65.07,11532,0.0699,0.0702,0.0656,0.0726,5.12,11.29
6,2000-06-30,4150,4760,4046,3600,5100,2989,1905,4250,4158,4040,38.33,-3.04,97.62,2.47,80.43,17752,0.0691,0.07,0.0667,0.0672,5.16,38.33
7,2000-07-31,4200,4830,4285,3880,5100,3138,1905,4660,4402,4200,1.2,35.48,101.92,-12.5,52.17,8690,0.0701,0.0564,0.0666,0.0672,5.13,1.2
8,2000-08-31,4310,4650,4452,4200,5100,3262,1905,4600,4522,4310,2.62,24.93,24.57,-4.22,20.06,11582,0.0631,0.0285,0.0631,0.0489,5.12,2.62
9,2000-09-30,4100,4520,4039,3600,5100,3346,1905,4100,3834,3610,-10.68,-2.38,-1.56,5.4,51.85,9170,0.0572,0.0495,0.0627,0.0457,5.09,-10.68
10,2000-10-31,4300,4945,4369,3820,5100,3493,1905,4600,4356,4170,4.88,2.38,38.71,-7.53,62.26,15202,0.062,0.0816,0.0635,0.0565,5.37,4.88
11,2000-11-30,7010,7100,5389,4450,7100,3738,1905,7100,6792,6000,55.43,55.09,133.67,29.81,189.67,39352,0.0569,0.0649,0.0654,0.0667,5.32,55.43
12,2000-12-31,5860,7770,6840,5860,7770,4059,1905,7180,6518,5860,-2.33,57.95,37.88,-18.38,194.47,23660,0.058,0.0534,0.064,0.0683,6.08,-2.33
13,2001-01-31,8000,8500,6748,5860,8500,4448,2145,8500,7410,6430,36.52,86.05,90.48,24.42,284.62,38814,0.0585,0.0579,0.0643,0.0604,5.27,36.52
14,2001-02-28,9450,9450,8656,7880,9450,4924,2490,9450,9112,8900,43.84,35.97,105.88,5.0,166.2,15100,0.0582,0.0304,0.0615,0.0516,5.06,43.84
15,2001-03-31,8000,10500,8979,7750,10500,5335,2490,8710,8252,7750,-15.34,36.52,95.12,-8.57,86.92,12142,0.058,0.047,0.0576,0.046,4.96,-15.34
16,2001-04-30,7990,8020,7820,7530,10500,5693,2490,7990,7928,7900,-0.13,-6.0,77.16,2.44,157.74,10212,0.049,0.0223,0.0556,0.0347,5.01,-0.13
17,2001-05-31,8980,9000,8255,8070,10500,6147,3600,9000,8510,8140,12.39,-4.97,28.1,9.78,160.29,9336,0.041,0.0223,0.0522,0.0323,5.01,12.39
18,2001-06-30,8270,8970,8484,8200,10500,6513,3600,8500,8314,8200,-0.24,2.1,41.13,-0.84,96.9,6992,0.0346,0.0173,0.0478,0.0207,4.99,-0.24
19,2001-07-31,9900,10550,9542,8250,10550,6962,3600,10100,9918,9700,19.71,23.9,23.75,6.45,135.71,4522,0.0328,0.0472,0.047,0.0317,4.77,19.71
20,2001-08-31,11800,13300,12125,10800,13300,7640,3600,12600,12230,11800,19.19,31.4,24.87,-2.48,173.78,11142,0.034,0.0448,0.0479,0.0382,4.54,19.19
21,2001-09-30,11800,11900,10548,8520,13300,8129,3820,11800,10520,9600,-4.45,42.17,52.26,30.97,226.87,7756,0.0415,0.0724,0.0505,0.0552,4.0,-4.45
22,2001-10-31,15500,16100,13928,12200,16100,8946,4450,16100,15390,14650,31.36,56.57,93.99,9.93,260.47,11396,0.0442,0.0418,0.0461,0.054,4.02,31.36
23,2001-11-30,15200,16000,15310,14900,16100,9845,5860,15500,15220,15000,1.33,24.59,68.89,1.33,116.83,9526,0.0443,0.0247,0.0424,0.0497,4.04,1.33
24,2001-12-31,13600,15200,13758,13050,16100,10351,6210,14000,13580,13200,-12.26,15.25,63.86,-2.86,132.08,5114,0.0458,0.0321,0.0405,0.034,4.01,-12.26
25,2002-01-31,13650,14800,13893,13550,16100,10936,7530,13900,13710,13600,0.37,-11.94,37.88,-0.36,70.63,3192,0.0405,0.0184,0.0374,0.0256,3.98,0.37
26,2002-02-28,19050,19050,15995,13650,19050,11498,7530,19050,17260,16150,40.07,22.9,54.25,13.39,101.59,5032,0.0407,0.03,0.0378,0.029,4.01,40.07
