,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,7450,9770,8577,7450,11300,7978,5450,8610,7990,7450,-14.37,-5.1,-17.22,27.35,427518,0.0518,0.0549,0.0507,0.0493,4.79,-15.82
1,2000-01-31,6950,7800,7189,6830,11300,7999,5450,7150,6994,6830,-9.27,-29.37,-0.57,2.96,211188,0.0449,0.0329,0.0464,0.05,4.78,-6.71
2,2000-02-29,7800,7800,7058,6500,11300,8050,5830,7800,7080,6600,-6.81,-14.75,18.0,33.33,552212,0.0461,0.0468,0.0468,0.0454,5.07,9.09
3,2000-03-31,7800,8620,7655,7140,11300,8174,6500,7800,7462,7180,4.7,-3.82,8.18,22.64,214832,0.0454,0.0455,0.0477,0.0417,5.05,0.0
4,2000-04-30,5560,7800,6063,5290,11300,8071,5290,5700,5530,5290,-22.24,-25.87,-4.14,-35.72,115826,0.049,0.0542,0.0482,0.0484,5.06,-25.37
5,2000-05-31,5000,6050,5117,4200,11300,7837,4200,5000,4580,4200,-35.9,-42.2,19.05,-29.78,132482,0.0494,0.0623,0.0489,0.0534,5.12,-10.07
6,2000-06-30,5400,5600,5226,4910,11300,7644,4200,5450,5382,5320,-26.03,-27.52,6.93,-35.71,112812,0.0473,0.0418,0.0493,0.0532,5.16,16.13
7,2000-07-31,4580,6100,5322,4380,11300,7287,4200,4600,4527,4380,-17.63,-34.1,-0.22,-53.46,82734,0.048,0.0373,0.0473,0.0481,5.13,-15.19
8,2000-08-31,4950,5310,4937,4500,10900,6876,4200,5100,5020,4950,-1.0,-36.54,0.2,-46.2,57424,0.0461,0.0332,0.046,0.0379,5.12,8.08
9,2000-09-30,4205,5020,4463,3720,10900,6557,3720,4210,4163,4000,-20.96,-44.53,13.04,-49.03,72540,0.0467,0.0453,0.0459,0.0397,5.09,-16.9
10,2000-10-31,3700,4480,4141,3700,10900,6258,3700,3980,3835,3700,-19.21,-33.45,-8.87,-51.7,49630,0.0431,0.0295,0.0458,0.0368,5.37,-12.01
11,2000-11-30,4010,4400,4054,3755,9770,5796,3700,4400,4238,4010,-20.12,-13.76,-3.37,-53.64,172860,0.0369,0.0291,0.0434,0.0363,5.32,6.37
12,2000-12-31,3950,4380,4035,3850,8620,5457,3700,4000,3922,3850,-5.95,-26.17,1.02,-51.05,49796,0.034,0.0219,0.0411,0.0274,6.08,-5.95
13,2001-01-31,4300,4505,4170,3945,8620,5194,3700,4505,4317,4210,16.22,-6.11,-4.55,-38.13,183268,0.0327,0.0278,0.0409,0.0263,5.27,8.86
14,2001-02-28,5700,5700,4633,4160,8620,4992,3700,5700,5444,5150,30.14,11.76,13.1,-24.9,296502,0.0325,0.034,0.0401,0.0294,5.06,32.56
15,2001-03-31,4685,5390,4952,4610,7800,4751,3700,4990,4765,4650,18.61,11.41,-4.78,-35.82,226172,0.0323,0.0353,0.0402,0.0367,4.96,-17.81
16,2001-04-30,4760,4800,4623,4460,6100,4642,3700,4760,4623,4520,11.48,26.26,3.25,-14.39,225040,0.0309,0.0219,0.0375,0.0355,5.01,1.6
17,2001-05-31,5350,5540,5093,4625,6100,4640,3700,5390,5280,5200,-6.14,33.42,-0.37,7.0,190558,0.0298,0.0206,0.0335,0.025,5.01,12.39
18,2001-06-30,5330,6290,5572,5190,6290,4671,3700,5330,5244,5190,14.62,34.94,-1.3,0.19,123794,0.0316,0.0332,0.0326,0.0256,4.99,2.5
19,2001-07-31,4280,5350,4526,4070,6290,4606,3700,4290,4200,4100,-10.08,-0.47,5.16,-6.55,116152,0.0318,0.0299,0.0322,0.0292,4.77,-19.7
20,2001-08-31,3360,4380,4115,3360,6290,4535,3360,4150,3761,3360,-37.2,-41.05,-19.04,-32.12,167980,0.0279,0.0264,0.0317,0.0309,4.54,-21.5
21,2001-09-30,2500,3520,2769,2170,6290,4400,2170,2500,2428,2380,-51.83,-46.81,3.73,-40.48,182588,0.0374,0.0682,0.0347,0.0455,4.0,-37.73
