,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,relativeMA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,1300.0,1820.0,1506.0,1285.0,5950.0,2956.0,650.0,1380.0,1358.0,1300.0,0.6910549043800124,-56.01,-66.92,-6.47,-81.05,27954.0,0.0452,0.0665,0.0512,0.0483,4.79,-15.03
1,2000-01-31,1280.0,1480.0,1272.0,1170.0,5950.0,2956.0,650.0,1280.0,1233.0,1170.0,0.5567219372539663,-46.67,-67.35,6.67,-83.83,46084.0,0.0469,0.0499,0.0487,0.053,4.78,-1.54
2,2000-02-29,1430.0,1540.0,1347.0,1265.0,5950.0,2963.0,660.0,1540.0,1410.0,1310.0,0.0684148842660416,-4.67,-61.35,-2.05,-68.26,62642.0,0.0476,0.0518,0.0478,0.0559,5.07,13.94
3,2000-03-31,1345.0,1860.0,1562.0,1310.0,5560.0,2929.0,1170.0,1470.0,1379.0,1310.0,-0.04733242134062928,3.46,-51.09,-11.51,-73.1,65002.0,0.0524,0.0688,0.0493,0.0565,5.05,-5.94
4,2000-04-30,1105.0,1345.0,1231.0,1085.0,5560.0,2677.0,1085.0,1170.0,1134.0,1105.0,0.15995181367956096,-11.95,-51.54,-12.99,-74.71,27486.0,0.0547,0.0482,0.0492,0.0564,5.06,-23.26
5,2000-05-31,950.0,1230.0,1043.0,900.0,5120.0,2379.0,900.0,1020.0,952.0,900.0,0.4382506527415144,-33.57,-39.1,-1.55,-76.6,54328.0,0.0572,0.0603,0.0504,0.0588,5.12,-14.03
6,2000-06-30,1015.0,1410.0,1096.0,945.0,5120.0,2118.0,900.0,1020.0,1015.0,1000.0,0.324694912930207,-23.68,-21.92,0.0,-72.93,46846.0,0.0605,0.0824,0.0542,0.0644,5.16,7.98
7,2000-07-31,970.0,1115.0,1031.0,930.0,4560.0,1825.0,900.0,1010.0,973.0,955.0,0.16237044910975285,-12.22,-24.22,4.3,-75.26,35196.0,0.0595,0.0419,0.0532,0.0629,5.13,-4.43
8,2000-08-31,1280.0,1450.0,1219.0,1030.0,3720.0,1587.0,900.0,1330.0,1308.0,1280.0,-0.5259651778955338,34.74,-10.49,-11.72,-66.05,355536.0,0.0603,0.0659,0.0546,0.0627,5.12,31.96
9,2000-09-30,1350.0,1525.0,1353.0,1230.0,2750.0,1441.0,900.0,1435.0,1354.0,1250.0,-0.6671749904689287,35.0,3.05,9.76,-52.46,860070.0,0.0655,0.0877,0.0594,0.0667,5.09,3.85
10,2000-10-31,790.0,1300.0,1060.0,790.0,2510.0,1324.0,790.0,975.0,887.0,790.0,0.27668455575432316,-18.56,-28.51,-21.0,-67.08,307834.0,0.0656,0.0432,0.0598,0.0688,5.37,-41.48
11,2000-11-30,940.0,1060.0,994.0,870.0,1860.0,1219.0,675.0,1040.0,993.0,940.0,0.7377956718671363,-29.32,0.0,8.05,-39.74,259604.0,0.069,0.0783,0.064,0.0774,5.32,15.34
12,2000-12-31,685.0,995.0,891.0,650.0,1860.0,1172.0,650.0,850.0,738.0,650.0,0.897537728355838,-45.2,-32.84,-19.41,-50.36,83116.0,0.0658,0.0433,0.0628,0.0644,6.08,-31.5
13,2001-01-31,1105.0,1105.0,864.0,685.0,1860.0,1139.0,650.0,1105.0,916.0,830.0,-2.916605705925384,39.87,13.92,33.13,-13.67,376312.0,0.0697,0.0663,0.0647,0.0726,5.27,61.31
14,2001-02-28,920.0,1035.0,927.0,875.0,1860.0,1104.0,650.0,1005.0,949.0,920.0,0.236734693877551,-7.54,-29.77,0.55,-31.85,445692.0,0.0682,0.0554,0.0649,0.0585,5.06,9.52
15,2001-03-31,1360.0,1650.0,1138.0,900.0,1650.0,1067.0,650.0,1485.0,1382.0,1295.0,43.601769911504434,98.54,0.74,-17.58,2.26,2395712.0,0.0682,0.0852,0.0667,0.0705,4.96,47.83
16,2001-04-30,1355.0,1605.0,1483.0,1310.0,1650.0,1089.0,650.0,1375.0,1342.0,1310.0,1.786472148541114,40.41,66.26,-4.91,22.62,1309628.0,0.0692,0.0596,0.0673,0.0665,5.01,-0.37
17,2001-05-31,1450.0,1730.0,1408.0,1205.0,1730.0,1121.0,650.0,1555.0,1499.0,1450.0,1.0946228386851604,57.61,54.26,-10.49,52.63,533928.0,0.0637,0.0612,0.067,0.0691,5.01,7.01
18,2001-06-30,1255.0,1540.0,1408.0,1245.0,1730.0,1147.0,650.0,1330.0,1269.0,1245.0,-0.6074509803921568,-15.49,83.21,-9.06,25.5,184118.0,0.0606,0.031,0.0636,0.0476,4.99,-16.89
19,2001-07-31,1110.0,1315.0,1159.0,1015.0,1730.0,1158.0,650.0,1110.0,1072.0,1015.0,-1.252945252945253,-18.08,0.45,8.82,14.43,99054.0,0.0556,0.033,0.0632,0.0433,4.77,-11.55
20,2001-08-31,1385.0,1435.0,1194.0,1100.0,1730.0,1157.0,650.0,1435.0,1317.0,1170.0,-0.5463414634146343,-4.48,50.54,22.57,8.2,1638094.0,0.0582,0.0632,0.0629,0.0446,4.54,24.77
21,2001-09-30,865.0,1440.0,1074.0,845.0,1730.0,1136.0,650.0,900.0,873.0,855.0,0.8041397153945666,-31.08,-33.2,-1.14,-38.65,273880.0,0.0521,0.0745,0.0616,0.06,4.0,-35.69
22,2001-10-31,740.0,865.0,749.0,675.0,1730.0,1109.0,650.0,780.0,756.0,740.0,5.265402843601896,-33.33,-45.39,-5.13,-6.33,76144.0,0.0543,0.0499,0.0618,0.0638,4.02,-14.45
23,2001-11-30,900.0,935.0,844.0,745.0,1730.0,1097.0,650.0,915.0,869.0,825.0,8.751173708920188,-37.28,-38.98,-3.23,-4.26,78016.0,0.0542,0.0595,0.0587,0.0619,4.04,21.62
24,2001-12-31,970.0,1215.0,1001.0,900.0,1730.0,1106.0,675.0,1215.0,1061.0,970.0,0.2917567892333574,12.14,-22.71,-20.16,41.61,229342.0,0.0589,0.0678,0.0598,0.0581,4.01,16.17
25,2002-01-31,1050.0,1070.0,1021.0,985.0,1730.0,1116.0,675.0,1050.0,1031.0,1020.0,-8.41164658634538,41.89,-5.41,-0.94,-4.98,258883.0,0.059,0.0324,0.0569,0.0534,3.98,8.25
26,2002-02-28,835.0,1050.0,971.0,800.0,1730.0,1120.0,675.0,965.0,877.0,800.0,-0.0,0.0,-37.92,-14.36,-9.24,170704.0,0.0543,0.0286,0.0557,0.0465,4.01,-18.93
27,2002-03-31,1070.0,1150.0,979.0,815.0,1730.0,1109.0,675.0,1150.0,1085.0,1050.0,-0.3688729874776387,10.31,23.7,-0.93,-27.95,457858.0,0.0501,0.0552,0.0527,0.0411,4.0,28.14
28,2002-04-30,1300.0,1655.0,1224.0,1000.0,1730.0,1087.0,675.0,1390.0,1284.0,1200.0,-6.608374384236454,26.83,75.68,-8.45,-4.06,956266.0,0.0566,0.0821,0.055,0.06,4.04,21.5
29,2002-05-31,1320.0,1500.0,1314.0,1240.0,1655.0,1079.0,675.0,1445.0,1351.0,1300.0,-6.4749163879598655,58.08,46.67,-5.38,-8.97,387504.0,0.0537,0.0403,0.0535,0.0593,4.28,1.54
30,2002-06-30,990.0,1500.0,1222.0,950.0,1655.0,1062.0,675.0,1190.0,1039.0,950.0,0.3541666666666667,-7.48,2.06,-17.5,-21.12,629583.0,0.0583,0.085,0.058,0.0716,4.26,-28.78
31,2002-07-31,885.0,1310.0,1024.0,845.0,1655.0,1050.0,675.0,885.0,867.0,850.0,1.5747409965466208,-31.92,-15.71,3.51,-20.27,3509989.0,0.0644,0.0736,0.0611,0.0686,4.27,-10.61
32,2002-08-31,820.0,880.0,834.0,805.0,1655.0,1020.0,675.0,840.0,819.0,805.0,0.8614092393840411,-36.92,-1.8,-0.61,-42.86,812825.0,0.0626,0.0208,0.0587,0.0656,4.28,-4.65
33,2002-09-30,645.0,940.0,766.0,645.0,1655.0,993.0,645.0,740.0,701.0,645.0,1.3704286276051907,-34.85,-39.72,-12.84,-25.43,955833.0,0.0633,0.0541,0.0568,0.0532,4.28,-21.34
34,2002-10-31,620.0,655.0,608.0,575.0,1655.0,979.0,575.0,655.0,624.0,600.0,1.8458692971639952,-29.94,-52.31,3.33,-16.22,1287208.0,0.0551,0.0322,0.0555,0.0372,4.28,-3.88
35,2002-11-30,600.0,630.0,606.0,590.0,1655.0,960.0,575.0,605.0,601.0,600.0,1.0,-27.27,-53.85,0.84,-27.27,632470.0,0.0528,0.0138,0.0533,0.031,4.28,-8.4
36,2002-12-31,360.0,610.0,511.0,360.0,1655.0,921.0,360.0,430.0,399.0,360.0,0.7026554301160757,-44.19,-63.64,-16.28,-62.89,664562.0,0.0428,0.0366,0.0513,0.0308,4.52,-40.0
37,2003-01-31,405.0,445.0,412.0,370.0,1655.0,869.0,360.0,405.0,386.0,370.0,0.581914366010911,-35.2,-52.91,1.25,-60.49,430348.0,0.0384,0.0502,0.0527,0.0399,4.34,12.5
38,2003-02-28,405.0,460.0,417.0,385.0,1655.0,825.0,360.0,405.0,395.0,385.0,0.6310679611650486,-32.5,-51.79,1.25,-51.5,564701.0,0.0374,0.0316,0.0525,0.0431,4.27,5.19
39,2003-03-31,285.0,395.0,318.0,250.0,1655.0,770.0,250.0,300.0,294.0,285.0,0.28394220283533256,-20.83,-55.81,-12.31,-73.36,1116070.0,0.0454,0.0763,0.0543,0.0521,4.27,-29.63
40,2003-04-30,275.0,320.0,285.0,260.0,1500.0,689.0,250.0,305.0,279.0,270.0,0.4071020925808498,-32.1,-56.0,-11.29,-78.85,1724047.0,0.0469,0.0427,0.0503,0.0531,4.26,-8.33
41,2003-05-31,290.0,320.0,297.0,275.0,1500.0,606.0,250.0,310.0,301.0,290.0,0.365555412537006,-28.4,-51.67,-7.94,-77.69,1273932.0,0.0483,0.0306,0.05,0.0532,4.01,5.45
42,2003-06-30,1685.0,1865.0,601.0,280.0,1865.0,558.0,250.0,1865.0,1467.0,315.0,0.25436970338983056,-19.21,-32.68,-23.06,-75.52,331040.0,0.0464,0.0462,0.0458,0.0403,4.1,-16.43
