,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,relativeMA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,9500,11600,10223,8620,20500,15949,8620,9500,9112,8620,0.9751835907824765,-38.51,-41.36,-1.55,-39.49,187482,0.0369,0.0361,0.0326,0.0361,4.79,-17.39
1,2000-01-31,10100,10100,8803,7850,20500,15293,7850,10100,9726,9200,0.6105990783410139,-18.55,-40.59,13.48,-30.38,306210,0.0357,0.0368,0.0331,0.0354,4.78,6.32
2,2000-02-29,6920,10200,8069,6600,20500,14660,6600,7250,6948,6720,0.7056567593480345,-36.8,-62.99,4.85,-52.15,158024,0.0375,0.0432,0.0346,0.0392,5.07,-30.1
3,2000-03-31,7100,9060,8016,7100,20500,13866,6600,7690,7302,7100,0.46570796460176994,-25.26,-51.37,-12.35,-54.24,173290,0.0382,0.0483,0.0364,0.0435,5.05,2.6
4,2000-04-30,5260,7170,6415,5130,20500,13060,5130,6230,5686,5130,0.6968480523342253,-46.87,-56.89,-14.75,-67.26,296428,0.0397,0.0379,0.0372,0.0437,5.06,-29.96
5,2000-05-31,4900,5430,4820,4080,20500,12015,4080,5430,4858,4390,0.41628636622932114,-29.19,-57.76,2.08,-70.12,243820,0.0468,0.0706,0.0411,0.0537,5.12,-6.84
6,2000-06-30,5000,5800,5178,4805,20500,11068,4080,5200,5078,5000,0.43814585178624155,-29.68,-47.37,1.73,-67.74,58200,0.0477,0.0414,0.0424,0.0519,5.16,1.01
7,2000-07-31,4900,6100,5334,4810,20500,10042,4080,4900,4860,4810,0.0960944085417252,-6.84,-51.49,-2.0,-71.18,138936,0.0483,0.0419,0.0422,0.0524,5.13,-2.0
8,2000-08-31,4760,5340,4965,4760,18200,8776,4080,4950,4882,4760,0.0385081459539518,-2.86,-31.21,-1.65,-74.27,55976,0.0451,0.0285,0.0416,0.0345,5.12,-2.86
9,2000-09-30,4330,4820,4513,4060,14950,7814,4060,4330,4253,4145,0.18788558609085812,-13.4,-39.01,6.65,-71.32,44874,0.0429,0.0238,0.0418,0.0318,5.09,-12.53
10,2000-10-31,4120,4760,4441,4110,14000,7007,4060,4310,4171,4110,0.23843043282911489,-15.92,-21.67,-6.58,-66.77,51772,0.0411,0.0252,0.0402,0.0253,5.37,-4.85
11,2000-11-30,4630,4890,4530,4200,11600,6248,4060,4775,4709,4630,0.060575802962223334,-3.64,-6.46,-5.32,-60.09,77676,0.0307,0.0279,0.04,0.0267,5.32,12.65
12,2000-12-31,4990,4990,4679,4510,10200,5837,4060,4990,4801,4700,-0.42240627724498686,19.38,-1.96,3.96,-45.88,158866,0.0286,0.0185,0.0391,0.025,6.08,5.27
13,2001-01-31,5650,5990,5402,4590,10200,5528,4060,5960,5686,5600,-0.8429414434861552,37.14,15.31,-5.2,-44.06,126714,0.0294,0.0457,0.04,0.0326,5.27,13.23
14,2001-02-28,6000,6000,5659,5390,9060,5327,4060,6000,5750,5600,-2.394957983193277,25.65,21.33,6.38,-10.71,137698,0.0287,0.0232,0.0384,0.0307,5.06,6.95
15,2001-03-31,5610,6040,5572,5100,7170,5120,4060,5800,5634,5520,-0.5886255924170616,12.42,29.56,-2.26,-21.1,144086,0.0301,0.0332,0.0371,0.0348,4.96,-6.5
16,2001-04-30,6840,6840,5711,5430,6840,5070,4060,6840,5998,5620,0.737017310252996,22.14,66.42,21.71,30.04,284802,0.0323,0.0386,0.0369,0.0322,5.01,21.93
17,2001-05-31,7550,7640,7217,6690,7640,5284,4060,7640,7576,7480,0.4776257396449704,25.83,63.07,3.0,54.08,193240,0.0326,0.0255,0.0323,0.0347,5.01,10.38
18,2001-06-30,9900,10300,9455,7810,10300,5636,4060,10250,9896,9580,0.8096938775510204,79.35,98.4,-1.98,98.0,178352,0.0346,0.0383,0.0321,0.0361,4.99,30.61
19,2001-07-31,8180,9920,8587,7800,10300,5924,4060,8250,8096,7810,0.2926501344487601,19.59,44.78,3.54,66.94,42536,0.0317,0.0203,0.0306,0.0295,4.77,-17.37
20,2001-08-31,6410,8350,7806,6410,10300,6185,4060,7720,7196,6410,-0.43566070398153495,-15.1,6.83,-17.82,34.66,152022,0.0327,0.0244,0.0306,0.0244,4.54,-21.64
21,2001-09-30,6590,7020,6298,5570,10300,6311,4110,6590,6328,6210,-0.6210001916075876,-32.41,19.17,7.15,52.19,100000,0.0359,0.0512,0.0329,0.0351,4.0,-14.08
22,2001-10-31,6810,7100,6905,6780,10300,6530,4200,6950,6878,6800,-0.25654771021595957,-16.75,-0.44,-2.01,65.29,44494,0.0319,0.0157,0.0326,0.0341,4.02,3.34
