,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,3615,6570,4728,3615,13300,4611,1480,4100,3888,3615,-30.48,-60.71,3.29,-15.73,-51.8,12902,0.0825,0.0948,0.0679,0.0686,4.79,-30.48
1,2000-01-31,3200,4100,3424,2700,13300,4757,1490,3250,3152,3010,-11.48,-47.97,-36.25,-0.62,-57.05,5484,0.0789,0.0691,0.0673,0.075,4.78,-11.48
2,2000-02-29,4000,4000,3470,3180,13300,4875,2700,4000,3810,3550,23.08,-33.11,-25.23,11.11,-46.31,10192,0.0728,0.0456,0.0682,0.0726,5.07,23.08
3,2000-03-31,5110,6300,4914,4010,13300,4851,2700,5800,5436,5110,27.75,41.36,-31.87,-2.11,3.23,17866,0.0719,0.0927,0.0718,0.0741,5.05,27.75
4,2000-04-30,4200,5860,4711,3995,13300,4881,2700,4450,4288,4180,-26.32,29.23,-32.15,-2.1,13.51,2996,0.0743,0.0654,0.0737,0.0734,5.06,-26.32
5,2000-05-31,4850,5700,5167,4300,13300,5015,2700,5200,4923,4680,15.48,21.25,-16.38,-3.0,43.07,7592,0.074,0.0564,0.0743,0.0758,5.12,15.48
6,2000-06-30,5500,6060,5131,4550,13300,5157,2700,5750,5558,5300,10.33,2.23,52.14,10.0,66.41,9348,0.0688,0.0716,0.0761,0.0639,5.16,10.33
7,2000-07-31,4220,5360,4968,4205,13300,5234,2700,4800,4491,4205,-23.27,0.48,31.88,-12.08,-15.94,4690,0.0654,0.037,0.0723,0.0567,5.13,-23.27
8,2000-08-31,4460,5240,4503,4160,13300,5250,2700,5240,4529,4160,5.69,-8.04,11.5,1.83,-30.09,14384,0.0659,0.0632,0.0715,0.0599,5.12,5.69
9,2000-09-30,4600,5950,4904,4210,7500,4843,2700,4600,4430,4210,0.33,-13.21,-20.69,-6.12,-44.58,25398,0.0675,0.1099,0.0698,0.0714,5.09,0.33
10,2000-10-31,3800,4400,4215,3800,6570,4633,2700,4250,4092,3800,-17.39,-9.95,-9.52,-8.43,-38.21,3714,0.062,0.0269,0.0683,0.0688,5.37,-17.39
11,2000-11-30,4150,4590,4136,3900,6570,4508,2700,4590,4422,4150,0.97,-20.8,-16.75,3.75,-28.45,12142,0.0631,0.0412,0.0681,0.0666,5.32,0.97
12,2000-12-31,3690,4590,3926,3415,6300,4437,2700,3900,3607,3415,-17.08,-18.9,-35.83,-5.38,-5.38,8436,0.0616,0.0653,0.0652,0.0505,6.08,-17.08
13,2001-01-31,4000,4200,3786,3390,6300,4477,3180,4200,4104,4000,8.4,5.26,-5.21,-2.44,25.0,11556,0.0637,0.0585,0.0645,0.0585,5.27,8.4
14,2001-02-28,4350,4580,4156,3920,6300,4534,3390,4350,4196,4120,5.58,-5.23,3.57,4.82,11.54,13254,0.0644,0.048,0.0645,0.0564,5.06,5.58
15,2001-03-31,4010,4300,4101,3960,6060,4468,3390,4050,4004,3960,-7.82,8.67,-12.83,0.25,-25.46,5638,0.0471,0.0144,0.058,0.0436,4.96,-7.82
