,Date,riskfree,activity,MA1M,actualreturn
15,2001-03-31,4.96,1.175377321797175e-05,49.09,49.09
16,2001-04-30,5.01,1.1886147642375386e-05,21.95,21.95
17,2001-05-31,5.01,9.306093325200743e-06,18.5,18.5
18,2001-06-30,4.99,-8.616287755291092e-07,18.96,18.96
19,2001-07-31,4.77,2.3020724552067117e-06,-12.42,-12.42
20,2001-08-31,4.54,-1.4410246179738212e-05,-21.63,-21.63
21,2001-09-30,4.0,6.693079304020568e-06,-1.03,-1.03
22,2001-10-31,4.02,1.5766070112478917e-05,8.81,8.81
23,2001-11-30,4.04,2.435853647457993e-06,12.4,12.4
24,2001-12-31,4.01,-1.2877297420785241e-05,-2.31,-2.31
25,2002-01-31,3.98,6.9162866727060055e-06,14.33,14.33
26,2002-02-28,4.01,1.1891300600947647e-05,21.09,21.09
27,2002-03-31,4.0,8.710452534011231e-06,3.37,3.37
28,2002-04-30,4.04,2.689747914295706e-06,-3.26,-3.26
29,2002-05-31,4.28,-8.679292175182975e-06,-13.03,-13.03
30,2002-06-30,4.26,4.291514529100173e-06,8.67,8.67
31,2002-07-31,4.27,-1.5275555697990084e-05,-14.45,-14.45
32,2002-08-31,4.28,-1.9782753432359014e-05,-3.4,-3.4
33,2002-09-30,4.28,9.597836222323446e-06,-7.86,-7.86
34,2002-10-31,4.28,-9.507971553809475e-06,-4.12,-4.12
35,2002-11-30,4.28,1.2977315555909303e-05,16.77,16.77
36,2002-12-31,4.52,1.6536225529324253e-05,-10.26,-10.26
37,2003-01-31,4.34,8.308955837880488e-06,24.71,24.71
38,2003-02-28,4.27,8.073528883261822e-06,7.78,7.78
39,2003-03-31,4.27,7.841293435058087e-06,5.33,5.33
40,2003-04-30,4.26,-2.5157054571956694e-06,7.89,7.89
41,2003-05-31,4.01,2.4308914350491303e-06,2.44,2.44
42,2003-06-30,4.1,-2.8540245378165936e-06,-3.81,-3.81
43,2003-07-31,3.75,3.5028823643452247e-06,-0.5,-0.5
44,2003-08-31,3.72,1.4625641370334246e-05,34.13,34.13
45,2003-09-30,3.77,1.2813306307195122e-05,-14.93,-14.93
