,Date,riskfree,MA1M,actualreturn
0,1999-12-31,4.79,-6.41,-6.41
1,2000-01-31,4.78,-11.6,-11.6
2,2000-02-29,5.07,-10.63,-10.63
3,2000-03-31,5.05,-6.99,-6.99
4,2000-04-30,5.06,-29.72,-29.72
5,2000-05-31,5.12,38.81,38.81
6,2000-06-30,5.16,16.05,16.05
7,2000-07-31,5.13,-11.35,-11.35
8,2000-08-31,5.12,-6.8,-6.8
9,2000-09-30,5.09,-7.53,-7.53
10,2000-10-31,5.37,-13.12,-13.12
11,2000-11-30,5.32,0.0,0.0
12,2000-12-31,6.08,-23.76,-23.76
13,2001-01-31,5.27,22.73,22.73
14,2001-02-28,5.06,3.85,3.85
15,2001-03-31,4.96,-17.99,-17.99
16,2001-04-30,5.01,-1.29,-1.29
17,2001-05-31,5.01,14.38,14.38
18,2001-06-30,4.99,-0.56,-0.56
19,2001-07-31,4.77,-12.92,-12.92
20,2001-08-31,4.54,3.23,3.23
21,2001-09-30,4.0,-19.77,-19.77
22,2001-10-31,4.02,4.23,4.23
23,2001-11-30,4.04,66.67,66.67
24,2001-12-31,4.01,-10.0,-10.0
25,2002-01-31,3.98,31.11,31.11
26,2002-02-28,4.01,-2.05,-2.05
27,2002-03-31,4.0,26.48,26.48
28,2002-04-30,4.04,-20.66,-20.66
29,2002-05-31,4.28,-15.63,-15.63
30,2002-06-30,4.26,-20.0,-20.0
31,2002-07-31,4.27,-0.91,-0.91
32,2002-08-31,4.28,4.07,4.07
33,2002-09-30,4.28,-12.61,-12.61
34,2002-10-31,4.28,0.0,0.0
35,2002-11-30,4.28,-0.49,-0.49
36,2002-12-31,4.52,-10.29,-10.29
37,2003-01-31,4.34,-3.83,-3.83
38,2003-02-28,4.27,3.41,3.41
39,2003-03-31,4.27,-5.49,-5.49
40,2003-04-30,4.26,13.41,13.41
41,2003-05-31,4.01,0.54,0.54
42,2003-06-30,4.1,-0.53,-0.53
43,2003-07-31,3.75,38.17,38.17
44,2003-08-31,3.72,-9.92,-9.92
45,2003-09-30,3.77,-3.67,-3.67
46,2003-10-31,3.84,0.0,0.0
47,2003-11-30,3.78,7.91,7.91
48,2003-12-31,3.97,-1.72,-1.72
49,2004-01-31,3.78,-0.88,-0.88
50,2004-02-29,3.78,4.02,4.02
51,2004-03-31,3.74,-2.58,-2.58
52,2004-04-30,3.76,8.81,8.81
53,2004-05-31,3.77,-7.69,-7.69
