,Date,riskfree,kospi200,professionalism,pbr,activity,actualreturn,mktcap
0,1999-12-31,4.79,11.18,26094.830958536633,1.72493,-1.3648576645129925e-05,-15.92,102886
1,2000-01-31,4.78,-8.41,15771.577130727135,1.24168,-4.20394571411535e-06,-4.41,81498
2,2000-02-29,5.07,-13.36,16762.22728130306,1.37972,1.0278904879313644e-05,11.58,79505
3,2000-03-31,5.05,4.71,24987.899651289088,1.14817,-2.5971629577074013e-06,-16.79,87465
4,2000-04-30,5.06,-17.96,8911.365659551488,0.98141,3.0672376772884643e-07,-21.95,70366
5,2000-05-31,5.12,1.68,5001.350067513762,0.83159,2.4230898081348477e-06,-15.25,57766
6,2000-06-30,5.16,12.61,20870.069681890884,1.04142,-3.1182162513584795e-07,33.78,56270
7,2000-07-31,5.13,-14.44,16180.174650161463,0.85662,3.1004252116192095e-06,-17.75,63172
8,2000-08-31,5.12,-3.14,7540.528244378217,0.92399,5.120397526743064e-06,7.9,59056
9,2000-09-30,5.09,-17.36,7257.281638304212,0.79257,1.563939264241378e-05,-20.91,57059
10,2000-10-31,5.37,-16.2,18587.367213852034,0.70017,-2.8444794813904683e-06,-11.66,53364
11,2000-11-30,5.32,-0.81,6097.337103448276,0.67698,3.1330014482123203e-06,-7.47,47125
12,2000-12-31,6.08,-4.36,4270.534255736193,0.60004,1.3332129705203435e-05,-13.18,43365
13,2001-01-31,5.27,23.09,17049.835701814485,0.62637,-2.6002849411259303e-06,26.68,45247
14,2001-02-28,5.06,-7.49,24289.652986900037,0.78076,6.97878390724753e-06,23.6,55191
15,2001-03-31,4.96,-9.68,8078.227836304026,0.81504,2.015583529850806e-05,4.4,60087
16,2001-04-30,5.01,11.19,5062.145633971292,0.74982,-3.879101105627214e-06,-8.03,56848
17,2001-05-31,5.01,5.02,13396.121699602993,0.88268,3.015326409421844e-06,17.74,67757
18,2001-06-30,4.99,-7.17,15085.341595878012,0.97823,3.421138577602294e-06,7.04,78991
19,2001-07-31,4.77,-8.5,8023.429019573189,0.86873,-5.858079422730541e-06,-11.18,67899
20,2001-08-31,4.54,0.66,5932.160328973324,0.73587,-5.770572083373076e-06,-15.31,65902
21,2001-09-30,4.0,-17.28,7335.231696460366,0.69492,8.879280399260682e-06,-16.71,56164
22,2001-10-31,4.02,12.78,12835.461772349714,0.82596,-1.1959189846937907e-05,18.83,58871
23,2001-11-30,4.04,20.45,18757.814780912366,0.83658,-4.6122142457043015e-06,3.17,66640
24,2001-12-31,4.01,10.41,17051.869888748643,0.90088,-7.381481667661366e-06,6.33,68134
25,2002-01-31,3.98,6.92,28356.20543754578,0.945,-4.9854653108723056e-06,13.33,69627
26,2002-02-28,4.01,10.36,43580.95562413816,0.92928,6.96741675112621e-07,12.23,76145
27,2002-03-31,4.0,8.98,35922.909590775795,1.15163,-6.202217467841632e-07,23.93,90024
28,2002-04-30,4.04,-4.87,21710.25117336212,0.83382,-5.002310094938653e-06,-27.59,87995
29,2002-05-31,4.28,-5.25,12554.344435681493,0.61849,-1.1405323784721502e-05,-25.83,71006
30,2002-06-30,4.26,-12.73,13814.89642228739,0.71479,-1.0211822407052087e-05,-5.76,59675
31,2002-07-31,4.27,-3.77,18449.606505538082,0.6373,-3.4251719303361817e-06,-10.83,58504
