,Date,riskfree,activity,MA1M,actualreturn
0,1999-12-31,4.79,-1.8372821549222308e-05,-22.3,-22.3
1,2000-01-31,4.78,1.2790042571673244e-05,44.84,44.84
2,2000-02-29,5.07,-9.678124827535303e-07,-12.89,-12.89
3,2000-03-31,5.05,6.352248680481014e-07,11.91,11.91
4,2000-04-30,5.06,-1.2233311979687948e-05,-8.61,-8.61
5,2000-05-31,5.12,-2.3499919291189416e-05,-22.46,-22.46
6,2000-06-30,5.16,4.480831874743532e-06,0.0,0.0
7,2000-07-31,5.13,2.748723181344704e-06,-1.45,-1.45
8,2000-08-31,5.12,-7.312120272967566e-06,-2.25,-2.25
9,2000-09-30,5.09,-5.631258351335771e-06,10.4,10.4
10,2000-10-31,5.37,1.265947539327845e-06,-27.35,-27.35
11,2000-11-30,5.32,-4.976323951640249e-06,-12.32,-12.32
12,2000-12-31,6.08,1.694901256427019e-06,4.11,4.11
13,2001-01-31,5.27,-8.263168506139652e-06,18.29,18.29
14,2001-02-28,5.06,2.6663400204929043e-06,9.01,9.01
15,2001-03-31,4.96,-9.068219622749254e-06,-15.82,-15.82
16,2001-04-30,5.01,-9.766357306602057e-06,-0.48,-0.48
17,2001-05-31,5.01,-1.1789452662053972e-06,17.54,17.54
18,2001-06-30,4.99,1.076795301641764e-05,30.39,30.39
19,2001-07-31,4.77,-5.125980346097747e-06,5.61,5.61
20,2001-08-31,4.54,-7.966571370416834e-06,-11.59,-11.59
21,2001-09-30,4.0,-2.2708266774463246e-06,-9.85,-9.85
22,2001-10-31,4.02,5.977216895858913e-06,2.08,2.08
23,2001-11-30,4.04,9.836384127936328e-06,28.22,28.22
24,2001-12-31,4.01,1.5304177604365203e-05,21.61,21.61
25,2002-01-31,3.98,1.0393505052352316e-05,33.99,33.99
26,2002-02-28,4.01,1.69492900125514e-05,57.71,57.71
27,2002-03-31,4.0,1.9955969759332804e-05,20.61,20.61
28,2002-04-30,4.04,-4.9991089052303325e-06,-31.45,-31.45
29,2002-05-31,4.28,7.194308353238444e-06,-7.43,-7.43
30,2002-06-30,4.26,-1.714267588438459e-05,-29.22,-29.22
31,2002-07-31,4.27,2.260072247373812e-06,20.28,20.28
32,2002-08-31,4.28,2.108809772310776e-05,11.69,11.69
33,2002-09-30,4.28,4.964879157751564e-06,-21.22,-21.22
34,2002-10-31,4.28,1.3473972921896408e-05,4.8,4.8
35,2002-11-30,4.28,-1.992501317889342e-05,0.0,0.0
36,2002-12-31,4.52,-6.581116272439933e-07,-15.73,-15.73
37,2003-01-31,4.34,-3.5441428441850345e-05,-17.68,-17.68
38,2003-02-28,4.27,-3.640336508598638e-06,3.52,3.52
