,Date,riskfree,kospi200,professionalism,pbr,activity,indireturn,indistd,actualreturn,indexreturn
99,2008-03-31,4.94,4.37,10.324372238347276,2.1499,-0.22702818341322623,56.74,0.0507,7.72,0.37
100,2008-04-30,4.98,0.37,5.674396216831597,2.36903,0.5868387363404506,7.72,0.0439,10.8,7.97
101,2008-05-31,4.95,7.97,12.105289465659396,2.71253,0.9481416273696212,10.8,0.0219,14.5,1.05
102,2008-06-30,5.04,1.05,7.154554830098532,2.68291,0.3361044195053626,14.5,0.0373,-1.09,-10.08
103,2008-07-31,5.01,-10.08,7.051087578775656,2.51717,-1.020230888145624,-1.09,0.0316,-6.18,-4.4
104,2008-08-31,5.03,-4.4,9.392696583856731,2.52303,-3.8802167258933378,-6.18,0.0332,-0.93,-5.47
105,2008-09-30,5.25,-5.47,4.811442756787545,2.17366,0.4000993307320289,-0.93,0.0296,-13.85,-1.24
106,2008-10-31,5.22,-1.24,7.676077517093061,1.37401,-0.5022442185317304,-13.85,0.0364,-36.78,-20.96
107,2008-11-30,4.14,-20.96,6.4761860614207425,0.86477,-0.49732937611044437,-36.78,0.0957,-19.51,6.22
108,2008-12-31,3.99,6.22,5.946144507196774,0.94749,-0.21218680425819156,-19.51,0.0618,9.59,4.05
109,2009-01-31,3.02,4.05,7.455626695670161,1.2406,0.12066117362169201,9.59,0.0376,17.25,3.4
110,2009-02-28,2.41,3.4,19.741025368202948,1.17575,-1.1936890741705815,17.25,0.0493,-8.35,-2.6
111,2009-03-31,1.87,-2.6,19.716586128039435,1.63328,-0.11992284297852314,-8.35,0.041,38.92,13.72
112,2009-04-30,1.73,13.72,35.195742696211276,3.01536,0.5579245738757986,38.92,0.0575,85.37,12.09
113,2009-05-31,1.85,12.09,19.201167060965908,3.07464,0.8325489829956837,85.37,0.0495,1.09,3.85
114,2009-06-30,1.96,3.85,15.156152379741672,2.48611,0.35204264298364507,1.09,0.0439,-19.14,0.16
115,2009-07-31,1.96,0.16,9.582822563143749,2.53916,-0.26138922921228097,-19.14,0.0405,2.13,13.39
116,2009-08-31,1.95,13.39,14.112973726474554,2.02989,-0.8522413726132808,2.13,0.0505,-20.05,2.21
117,2009-09-30,1.99,2.21,6.549877957755269,1.73906,0.023796380258993128,-20.05,0.0395,-14.05,5.93
118,2009-10-31,2.0,5.93,6.0557056158419345,1.6002,-0.14462502103408767,-14.05,0.0279,-7.98,-5.89
119,2009-11-30,2.01,-5.89,18.39208357986545,1.77869,-0.9928493665472701,-7.98,0.043,11.16,-1.0
120,2009-12-31,2.01,-1.0,17.153072298214656,1.87793,0.11879484376824603,11.16,0.0444,5.58,8.36
121,2010-01-31,2.01,8.36,25.668761422702882,1.47479,-0.013683262257272283,5.58,0.032,-5.66,-4.54
122,2010-02-28,2.0,-4.54,10.966411650239682,1.30359,-0.4400644902496093,-5.66,0.0479,-18.75,-3.04
123,2010-03-31,2.01,-3.04,10.54815912984979,1.46281,-0.16847540235797617,-18.75,0.0316,12.22,6.34
124,2010-04-30,2.0,6.34,5.411246430353926,1.32725,-0.07779714751964653,12.22,0.022,-10.71,2.87
125,2010-05-31,2.0,2.87,5.5680385037509526,1.11719,-0.31012422271397955,-10.71,0.0206,-15.82,-5.97
126,2010-06-30,2.0,-5.97,2.9164164188243524,1.24457,0.5118189523433212,-15.82,0.0355,18.81,3.04
127,2010-07-31,2.03,3.04,3.689976705275874,1.07133,0.011443119418926864,18.81,0.0196,-13.93,3.8
128,2010-08-31,2.28,3.8,3.198968167837038,0.88844,-1.5912185598528867,-13.93,0.0162,-17.07,-1.06
129,2010-09-30,2.28,-1.06,3.6902256150891737,0.9755,0.04786865185569793,-17.07,0.0201,7.12,7.12
130,2010-10-31,2.27,7.12,44.60659731491096,1.50401,0.057660446608300726,7.12,0.0225,54.36,0.29
131,2010-11-30,2.26,0.29,19.93998264914007,1.06753,-0.06483426055285986,54.36,0.0602,-29.02,2.74
132,2010-12-31,2.51,2.74,21.02738776730795,1.46281,0.0642219203494378,-29.02,0.0411,37.02,8.63
