,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,3690,5720,4339,3690,13050,6909,3690,4050,3902,3690,-33.51,-41.61,-10.0,-50.14,370298,0.052,0.0697,0.0493,0.0559,4.79,-16.14
1,2000-01-31,3300,3980,3444,3020,10000,6429,3020,3440,3300,3130,-34.0,-51.47,9.27,-63.13,374672,0.0483,0.0469,0.045,0.0563,4.78,-10.57
2,2000-02-29,4070,4715,3341,2815,10000,6095,2815,4715,4019,3400,-5.35,-38.98,37.5,-42.68,1317240,0.0544,0.0738,0.0483,0.0641,5.07,20.06
3,2000-03-31,3750,6320,4603,3610,10000,5829,2815,4420,3992,3610,1.63,-26.47,-17.94,-51.61,542506,0.0641,0.0847,0.0538,0.0714,5.05,-7.86
4,2000-04-30,2900,3750,3210,2680,10000,5441,2680,3240,3028,2870,-14.45,-40.39,-7.64,-69.02,323686,0.0672,0.0672,0.0558,0.0769,5.06,-32.24
5,2000-05-31,2520,3610,2666,2000,8600,4958,2000,2520,2290,2070,-38.08,-43.88,18.87,-64.76,503482,0.0725,0.0865,0.0596,0.0806,5.12,-13.1
6,2000-06-30,2340,2710,2418,2200,8600,4572,2000,2440,2388,2340,-35.18,-36.59,1.3,-62.5,348346,0.0692,0.0446,0.0607,0.0674,5.16,0.43
7,2000-07-31,2165,2980,2499,2165,7590,4175,2000,2225,2202,2165,-25.34,-34.39,-0.23,-68.16,166872,0.0701,0.0517,0.0598,0.0632,5.13,-7.48
8,2000-08-31,2150,2400,2240,2070,6320,3761,2000,2260,2215,2150,-14.68,-47.17,-5.7,-66.87,146148,0.0627,0.0276,0.0589,0.0398,5.12,-0.69
9,2000-09-30,1855,2320,2009,1740,6320,3460,1740,1860,1833,1790,-21.06,-52.44,6.61,-65.2,164834,0.0552,0.0382,0.0596,0.0402,5.09,-16.63
10,2000-10-31,1650,2245,2012,1650,6320,3183,1650,2075,1845,1650,-23.79,-43.1,-19.71,-67.0,440982,0.0525,0.0505,0.0597,0.0393,5.37,-11.05
11,2000-11-30,1560,1880,1719,1560,6320,2865,1560,1715,1640,1560,-29.41,-33.05,-5.74,-65.26,132686,0.04,0.0305,0.0587,0.041,5.32,-11.86
12,2000-12-31,1370,1670,1558,1350,6320,2659,1350,1570,1442,1350,-24.31,-42.68,-12.74,-64.87,194470,0.0389,0.0282,0.056,0.0379,6.08,-17.96
13,2001-01-31,1850,2170,1746,1370,6320,2514,1350,1930,1864,1830,12.12,-14.55,1.09,-43.94,552526,0.0427,0.0647,0.0579,0.0467,5.27,35.04
14,2001-02-28,1815,1930,1810,1680,6320,2386,1350,1845,1813,1800,8.68,-19.69,-1.36,-61.51,279304,0.0453,0.0476,0.0555,0.0498,5.06,-1.36
15,2001-03-31,1520,1730,1601,1520,3750,2123,1350,1590,1552,1520,10.95,-18.06,-1.94,-57.89,204242,0.044,0.0245,0.0499,0.0494,4.96,-16.25
16,2001-04-30,1625,1690,1552,1385,3610,1991,1350,1625,1604,1585,-13.1,-8.19,1.56,-43.97,226680,0.0428,0.0411,0.0476,0.0393,5.01,6.91
17,2001-05-31,1760,1900,1764,1675,2980,1914,1350,1900,1841,1760,-3.03,12.82,-4.86,-30.16,349594,0.0415,0.027,0.0415,0.0315,5.01,8.31
