,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,relativeMA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,7410,10500,8442,7200,22400,14890,7200,7430,7372,7200,0.9377697024755848,-41.29,-48.94,-5.24,-44.03,731114,0.0497,0.0707,0.0445,0.0606,4.79,-24.39
1,2000-01-31,7640,7790,6828,5510,22400,14125,5510,7640,7334,6860,0.46360895779500433,-21.53,-55.39,14.54,-46.44,2428556,0.0517,0.0547,0.0453,0.0618,4.78,3.1
2,2000-02-29,7800,8100,7336,6190,22400,13512,5510,7800,7596,7360,0.3439030076941012,-14.75,-53.23,21.88,-42.89,1721592,0.0544,0.055,0.0467,0.0599,5.07,5.26
3,2000-03-31,8800,10100,8518,7300,22400,12925,5510,9010,8906,8770,-0.5440835266821347,18.76,-27.69,-1.12,-34.48,483782,0.0557,0.0515,0.0482,0.0522,5.05,12.82
4,2000-04-30,5600,9230,7586,5400,22400,12256,5400,7050,6204,5400,0.3787596899224806,-24.43,-44.53,-22.22,-64.5,1419436,0.0594,0.0637,0.0508,0.0574,5.06,-37.85
5,2000-05-31,4900,5780,4845,3800,22400,11407,3800,4945,4444,3800,0.6050447518307567,-37.18,-48.37,13.95,-61.45,3874188,0.063,0.081,0.0547,0.0664,5.12,-12.5
6,2000-06-30,4680,6000,4977,4260,22400,10561,3800,4905,4721,4550,0.7107589149649497,-46.64,-36.84,-0.43,-65.62,455530,0.0626,0.0672,0.0572,0.0712,5.16,7.09
7,2000-07-31,4040,5350,4639,3960,19500,9336,3800,4110,4052,3960,0.3646119617851067,-27.86,-47.12,-3.0,-76.41,405718,0.0605,0.0358,0.0557,0.064,5.13,-13.68
8,2000-08-31,4170,4445,4247,3960,17500,8067,3800,4415,4349,4170,0.19978546527219093,-14.9,-46.54,0.0,-74.58,462122,0.0578,0.0325,0.0556,0.0431,5.12,3.22
9,2000-09-30,3385,4370,3679,3115,14450,7179,3115,3445,3351,3250,0.3556543484301195,-25.6,-62.39,8.67,-71.98,335876,0.0556,0.035,0.0559,0.0342,5.09,-23.24
10,2000-10-31,2310,3370,2954,2310,14450,6315,2310,2900,2673,2310,0.5614265110790613,-42.82,-58.75,-22.22,-76.27,330156,0.0519,0.0405,0.0558,0.0361,5.37,-31.76
11,2000-11-30,2920,3260,2891,2600,10500,5531,2310,3080,2944,2790,0.4792719919110212,-33.18,-33.18,9.98,-69.23,355492,0.042,0.0504,0.055,0.0458,5.32,14.73
12,2000-12-31,3050,3080,2960,2790,10100,5127,2310,3050,2892,2790,0.11182868796736913,-6.58,-35.52,3.39,-58.84,544204,0.0392,0.0295,0.0519,0.0439,6.08,9.32
13,2001-01-31,3205,3670,3158,2770,10100,4810,2310,3350,3275,3205,-0.6673557278208442,38.74,-20.67,-4.33,-58.05,755910,0.0453,0.0687,0.0533,0.0547,5.27,5.08
14,2001-02-28,2930,3165,2990,2820,10100,4448,2310,3165,3057,2930,0.07912266450040618,-4.87,-33.11,-4.25,-61.55,549488,0.0452,0.0314,0.0518,0.0457,5.06,-11.21
15,2001-03-31,2430,2720,2558,2320,9230,3935,2310,2695,2505,2400,0.2812283856688338,-20.33,-28.21,-6.72,-72.29,831564,0.0485,0.0557,0.0521,0.0531,4.96,-17.06
16,2001-04-30,2500,2790,2437,2210,6000,3527,2210,2550,2495,2430,0.42106213872832365,-23.31,-1.77,-1.38,-55.36,692660,0.0514,0.0576,0.0512,0.0493,5.01,2.88
17,2001-05-31,2960,2960,2661,2395,6000,3339,2210,2960,2845,2730,-0.025764081838848193,1.02,1.37,4.59,-39.59,1690784,0.0477,0.0368,0.047,0.0503,5.01,18.4
18,2001-06-30,2760,3160,2977,2700,5350,3175,2210,2910,2780,2700,-0.2643619725470259,10.4,-9.51,-8.0,-39.34,637338,0.0479,0.0356,0.0439,0.0377,4.99,-1.43
19,2001-07-31,2170,2840,2388,2000,4445,2982,2000,2170,2085,2000,0.2851587815942968,-13.2,-32.29,7.16,-46.29,482672,0.0421,0.0336,0.0438,0.0357,4.77,-21.38
20,2001-08-31,1915,2625,2314,1915,4190,2807,1915,2140,2032,1915,0.6527366863905325,-35.3,-34.64,-13.15,-54.08,475230,0.0437,0.0382,0.0442,0.034,4.54,-11.75
21,2001-09-30,1740,2165,1846,1400,3670,2672,1400,2070,1814,1700,0.7261588727792526,-35.56,-27.5,-19.63,-48.97,1559540,0.0467,0.0824,0.0485,0.0551,4.0,-18.69
22,2001-10-31,1720,1995,1829,1720,3670,2574,1400,1785,1750,1720,0.812059514487079,-20.74,-31.2,-3.91,-25.54,255176,0.0465,0.0351,0.0482,0.0553,4.02,-1.15
23,2001-11-30,2050,2120,1916,1750,3670,2488,1400,2120,2062,1990,-0.08392077878482712,2.5,-28.32,1.99,-29.79,1008230,0.0443,0.0288,0.0462,0.0531,4.04,19.19
24,2001-12-31,2490,3475,2679,2050,3670,2473,1400,2620,2436,2280,-2.3474945533769063,43.1,-7.78,6.41,-18.36,1584976,0.0564,0.0891,0.0519,0.0559,4.01,25.13
25,2002-01-31,2880,3180,2718,2370,3475,2441,1400,3180,2940,2800,-6.650887573964496,67.44,32.72,8.68,-10.14,3170707,0.0593,0.0555,0.051,0.063,3.98,15.66
26,2002-02-28,3255,3260,2968,2670,3475,2434,1400,3260,3218,3135,5.732191163210099,63.57,52.1,0.15,11.09,2140344,0.0592,0.0416,0.0516,0.0644,4.01,2.36
27,2002-03-31,5100,5100,3622,3010,5100,2519,1400,5100,4730,4230,1.0078846153846153,104.82,193.1,31.44,104.0,4953113,0.0549,0.0596,0.0521,0.0527,4.0,56.68
28,2002-04-30,3740,5230,4500,3655,5230,2695,1400,4300,3908,3655,0.6296370967741935,31.23,117.44,-16.98,49.6,918383,0.0595,0.0591,0.0529,0.0565,4.04,-26.67
29,2002-05-31,3645,4115,3749,3510,5230,2795,1400,4115,3754,3510,0.5177182368193605,11.98,77.8,0.28,23.14,1211706,0.0608,0.0515,0.054,0.0593,4.28,-2.54
30,2002-06-30,2630,3920,3141,2460,5230,2800,1400,2850,2628,2460,18.301158301158303,-47.4,5.62,-12.91,-2.59,399715,0.0537,0.0403,0.0544,0.0507,4.26,-26.54
31,2002-07-31,2900,3050,2754,2515,5230,2829,1400,2900,2666,2515,-0.6676575505350772,-22.46,0.69,11.32,33.64,540626,0.0513,0.0424,0.055,0.0453,4.27,10.27
32,2002-08-31,3180,3565,3118,2700,5230,2897,1400,3180,3124,3040,-0.32,-18.88,-2.3,2.58,59.0,1380582,0.0538,0.0582,0.0564,0.048,4.28,17.13
33,2002-09-30,1960,3240,2769,1960,5230,2977,1720,2730,2387,1960,-2.0158227848101267,-25.48,-61.57,-28.73,12.64,917435,0.0504,0.0477,0.0537,0.0509,4.28,-38.36
34,2002-10-31,2100,2205,2064,1785,5230,2989,1750,2170,2135,2090,-1.2489814395654142,-27.59,-43.85,-0.71,22.09,513289,0.0487,0.045,0.0542,0.0523,4.28,7.14
35,2002-11-30,2700,2825,2188,1975,5230,3013,1785,2825,2588,2235,-0.34559505409582686,-11.18,-34.39,33.66,32.35,1861224,0.0495,0.0547,0.0557,0.0514,4.28,25.29
36,2002-12-31,1850,2890,2480,1850,5230,2998,1785,2315,2022,1850,0.2182879377431907,-5.61,-29.66,-20.09,-25.7,1353317,0.0516,0.0562,0.0525,0.0525,4.52,-31.48
