,Date,riskfree,MA1M,actualreturn
253,2021-01-31,0.52,-13.66,-13.66
254,2021-02-28,0.59,-26.3,-26.3
255,2021-03-31,0.59,-18.01,-18.01
256,2021-04-30,0.49,15.19,15.19
257,2021-05-31,0.51,-12.85,-12.85
258,2021-06-30,0.63,7.78,7.78
259,2021-07-31,0.58,17.25,17.25
260,2021-08-31,0.9,-7.21,-7.21
261,2021-09-30,0.92,-7.91,-7.91
262,2021-10-31,0.76,7.33,7.33
263,2021-11-30,1.067,-9.04,-9.04
264,2021-12-31,1.437,12.95,12.95
265,2022-01-31,1.277,-18.54,-18.54
266,2022-02-28,1.39,-1.67,-1.67
267,2022-03-31,1.454,-2.34,-2.34
268,2022-04-30,1.53,-2.17,-2.17
269,2022-05-31,1.863,5.1,5.1
270,2022-06-30,2.337,-25.72,-25.72
271,2022-07-31,2.341,6.71,6.71
