,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,relativeMA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,26000,27800,26270,24400,45000,30869,20000,27400,25790,24400,0.7345679012345678,-7.14,-28.77,4.84,-9.72,5616,0.0385,0.043,0.0391,0.038,4.79,-4.76
1,2000-01-31,25800,26500,24815,22500,45000,30968,22500,26500,26120,25800,-0.3578459756803706,-6.18,-36.3,-0.77,17.27,620,0.0348,0.0325,0.0372,0.0398,4.78,-0.77
2,2000-02-29,26600,31000,27738,25100,45000,31192,22500,29000,27010,25100,0.13010204081632654,1.53,-24.65,-3.27,11.76,2388,0.0397,0.0576,0.0393,0.0448,5.07,3.1
3,2000-03-31,28200,33100,30468,28200,45000,31626,22500,29000,28680,28200,3.31764705882353,8.46,4.06,-0.7,2.55,9440,0.0416,0.043,0.0403,0.0444,5.05,6.02
4,2000-04-30,26400,29500,26815,24200,45000,31393,22500,26400,25700,25000,-0.09483109483109484,2.33,-5.71,6.24,-24.57,7646,0.043,0.0358,0.0382,0.0462,5.06,-8.97
5,2000-05-31,22800,26150,22860,19100,45000,30170,19100,22800,21810,20650,0.3379848628192999,-14.29,-12.98,13.15,-42.28,5238,0.0449,0.0555,0.0404,0.0454,5.12,-13.64
6,2000-06-30,22500,23500,21183,20200,41500,28579,19100,23500,22040,20700,0.6127135256230747,-21.88,-13.46,10.29,-35.71,3880,0.0428,0.0275,0.0404,0.041,5.16,-0.44
7,2000-07-31,27300,27300,24558,22450,41000,27416,19100,27300,26660,26000,-0.104633323105247,3.41,5.81,6.23,-32.59,7026,0.0428,0.029,0.0389,0.0397,5.13,21.33
8,2000-08-31,26350,29800,27400,26000,35500,26554,19100,28000,26800,26100,-0.6784313725490196,15.57,-0.94,-5.89,-22.95,488,0.0354,0.0292,0.0387,0.0295,5.12,-3.48
9,2000-09-30,29200,29200,26888,25050,33100,26218,19100,29200,27990,26800,6.20460358056266,24.26,0.69,6.76,3.91,12510,0.037,0.0365,0.0391,0.0325,5.09,11.88
