,Date,riskfree,kospi200,professionalism,pbr,activity,indireturn,indistd,actualreturn,indexreturn
0,1999-12-31,4.79,11.18,11181.881756722203,1.37627,8.208477250833386e-07,-17.2,0.0518,-17.2,11.18
1,2000-01-31,4.78,-8.41,8509.092692025431,0.8685,9.53117504211697e-06,7.73,0.0354,7.73,-8.41
2,2000-02-29,5.07,-13.36,9116.885499037739,0.72829,2.61710802615036e-07,-16.14,0.0642,-16.14,-13.36
3,2000-03-31,5.05,4.71,15005.99613076515,0.65819,-1.0437520808032382e-05,-9.63,0.0396,-9.63,4.71
4,2000-04-30,5.06,-17.96,11169.392949521942,0.68935,2.197391371706036e-05,18.79,0.05,18.79,-17.96
5,2000-05-31,5.12,1.68,7491.651324870138,0.59198,-8.419147041599704e-07,-14.12,0.0311,-14.12,1.68
6,2000-06-30,5.16,12.61,13615.179987856063,0.58809,1.55067870687771e-06,-0.66,0.0372,-0.66,12.61
7,2000-07-31,5.13,-14.44,13116.986111660666,0.56472,1.1229674890248458e-06,-3.97,0.0317,-3.97,-14.44
8,2000-08-31,5.12,-3.14,6074.7139034502725,0.59588,8.07676643213269e-06,5.52,0.029,5.52,-3.14
9,2000-09-30,5.09,-17.36,12048.29743813625,0.66209,4.0641531719240075e-06,6.25,0.0463,6.25,-17.36
10,2000-10-31,5.37,-16.2,5715.502468481207,0.59588,5.837703460217381e-06,-10.0,0.0303,-10.0,-16.2
11,2000-11-30,5.32,-0.81,26062.382279922662,0.44399,-8.966329953059785e-06,-25.25,0.0469,-25.25,-0.81
12,2000-12-31,6.08,-4.36,10491.069742017087,0.40309,1.573444516426939e-05,-5.91,0.0318,-5.91,-4.36
13,2001-01-31,5.27,23.09,13393.831826523876,0.48117,1.4232411784052713e-05,35.27,0.0467,35.27,23.09
14,2001-02-28,5.06,-7.49,11537.977805699182,0.4279,-6.693927093252241e-06,-3.49,0.0229,-3.49,-7.49
15,2001-03-31,4.96,-9.68,4099.72516149445,0.4193,1.139385289381746e-05,-2.01,0.0163,-2.01,-9.68
16,2001-04-30,5.01,11.19,4926.881067961165,0.47086,1.1279774415221286e-05,12.3,0.0266,12.3,11.19
17,2001-05-31,5.01,5.02,9749.657144984914,0.59631,8.71104880593716e-06,26.64,0.0261,26.64,5.02
18,2001-06-30,4.99,-7.17,6276.040618706575,0.62208,-2.207213185398254e-06,3.43,0.0208,3.43,-7.17
19,2001-07-31,4.77,-8.5,9660.586382180723,0.57053,-6.988943034317192e-07,-8.29,0.0231,-8.29,-8.5
20,2001-08-31,4.54,0.66,3639.291926301644,0.57053,2.794697740546116e-06,0.0,0.0142,0.0,0.66
21,2001-09-30,4.0,-17.28,4911.561616495825,0.48117,-5.0319826026784374e-06,-17.4,0.04,-17.4,-17.28
22,2001-10-31,4.02,12.78,14945.20250444223,0.45367,-1.599233497761615e-05,-5.71,0.0275,-5.71,12.78
23,2001-11-30,4.04,20.45,15519.562514421887,0.52929,-9.247513830915789e-06,16.67,0.0254,16.67,20.45
24,2001-12-31,4.01,10.41,13544.70492935425,0.49492,-1.6161836968649033e-05,-4.0,0.0271,-4.0,10.41
25,2002-01-31,3.98,6.92,18249.569972378464,0.47411,-1.2173779115923523e-05,-3.82,0.0251,-3.82,6.92
26,2002-02-28,4.01,10.36,17098.805713102876,0.52546,-6.44026536450908e-06,8.87,0.0264,8.87,10.36
27,2002-03-31,4.0,8.98,27931.183060721487,0.62987,1.836723769981329e-06,19.87,0.0293,19.87,8.98
28,2002-04-30,4.04,-4.87,24081.43672774049,0.52204,-6.3435124773714584e-06,-17.12,0.0394,-17.12,-4.87
29,2002-05-31,4.28,-5.25,12418.570032369387,0.50321,-5.858301271827398e-06,-3.61,0.0244,-3.61,-5.25
30,2002-06-30,4.26,-12.73,10335.542966201801,0.43988,-5.209633489834916e-06,-9.51,0.0343,-9.51,-12.73
31,2002-07-31,4.27,-3.77,9858.629362151678,0.36971,-2.454942086182318e-05,-15.95,0.0301,-15.95,-3.77
32,2002-08-31,4.28,1.76,8519.97214933643,0.4279,9.161122738078159e-07,8.23,0.0205,8.23,1.76
33,2002-09-30,4.28,-12.08,8719.609858771722,0.37826,8.51997242222152e-06,-11.6,0.0302,-11.6,-12.08
34,2002-10-31,4.28,2.13,5625.43979583741,0.41421,5.088077180678374e-06,9.5,0.0256,9.5,2.13
35,2002-11-30,4.28,8.38,8178.757667476174,0.47583,1.7472429270534593e-05,13.01,0.0237,13.01,8.38
36,2002-12-31,4.52,-13.23,9352.260993860367,0.39367,3.672349455837112e-05,-17.27,0.0259,-17.27,-13.23
37,2003-01-31,4.34,-5.82,4201.1041615539325,0.32618,-1.3546794859753508e-05,-9.13,0.0208,-9.13,-5.82
38,2003-02-28,4.27,-3.15,2439.798639705027,0.33554,-8.46476384651181e-06,2.87,0.0176,2.87,-3.15
39,2003-03-31,4.27,-6.59,5574.451681126757,0.29028,-1.1002591693464787e-05,-13.49,0.0228,-13.49,-6.59
40,2003-04-30,4.26,12.34,6311.899521069154,0.36832,1.1949782025009093e-05,23.56,0.0306,23.56,12.34
41,2003-05-31,4.01,5.34,7013.117246065223,0.40577,1.9763789186747423e-05,10.17,0.0192,10.17,5.34
42,2003-06-30,4.1,6.13,4870.029926666949,0.39797,-2.076934469481269e-06,-1.92,0.0156,-1.92,6.13
43,2003-07-31,3.75,7.08,6467.873900907957,0.48069,2.500233202965472e-05,20.78,0.0204,20.78,7.08
44,2003-08-31,3.72,5.24,4836.301152983273,0.46196,1.1804353184302814e-05,-2.31,0.023,-2.31,5.24
45,2003-09-30,3.77,-8.24,4688.774258342984,0.45103,-2.5227044970493982e-06,-2.36,0.0271,-2.36,-8.24
46,2003-10-31,3.84,13.28,3079.4960625557983,0.49317,1.34131389634877e-05,9.34,0.0128,9.34,13.28
47,2003-11-30,3.78,3.06,4374.310025200591,0.46664,-9.927039693358851e-06,-3.55,0.0148,-3.55,3.06
48,2003-12-31,3.97,1.54,5413.8573804798025,0.46196,-1.240602492217279e-06,-1.0,0.0213,-1.0,1.54
49,2004-01-31,3.78,5.4,3853.5584065339704,0.39315,-2.591189328479582e-07,-5.07,0.022,-5.07,5.4
50,2004-02-29,3.78,2.57,2960.422872170796,0.42253,1.9574742529225968e-05,3.42,0.0149,3.42,2.57
51,2004-03-31,3.74,0.05,7185.601194543618,0.47709,1.6769415189611317e-05,12.91,0.0174,12.91,0.05
52,2004-04-30,3.76,-3.09,7982.888567358059,0.4673,1.2899193686920885e-05,0.6,0.0346,0.6,-3.09
53,2004-05-31,3.77,-7.35,7840.092429640568,0.50368,-1.4031261563081522e-05,7.78,0.0268,7.78,-7.35
54,2004-06-30,3.78,-2.2,3760.3758237551856,0.47849,4.170711551258749e-06,-6.81,0.019,-6.81,-2.2
55,2004-07-31,3.77,-6.46,2895.9336067438094,0.49808,1.5008261446742518e-05,4.09,0.0223,4.09,-6.46
56,2004-08-31,3.52,8.0,2953.7345168017364,0.4617,-2.510443153495031e-05,-7.3,0.0165,-7.3,8.0
57,2004-09-30,3.55,4.67,4546.004639295245,0.49248,6.493114468721179e-06,6.67,0.0126,6.67,4.67
58,2004-10-31,3.53,0.61,7542.678778792422,0.52326,-5.275153806634492e-06,5.06,0.0332,5.06,0.61
59,2004-11-30,3.26,5.01,4875.108754733434,0.57503,2.2787646565571425e-05,9.89,0.0164,9.89,5.01
60,2004-12-31,3.29,1.63,3313.2594481887727,0.60301,1.680571722659825e-05,4.87,0.0177,4.87,1.63
61,2005-01-31,3.26,5.04,2687.8285875298484,0.65391,1.1178385967288366e-05,12.53,0.0271,12.53,5.04
62,2005-02-28,3.28,8.09,2301.0331321971325,0.64312,1.563067483961382e-05,-2.25,0.0254,-2.25,8.09
63,2005-03-31,3.26,-4.64,2512.807787014893,0.66604,7.328474074492659e-06,3.56,0.0264,3.56,-4.64
64,2005-04-30,3.29,-5.28,2079.912351520184,0.5865,-1.000446608127702e-05,-9.94,0.024,-9.94,-5.28
65,2005-05-31,3.29,6.17,1180.63779629129,0.65121,1.6123765678646874e-05,11.03,0.024,11.03,6.17
66,2005-06-30,3.3,3.68,2693.0841735864656,0.59458,-9.922586274149807e-06,-8.13,0.0164,-8.13,3.68
67,2005-07-31,3.27,11.61,2507.779767637603,0.63234,-1.4576020301934268e-05,6.59,0.0161,6.59,11.61
68,2005-08-31,3.25,-2.25,2531.685590344919,0.68222,1.6084746522001246e-05,7.89,0.0241,7.89,-2.25
69,2005-09-30,3.28,12.46,3923.423577964601,0.78739,-4.566820326246573e-06,14.96,0.0261,14.96,12.46
70,2005-10-31,3.51,-5.53,3770.5433347662547,0.78874,-2.8117647165204118e-06,0.17,0.0167,0.17,-5.53
71,2005-11-30,3.5,11.5,4094.983808879893,0.80222,-5.913108409838635e-06,3.48,0.0215,3.48,11.5
72,2005-12-31,3.76,8.39,3708.4775696575657,0.9357,1.686610083588383e-06,18.03,0.0205,18.03,8.39
73,2006-01-31,3.76,1.81,3610.5702421766964,0.77088,1.0489632041789461e-05,-3.46,0.0284,-3.46,1.81
74,2006-02-28,3.99,-1.77,2466.542824526856,0.75708,6.8245377267789665e-06,1.08,0.016,1.08,-1.77
75,2006-03-31,3.97,-0.7,3189.2053164210256,0.82841,6.646710731054499e-06,9.42,0.0202,9.42,-0.7
76,2006-04-30,3.97,6.56,4127.1868260222045,0.89745,-4.859535146398999e-06,18.9,0.0226,18.9,6.56
77,2006-05-31,3.96,-7.11,5945.766885028485,0.74327,-1.1530250608960914e-05,-17.18,0.0477,-17.18,-7.11
78,2006-06-30,4.21,-2.08,10347.439890251357,0.77088,-1.3317901613550981e-06,3.72,0.0413,3.72,-2.08
79,2006-07-31,4.22,0.63,6005.131085631128,0.77548,-1.6081246270816368e-06,0.6,0.0263,0.6,0.63
80,2006-08-31,4.49,4.11,4952.806694117,0.74097,-1.1075899407960928e-05,-4.45,0.0219,-4.45,4.11
81,2006-09-30,4.48,1.87,6572.527740371012,0.8054,8.018913454697288e-07,7.36,0.0229,7.36,1.87
82,2006-10-31,4.48,-0.68,4952.40517675796,0.91125,2.177490003449472e-05,13.14,0.0204,13.14,-0.68
83,2006-11-30,4.49,4.59,6910.698005924024,0.9101,-9.196342473002146e-06,1.15,0.022,1.15,4.59
84,2006-12-31,4.6,1.63,5504.805917702344,0.88364,3.1429772487448396e-06,0.13,0.0137,0.13,1.63
85,2007-01-31,4.61,-5.07,4561.851699656683,0.68215,-1.8576411697552277e-05,-13.28,0.0189,-13.28,-5.07
86,2007-02-28,4.55,4.1,5835.7697482577805,0.70059,-6.785762361933041e-06,4.27,0.0156,4.27,4.1
87,2007-03-31,4.63,2.4,6275.2332871821745,0.84296,2.357111592627988e-05,20.32,0.0176,20.32,2.4
88,2007-04-30,4.88,5.84,8168.097522283257,1.04883,-4.8944410696940096e-06,24.42,0.0325,24.42,5.84
