,Date,riskfree,kospi200,professionalism,pbr,activity,actualreturn,mktcap
107,2008-11-30,3.99,6.22,12035.451203796822,0.58081,5.851832642765717e-07,-19.68,10777857.0
108,2008-12-31,3.02,4.05,11874.654781734353,0.64812,-1.3974260786317817e-05,11.59,11835967.0
109,2009-01-31,2.41,3.4,7619.058121564833,0.68733,-6.078702863085464e-07,9.79,12860545.0
110,2009-02-28,1.87,-2.6,8308.594919369858,0.54616,-2.0295899729045673e-05,-7.84,11334657.0
111,2009-03-31,1.73,13.72,9863.221821298715,0.61211,7.46356983158966e-06,12.07,11356281.0
112,2009-04-30,1.85,12.09,7908.361619389353,0.73842,4.653112874517959e-06,17.6,13344561.0
113,2009-05-31,1.96,3.85,9796.43970928702,0.74308,-2.4806265715541725e-06,6.81,15916730.0
114,2009-06-30,1.96,0.16,7074.946928269237,0.79509,3.9709517324448986e-06,7.0,14803983.0
115,2009-07-31,1.95,13.39,6126.49306179522,1.00919,7.476774019884677e-06,26.93,18082127.0
116,2009-08-31,1.99,2.21,4791.950340012529,0.97878,-6.9618041076983056e-06,-3.01,20767323.0
117,2009-09-30,2.0,5.93,5335.326804979201,1.14983,7.535674617238355e-06,13.72,22431228.0
118,2009-10-31,2.01,-5.89,4719.657280686606,1.11752,-1.0857148658039469e-05,-2.81,23510420.0
119,2009-11-30,2.01,-1.0,3569.417395428674,1.10232,7.582207267280495e-07,-1.36,23076235.0
120,2009-12-31,2.01,8.36,3570.902841340975,1.13463,-9.972711104089104e-07,2.93,23341162.0
121,2010-01-31,2.0,-4.54,5173.761949475807,0.9321,-1.8628413393452057e-05,-14.96,21601889.0
122,2010-02-28,2.01,-3.04,4740.850984357652,0.89802,-7.3172894182423325e-06,-5.89,19427390.0
123,2010-03-31,2.0,6.34,3706.2183135140135,1.00578,7.768765345740192e-06,12.0,20142972.0
124,2010-04-30,2.0,2.87,5135.894562071778,1.00394,1.7390310753738354e-06,0.37,21252855.0
125,2010-05-31,2.0,-5.97,4929.671330942366,0.90815,-1.2538525220045115e-05,-9.54,19278949.0
126,2010-06-30,2.03,3.04,5417.048844671042,0.875,-1.0992786218326257e-05,-3.06,19439009.0
127,2010-07-31,2.28,3.8,5611.857115007999,0.94868,1.1312016300938653e-05,8.42,19184996.0
128,2010-08-31,2.28,-1.06,4858.9330816577985,0.89526,-1.7183111708981598e-05,-5.63,19054163.0
129,2010-09-30,2.27,7.12,5011.120788779447,0.90263,2.921446800274245e-06,-1.01,19092891.0
130,2010-10-31,2.26,0.29,5110.147815471087,0.92105,1.0084315437026463e-05,1.01,20137202.0
131,2010-11-30,2.51,2.74,5298.849330648177,0.99657,8.380137352504192e-06,8.2,20106093.0
132,2010-12-31,2.51,8.63,4591.134104686808,1.10526,1.5519162337855892e-06,10.91,22359226.0
133,2011-01-31,2.75,0.71,5612.052686029641,0.96934,-1.6383974641910553e-05,-4.17,22844424.0
134,2011-02-28,2.76,-6.14,5235.860589854135,0.93056,-1.4072909106563448e-05,-4.83,22126589.0
135,2011-03-31,2.99,8.78,5103.274466105428,0.96934,-2.627058548516304e-06,4.17,21774430.0
136,2011-04-30,3.02,5.9,7440.6367089782725,0.96934,8.00937251856679e-07,2.68,21608098.0
137,2011-05-31,3.03,-2.63,4734.295033818244,0.86819,-3.775754723075309e-06,-10.43,20747086.0
138,2011-06-30,3.28,-2.68,4076.730084442086,0.85133,-4.1843767817013284e-07,-0.79,19748091.0
139,2011-07-31,3.27,0.91,10338.208421752972,0.88505,1.0967544607848448e-06,3.55,20570468.0
140,2011-08-31,3.27,-12.61,8769.095938472547,0.74344,-3.4896206952196956e-06,-16.0,16916936.0
141,2011-09-30,3.28,-4.85,7429.316083708289,0.68022,-3.6614319335440064e-06,-6.81,15144020.0
142,2011-10-31,3.26,8.45,5863.393212900373,0.73164,6.939378901425451e-06,7.56,16268304.0
143,2011-11-30,3.27,-3.48,4641.9224142637195,0.63639,-1.3603988654203782e-05,-16.11,15075619.0
144,2011-12-31,3.29,-1.82,4431.645574789426,0.61195,-1.3435183095077985e-05,-4.85,14362164.0
145,2012-01-31,3.27,7.9,4857.30453266574,0.6699,2.6002903000782417e-05,17.36,14980787.0
146,2012-02-29,3.26,3.98,4536.663887443461,0.64789,8.549252856832821e-07,-2.94,16492618.0
147,2012-03-31,3.24,-0.21,4126.238669798331,0.65025,7.498196458310504e-06,0.36,16343597.0
148,2012-04-30,3.26,-0.84,3936.5638592885302,0.60543,1.0707923988509236e-05,-6.89,16106036.0
149,2012-05-31,3.27,-7.68,3066.398687932031,0.58027,-6.294246430628355e-06,-4.16,14397120.0
150,2012-06-30,3.26,-0.15,3068.1573405113763,0.58027,-2.913861231597663e-07,0.96,14659149.0
151,2012-07-31,3.02,2.12,3452.3853446942016,0.56847,-7.7271223090922e-06,-2.03,13805048.0
152,2012-08-31,3.01,0.19,3179.6521142023444,0.57791,1.4111506539559276e-05,1.66,14295013.0
153,2012-09-30,3.01,3.93,3335.2323050779355,0.6243,1.3321237486517605e-05,4.47,15151748.0
154,2012-10-31,2.75,-4.69,2291.156888857766,0.58341,-5.754147023745825e-08,-6.55,14694243.0
155,2012-11-30,2.77,1.63,2578.4455944453252,0.56061,-8.812811077853385e-06,-3.78,13721632.0
156,2012-12-31,2.77,4.85,3371.3144583232975,0.59599,9.153903226739502e-06,10.33,14306818.0
157,2013-01-31,2.76,-2.22,3038.8779849944995,0.57844,8.55693840321419e-06,2.64,15134450.0
