,Date,riskfree,kospi200,professionalism,pbr,activity,MA1M,indireturn,indistd,actualreturn,indexreturn
128,2010-08-31,2.28,-1.06,6866.388959082928,2.35636,1.820980635632272e-05,10.11,10.11,0.0343,10.11,-1.06
129,2010-09-30,2.27,7.12,9599.107925503427,2.46347,7.833815257842866e-06,6.98,6.98,0.0313,6.98,7.12
130,2010-10-31,2.26,0.29,10098.437025332783,2.12073,-1.0886949136618906e-05,-13.16,-13.16,0.0259,-13.16,0.29
131,2010-11-30,2.51,2.74,7044.8803042932705,2.05003,-6.486992037354601e-06,-3.33,-3.33,0.0194,-3.33,2.74
132,2010-12-31,2.51,8.63,9108.37770226608,1.99601,-1.9908012666267506e-05,-2.64,-2.64,0.0168,-2.64,8.63
133,2011-01-31,2.75,0.71,8330.115326529301,1.69935,-1.9636905291609688e-05,-16.1,-16.1,0.0138,-16.1,0.71
134,2011-02-28,2.76,-6.14,6222.6177662358,1.8248,1.8207104474125257e-05,5.68,5.68,0.0187,5.68,-6.14
135,2011-03-31,2.99,8.78,4419.700720847532,1.99585,2.3051420036794954e-05,9.38,9.38,0.0169,9.38,8.78
136,2011-04-30,3.02,5.9,7980.286356963663,1.7404,-1.8353135926211247e-05,-8.51,-8.51,0.0143,-8.51,5.9
137,2011-05-31,3.03,-2.63,14584.22373968224,1.68794,2.451712313519053e-06,-3.01,-3.01,0.0334,-3.01,-2.63
138,2011-06-30,3.28,-2.68,5550.001429090772,1.75863,-1.7242033374034752e-05,4.76,4.76,0.0182,4.76,-2.68
139,2011-07-31,3.27,0.91,4572.3341563840495,1.96165,2.561274174875009e-05,13.91,13.91,0.0218,13.91,0.91
140,2011-08-31,3.27,-12.61,4450.699379032271,1.92287,2.2480334340715363e-05,-1.98,-1.98,0.0291,-1.98,-12.61
141,2011-09-30,3.28,-4.85,1971.628435562259,1.56246,-1.8611899471287648e-06,-17.87,-17.87,0.0246,-17.87,-4.85
142,2011-10-31,3.26,8.45,4534.83878732596,1.50318,-3.3562562815729255e-06,-3.8,-3.8,0.0274,-3.8,8.45
143,2011-11-30,3.27,-3.48,1808.4004682711575,1.59669,3.0234902430217625e-05,7.53,7.53,0.0182,7.53,-3.48
144,2011-12-31,3.29,-1.82,2908.9606857812532,1.56924,-3.5165705732453586e-06,0.14,0.14,0.0169,0.14,-1.82
145,2012-01-31,3.27,7.9,2838.0145704055635,1.42009,-1.6274246983440634e-05,-2.44,-2.44,0.0154,-2.44,7.9
146,2012-02-29,3.26,3.98,3076.105861848701,1.26697,-2.6978859381308857e-05,-9.22,-9.22,0.0088,-9.22,3.98
147,2012-03-31,3.24,-0.21,2994.8942568782595,1.33799,9.975789731882315e-07,5.6,5.6,0.0159,5.6,-0.21
148,2012-04-30,3.26,-0.84,2744.0507708543637,1.33576,1.9656915705861055e-05,-0.17,-0.17,0.0164,-0.17,-0.84
149,2012-05-31,3.27,-7.68,2990.180112352648,1.13163,-8.898512623860068e-06,-15.28,-15.28,0.0155,-15.28,-7.68
150,2012-06-30,3.26,-0.15,6150.466166960861,1.47332,1.3408674291926607e-05,26.24,26.24,0.0249,26.24,-0.15
