,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,relativeMA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
42,2003-06-30,1540.0,1570.0,1492.0,1440.0,7410.0,3383.0,1350.0,1540.0,1466.0,1440.0,0.44103288797533396,-34.33,-49.51,3.36,-77.84,268947.0,0.0417,0.0287,0.0468,0.0465,4.1,0.0
43,2003-07-31,1415.0,1515.0,1406.0,1315.0,5120.0,3023.0,1315.0,1415.0,1346.0,1320.0,0.6226415094339622,-42.24,-56.46,3.66,-67.84,122552.0,0.0407,0.0228,0.0426,0.0445,3.75,-8.12
44,2003-08-31,1660.0,1760.0,1558.0,1390.0,4875.0,2780.0,1315.0,1700.0,1643.0,1595.0,-0.09079385200443671,5.73,-43.73,3.75,-63.11,552202.0,0.0444,0.0529,0.0428,0.0371,3.72,25.76
45,2003-09-30,1170.0,1660.0,1396.0,1170.0,4875.0,2545.0,1170.0,1330.0,1236.0,1170.0,0.3367432735426009,-24.03,-50.11,-10.69,-71.36,185997.0,0.0419,0.0228,0.0408,0.037,3.77,-29.52
46,2003-10-31,1475.0,1490.0,1389.0,1195.0,4875.0,2310.0,1130.0,1490.0,1475.0,1450.0,-0.06941715782580223,4.24,-39.8,3.15,-61.08,84361.0,0.0432,0.0376,0.0423,0.0418,3.84,26.07
47,2003-11-30,1570.0,1715.0,1440.0,1265.0,4875.0,2140.0,1130.0,1570.0,1481.0,1430.0,0.09560769095078497,-5.42,1.29,-1.88,-56.69,764877.0,0.0403,0.0577,0.0448,0.0435,3.78,5.37
48,2003-12-31,2045.0,2340.0,2019.0,1760.0,3470.0,1999.0,1130.0,2045.0,1924.0,1775.0,-2.2698027314112292,74.79,32.79,15.21,-32.95,386326.0,0.0455,0.0592,0.0434,0.0517,3.97,30.25
49,2004-01-31,1850.0,2295.0,2008.0,1805.0,3470.0,1892.0,1130.0,1900.0,1851.0,1805.0,-0.5803156917363046,25.0,39.62,-4.64,-43.08,123523.0,0.0483,0.0473,0.0449,0.0544,3.78,-9.54
50,2004-02-29,2000.0,2100.0,1927.0,1700.0,2990.0,1802.0,1130.0,2070.0,2006.0,1960.0,-1.2845633258137286,39.86,25.0,-4.31,-31.03,183269.0,0.0473,0.0468,0.0455,0.0523,3.78,5.26
51,2004-03-31,3210.0,3210.0,2810.0,2475.0,3210.0,1814.0,1130.0,3210.0,2979.0,2680.0,1.6337826211643247,56.97,174.36,17.58,34.87,549051.0,0.0513,0.0561,0.0471,0.0515,3.74,60.5
52,2004-04-30,3330.0,3785.0,3521.0,3160.0,3785.0,1899.0,1130.0,3625.0,3496.0,3330.0,2.2271714922048997,80.0,125.0,-7.24,35.92,320602.0,0.052,0.0426,0.0478,0.0499,3.76,7.07
53,2004-05-31,2850.0,3420.0,2928.0,2400.0,3785.0,1976.0,1130.0,2940.0,2853.0,2800.0,0.4996473077827416,42.5,81.53,-3.06,85.06,200431.0,0.0533,0.0634,0.047,0.0559,3.77,-14.41
54,2004-06-30,3165.0,3335.0,2963.0,2580.0,3785.0,2102.0,1130.0,3165.0,3043.0,2960.0,0.01677407126611069,1.77,54.77,8.39,105.52,135966.0,0.0515,0.0471,0.0481,0.0511,3.78,12.04
55,2004-07-31,3070.0,3300.0,3030.0,2935.0,3785.0,2243.0,1130.0,3300.0,3136.0,3050.0,-0.05930144267274108,-7.81,65.95,0.66,131.7,490487.0,0.0495,0.0293,0.0485,0.048,3.77,-3.0
56,2004-08-31,3040.0,3100.0,2926.0,2765.0,3785.0,2363.0,1130.0,3100.0,3067.0,3040.0,0.08023577529171178,6.67,52.0,2.7,83.13,79632.0,0.0445,0.0226,0.0465,0.035,3.52,-0.98
57,2004-09-30,3900.0,4215.0,3549.0,3000.0,4215.0,2531.0,1130.0,4215.0,4077.0,3900.0,0.09951570736724809,23.22,25.4,-6.7,233.33,251084.0,0.0412,0.0325,0.0466,0.0301,3.55,27.66
58,2004-10-31,4700.0,4700.0,4318.0,3880.0,4700.0,2776.0,1265.0,4700.0,4375.0,4000.0,0.18925671455340415,42.42,37.83,16.19,224.14,276009.0,0.0404,0.0414,0.0467,0.033,3.53,20.05
59,2004-11-30,4850.0,5160.0,4540.0,3890.0,5160.0,3052.0,1610.0,4850.0,4604.0,4185.0,0.2812559831514455,58.76,71.68,16.73,208.92,1532222.0,0.0349,0.0447,0.0456,0.0398,3.26,3.19
60,2004-12-31,4950.0,5250.0,4809.0,4570.0,5250.0,3299.0,1700.0,4950.0,4663.0,4570.0,0.18951073565645898,26.92,56.4,6.0,142.05,306944.0,0.0349,0.0275,0.0433,0.0369,3.29,2.06
61,2005-01-31,5150.0,5150.0,4579.0,4260.0,5250.0,3499.0,1700.0,5150.0,4829.0,4380.0,0.05364951227716112,9.57,67.75,18.94,178.38,1249111.0,0.0351,0.0354,0.0423,0.0374,3.26,4.04
62,2005-02-28,6390.0,6530.0,5570.0,4815.0,6530.0,3774.0,2085.0,6530.0,6174.0,5800.0,0.16646924829157175,36.54,106.13,3.73,219.5,1382794.0,0.0373,0.0374,0.0418,0.0349,3.28,26.53
63,2005-03-31,6120.0,7050.0,6323.0,5680.0,7050.0,4093.0,2400.0,6120.0,6008.0,5800.0,0.2607832322118036,23.64,56.92,7.75,90.65,337999.0,0.0365,0.0338,0.0395,0.0364,3.26,-4.23
64,2005-04-30,5100.0,6420.0,5624.0,5070.0,7050.0,4258.0,2400.0,5330.0,5218.0,5100.0,0.019975786924939468,0.99,8.51,-4.67,49.56,209811.0,0.036,0.0289,0.0386,0.0349,3.29,-15.7
65,2005-05-31,4650.0,5380.0,4918.0,4550.0,7050.0,4420.0,2580.0,4720.0,4610.0,4550.0,-0.43112729575680814,-27.23,-4.12,-4.81,63.16,524897.0,0.032,0.0229,0.0349,0.0282,3.29,-8.82
66,2005-06-30,5500.0,5700.0,5344.0,5050.0,7050.0,4627.0,2765.0,5540.0,5416.0,5290.0,-0.11290322580645161,-8.33,11.11,-3.51,73.78,451337.0,0.0325,0.0226,0.0334,0.028,3.3,20.88
67,2005-07-31,5800.0,6040.0,5722.0,5510.0,7050.0,4853.0,2765.0,6040.0,5822.0,5510.0,0.18123020063357972,13.73,14.85,5.07,75.76,701055.0,0.031,0.0233,0.0333,0.027,3.27,7.41
68,2005-08-31,6510.0,6800.0,6202.0,5650.0,7050.0,5147.0,3000.0,6550.0,6426.0,6220.0,0.35044681969511127,40.0,1.88,0.31,114.14,602673.0,0.0292,0.034,0.0335,0.0271,3.25,12.24
69,2005-09-30,6200.0,6650.0,6295.0,5960.0,7050.0,5363.0,3880.0,6300.0,6204.0,5980.0,0.21587247753094796,12.73,3.33,4.03,58.97,539064.0,0.0269,0.0199,0.0325,0.0262,3.28,-2.82
70,2005-10-31,5550.0,6340.0,5899.0,5530.0,7050.0,5495.0,3890.0,5740.0,5644.0,5530.0,-0.23825317855168598,-4.31,8.82,-2.46,18.09,227326.0,0.0258,0.0188,0.0308,0.0253,3.51,-10.48
71,2005-11-30,5560.0,6000.0,5720.0,5470.0,7050.0,5599.0,4260.0,5750.0,5660.0,5540.0,-0.8777322404371584,-12.85,22.2,1.65,14.64,462000.0,0.0237,0.0189,0.0288,0.0196,3.5,0.54
72,2005-12-31,5300.0,5580.0,5219.0,4980.0,7050.0,5632.0,4260.0,5380.0,5280.0,5040.0,-1.0341655716162943,-15.74,-1.85,6.43,15.22,311923.0,0.0232,0.0224,0.0285,0.0204,3.76,-4.33
73,2006-01-31,5340.0,6250.0,5681.0,5140.0,7050.0,5724.0,4550.0,5400.0,5350.0,5260.0,-1.024390243902439,-3.78,-7.93,-0.56,3.69,293909.0,0.0253,0.032,0.0278,0.0246,3.76,0.75
74,2006-02-28,5250.0,5280.0,5060.0,4835.0,7050.0,5675.0,4550.0,5270.0,5137.0,4950.0,0.48766816143497754,-8.7,-19.85,5.0,-17.84,215217.0,0.0221,0.0188,0.026,0.0249,3.99,-2.78
75,2006-03-31,5100.0,5250.0,5061.0,4965.0,6800.0,5562.0,4550.0,5100.0,5055.0,4965.0,0.22615476904619075,-3.77,-17.74,1.19,-16.67,127059.0,0.0217,0.0152,0.0244,0.0227,3.97,-2.86
76,2006-04-30,5110.0,5560.0,5295.0,5110.0,6800.0,5534.0,4550.0,5200.0,5144.0,5110.0,6.884615384615384,-5.37,-7.59,-3.58,-0.78,216664.0,0.0217,0.021,0.0236,0.0184,3.97,2.92
