,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,relativeMA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,2325.0,2950.0,2672.0,2325.0,6850.0,4052.0,2250.0,2575.0,2467.0,2325.0,1.2147694292163818,-37.67,-53.69,-12.26,-31.01,744306.0,0.0385,0.0466,0.0467,0.0396,4.79,-13.25
1,2000-01-31,2460.0,2895.0,2559.0,2310.0,6850.0,4001.0,2250.0,2510.0,2406.0,2310.0,3.980838323353294,-33.24,-47.99,6.49,-8.35,363334.0,0.0387,0.0554,0.0471,0.0462,4.78,5.81
2,2000-02-29,1870.0,2800.0,2217.0,1780.0,6850.0,3959.0,1780.0,2045.0,1915.0,1840.0,1.4256847777278852,-31.75,-61.28,5.06,-22.27,549190.0,0.045,0.0604,0.0491,0.054,5.07,-23.36
3,2000-03-31,1515.0,1910.0,1764.0,1515.0,6850.0,3824.0,1515.0,1680.0,1629.0,1515.0,0.6376281112737922,-34.84,-59.38,-11.66,-54.64,454504.0,0.0439,0.0233,0.0466,0.0431,5.05,-18.98
4,2000-04-30,1580.0,1930.0,1634.0,1400.0,6600.0,3558.0,1400.0,1680.0,1631.0,1575.0,0.47018807523009204,-35.25,-55.87,-9.71,-74.97,360562.0,0.0467,0.0538,0.0439,0.0475,5.06,-5.39
5,2000-05-31,1655.0,1700.0,1473.0,1205.0,6100.0,3233.0,1205.0,1700.0,1626.0,1445.0,0.18236600063431652,-11.5,-43.52,4.09,-63.06,2920840.0,0.0547,0.079,0.0468,0.0556,5.12,4.75
6,2000-06-30,1910.0,2425.0,1897.0,1605.0,6100.0,2987.0,1205.0,1995.0,1887.0,1735.0,-0.2898110661268556,17.18,-17.85,9.77,-59.28,3514922.0,0.0625,0.0931,0.0528,0.0765,5.16,14.37
7,2000-07-31,1635.0,2080.0,1808.0,1610.0,5210.0,2683.0,1205.0,1715.0,1665.0,1610.0,-0.05318661164603392,3.48,-33.54,-3.82,-65.43,584200.0,0.0617,0.0365,0.0511,0.0733,5.13,-14.4
8,2000-08-31,1935.0,2050.0,1866.0,1610.0,4605.0,2410.0,1205.0,1940.0,1928.0,1915.0,-0.2876083630800612,16.92,3.48,2.38,-58.83,446270.0,0.0585,0.0375,0.0518,0.0552,5.12,18.35
9,2000-09-30,2090.0,2270.0,2024.0,1810.0,3940.0,2253.0,1205.0,2225.0,2130.0,2065.0,-0.20181055420622657,9.14,26.67,8.01,-45.29,3427086.0,0.0632,0.0627,0.0542,0.047,5.09,7.73
10,2000-10-31,2020.0,2180.0,2005.0,1880.0,3940.0,2116.0,1205.0,2070.0,1984.0,1895.0,-0.5212483399734396,23.55,27.85,4.12,-45.18,1528056.0,0.0612,0.0371,0.0543,0.0468,5.37,-3.35
11,2000-11-30,1840.0,2150.0,1946.0,1755.0,2950.0,1988.0,1205.0,1940.0,1865.0,1805.0,0.13198924731182796,-4.91,10.18,4.84,-37.2,1133876.0,0.0485,0.0323,0.0539,0.0455,5.32,-11.11
12,2000-12-31,1500.0,1860.0,1672.0,1360.0,2895.0,1910.0,1205.0,1500.0,1424.0,1360.0,0.7740112994350282,-31.51,-13.54,10.29,-40.71,1659250.0,0.0418,0.0399,0.0537,0.036,6.08,-22.68
13,2001-01-31,1710.0,1790.0,1697.0,1500.0,2800.0,1837.0,1205.0,1735.0,1705.0,1690.0,0.5034437520498525,-15.35,4.59,-1.44,-30.49,970890.0,0.0428,0.0431,0.053,0.0392,5.27,14.0
14,2001-02-28,1550.0,1675.0,1573.0,1525.0,2425.0,1783.0,1205.0,1550.0,1544.0,1535.0,1.0577411167512691,-16.67,-19.06,-1.27,-15.76,713100.0,0.0411,0.0242,0.0506,0.0369,5.06,-8.55
15,2001-03-31,1360.0,1535.0,1414.0,1350.0,2425.0,1751.0,1205.0,1375.0,1366.0,1360.0,0.5634057971014493,-9.33,-34.93,0.37,-16.56,376054.0,0.0331,0.0166,0.0505,0.0301,4.96,-12.26
16,2001-04-30,1435.0,1495.0,1409.0,1360.0,2425.0,1732.0,1205.0,1435.0,1427.0,1410.0,1.6437908496732025,-15.09,-30.68,1.06,-9.18,683454.0,0.0321,0.0306,0.0488,0.0243,5.01,5.51
17,2001-05-31,1665.0,1800.0,1582.0,1425.0,2425.0,1738.0,1350.0,1800.0,1751.0,1665.0,12.366666666666667,7.42,-9.51,-4.03,0.6,1448708.0,0.0335,0.0389,0.0447,0.03,5.01,16.03
18,2001-06-30,1650.0,1745.0,1654.0,1575.0,2270.0,1720.0,1350.0,1650.0,1625.0,1600.0,-1.5086705202312138,20.88,10.0,0.0,-13.84,696860.0,0.027,0.0206,0.0363,0.0286,4.99,-7.3
19,2001-07-31,1800.0,1800.0,1702.0,1635.0,2270.0,1710.0,1350.0,1800.0,1777.0,1730.0,2.5213082259663033,25.44,5.26,4.35,10.09,1082478.0,0.025,0.0175,0.0351,0.0272,4.77,9.09
20,2001-08-31,2110.0,2730.0,2393.0,2110.0,2730.0,1756.0,1350.0,2455.0,2303.0,2110.0,2.9568584070796464,26.73,36.13,-15.26,9.04,2361386.0,0.0319,0.0484,0.0366,0.0336,4.54,17.22
21,2001-09-30,2280.0,2335.0,2114.0,1850.0,2730.0,1766.0,1350.0,2280.0,2201.0,2100.0,3.9558117195004803,41.18,66.42,13.72,10.41,2293512.0,0.0381,0.0619,0.0363,0.0473,4.0,-7.13
