,Date,riskfree,kospi200,professionalism,pbr,activity,MA1M,indireturn,indistd,actualreturn,indexreturn
0,1999-12-31,4.79,11.18,16141.481322197349,0.77906,-6.131959249620124e-06,-29.57,-29.57,0.047,-29.57,11.18
1,2000-01-31,4.78,-8.41,11124.530359437864,0.84637,-2.199614562405597e-06,8.64,8.64,0.0558,8.64,-8.41
2,2000-02-29,5.07,-13.36,14023.866745945448,0.79929,6.566285610374261e-06,-2.58,-2.58,0.0452,-2.58,-13.36
3,2000-03-31,5.05,4.71,10993.577744969421,0.54147,-2.611830236800475e-06,-32.25,-32.25,0.0616,-32.25,4.71
4,2000-04-30,5.06,-17.96,9808.70432165052,0.42331,1.731073236775411e-05,-34.47,-34.47,0.0735,-34.47,-17.96
5,2000-05-31,5.12,1.68,17175.165043733952,0.54399,6.375671608771308e-06,28.51,28.51,0.0946,28.51,1.68
6,2000-06-30,5.16,12.61,18767.20785318852,0.58234,1.218924181077328e-05,15.32,15.32,0.0613,15.32,12.61
7,2000-07-31,5.13,-14.44,14351.224663932768,0.62305,1.3997535326665398e-05,7.01,7.01,0.0426,7.01,-14.44
8,2000-08-31,5.12,-3.14,2514.443721500665,0.61889,3.4615634158898584e-05,-0.68,-0.68,0.0252,-0.68,-3.14
9,2000-09-30,5.09,-17.36,3177.2433795307456,0.57717,1.07364457812612e-05,-10.66,-10.66,0.0546,-10.66,-17.36
10,2000-10-31,5.37,-16.2,1939.0759154417954,0.55085,3.97943448813125e-05,-4.57,-4.57,0.0238,-4.57,-16.2
11,2000-11-30,5.32,-0.81,1977.6006948794804,0.50069,8.108185670042e-06,-10.21,-10.21,0.0372,-10.21,-0.81
12,2000-12-31,6.08,-4.36,1682.968715826593,0.48371,4.189786761034234e-05,-8.23,-8.23,0.0337,-8.23,-4.36
13,2001-01-31,5.27,23.09,7894.325737681536,0.62058,4.75099759650546e-06,28.3,28.3,0.0588,28.3,23.09
14,2001-02-28,5.06,-7.49,5959.2069865869325,0.68772,3.522690304300505e-05,13.78,13.78,0.039,13.78,-7.49
15,2001-03-31,4.96,-9.68,6364.265333333334,0.47606,6.065265312869228e-05,-30.78,-30.78,0.0279,-30.78,-9.68
16,2001-04-30,5.01,11.19,844.9536213238155,0.53991,-1.307451543632427e-06,8.93,8.93,0.0299,8.93,11.19
17,2001-05-31,5.01,5.02,1898.7648544803283,0.58054,-4.038825302882757e-06,7.54,7.54,0.0232,7.54,5.02
18,2001-06-30,4.99,-7.17,1273.783376058332,0.56111,-4.811354358597868e-06,-5.65,-5.65,0.0122,-5.65,-7.17
19,2001-07-31,4.77,-8.5,1610.2492846094353,0.43898,1.8407508990504322e-06,-21.77,-21.77,0.039,-21.77,-8.5
20,2001-08-31,4.54,0.66,32449.02083947705,0.62129,-2.875885261222521e-06,41.53,41.53,0.0781,41.53,0.66
21,2001-09-30,4.0,-17.28,60775.64606013342,0.63546,-1.8447087165442063e-06,-8.18,-8.18,0.0851,-8.18,-17.28
22,2001-10-31,4.02,12.78,39376.88601747222,0.68499,-3.2668722326586316e-07,7.8,7.8,0.0418,7.8,12.78
23,2001-11-30,4.04,20.45,44470.60932824469,0.91871,-1.0102653021928629e-07,35.69,35.69,0.0491,35.69,20.45
24,2001-12-31,4.01,10.41,25952.85980794526,0.88686,2.062266603873554e-06,1.62,1.62,0.0362,1.62,10.41
25,2002-01-31,3.98,6.92,50372.948149226635,1.11519,3.315062942453472e-06,25.75,25.75,0.0611,25.75,6.92
26,2002-02-28,4.01,10.36,14400.377140937106,1.15055,-2.6733231031367987e-07,-4.41,-4.41,0.031,-4.41,10.36
27,2002-03-31,4.0,8.98,47935.899541590115,1.21073,-1.6325565119312985e-06,5.23,5.23,0.0657,5.23,8.98
28,2002-04-30,4.04,-4.87,21807.59388157895,1.05217,1.212175971084087e-05,-11.84,-11.84,0.0544,-11.84,-4.87
29,2002-05-31,4.28,-5.25,6355.243924254924,1.05401,1.618123657603877e-05,0.17,0.17,0.0217,0.17,-5.25
30,2002-06-30,4.26,-12.73,3554.724789702219,0.80272,-7.783985366017234e-06,-30.93,-30.93,0.0343,-30.93,-12.73
31,2002-07-31,4.27,-3.77,6891.7242673256815,0.82015,-5.309533601934158e-06,2.17,2.17,0.0389,2.17,-3.77
32,2002-08-31,4.28,1.76,12019.143692156065,0.95971,-4.847447563273461e-06,23.6,23.6,0.0397,23.6,1.76
33,2002-09-30,4.28,-12.08,6335.072142540453,0.78529,-3.5298825849643654e-06,-18.18,-18.18,0.0368,-18.18,-12.08
34,2002-10-31,4.28,2.13,6367.073497203247,0.77213,-3.840945522031828e-06,-1.67,-1.67,0.0365,-1.67,2.13
35,2002-11-30,4.28,8.38,6727.326944420902,0.83065,5.7476821145804515e-06,4.16,4.16,0.0253,4.16,8.38
36,2002-12-31,4.52,-13.23,5818.723094709754,0.73992,1.2139848297005118e-05,-10.92,-10.92,0.0288,-10.92,-13.23
37,2003-01-31,4.34,-5.82,4944.014954260696,0.61768,-2.1001321351919654e-05,-16.51,-16.51,0.0229,-16.51,-5.82
38,2003-02-28,4.27,-3.15,11213.017131015427,0.58801,-2.20863815655193e-05,-7.54,-7.54,0.0253,-7.54,-3.15
39,2003-03-31,4.27,-6.59,29319.571045832934,0.42225,-1.4795103515335025e-05,-28.19,-28.19,0.0803,-28.19,-6.59
40,2003-04-30,4.26,12.34,43154.06455145524,0.51583,-3.238787706668406e-06,7.91,7.91,0.0514,7.91,12.34
41,2003-05-31,4.01,5.34,30778.475030565223,0.57942,3.878867127565095e-06,12.33,12.33,0.0365,12.33,5.34
42,2003-06-30,4.1,6.13,47733.71633426598,0.75231,2.006158946314009e-06,29.82,29.82,0.0402,29.82,6.13
43,2003-07-31,3.75,7.08,23013.224944718317,0.69123,1.413077116683611e-06,-8.11,-8.11,0.0279,-8.11,7.08
44,2003-08-31,3.72,5.24,21697.166960884093,0.71182,2.6091683329658766e-06,-3.38,-3.38,0.0403,-3.38,5.24
45,2003-09-30,3.77,-8.24,10249.470407484803,0.59318,-4.187570775214433e-06,-16.67,-16.67,0.0239,-16.67,-8.24
46,2003-10-31,3.84,13.28,12873.65853609063,0.61218,5.382009578133557e-06,3.19,3.19,0.035,3.19,13.28
47,2003-11-30,3.78,3.06,13501.661516868064,0.57521,-3.1511085599392223e-06,-9.35,-9.35,0.0297,-9.35,3.06
48,2003-12-31,3.97,1.54,9535.282902415833,0.53904,-1.2213398487063286e-05,-6.28,-6.28,0.0227,-6.28,1.54
49,2004-01-31,3.78,5.4,13482.133295034624,0.57601,1.6580182051466106e-05,6.86,6.86,0.0301,6.86,5.4
50,2004-02-29,3.78,2.57,11027.924879295655,0.63618,1.6010543463924183e-05,6.17,6.17,0.0246,6.17,2.57
51,2004-03-31,3.74,0.05,7881.893467068342,0.57601,3.156106432546762e-06,-9.46,-9.46,0.0231,-9.46,0.05
52,2004-04-30,3.76,-3.09,5559.00753621018,0.50059,1.459852737110396e-05,-6.08,-6.08,0.0196,-6.08,-3.09
53,2004-05-31,3.77,-7.35,3863.1539069680744,0.43501,6.659495619316984e-06,-13.11,-13.11,0.0275,-13.11,-7.35
54,2004-06-30,3.78,-2.2,2852.150518293495,0.45205,3.0201701128710995e-05,1.82,1.82,0.0207,1.82,-2.2
55,2004-07-31,3.77,-6.46,1686.326515403012,0.4245,2.1142003206255616e-05,-6.09,-6.09,0.0139,-6.09,-6.46
56,2004-08-31,3.52,8.0,9224.697240558246,0.48355,6.1300611353145475e-06,13.93,13.93,0.0185,13.93,8.0
