,Date,riskfree,kospi200,professionalism,pbr,activity,MA1M,indireturn,indistd,actualreturn,indexreturn
13,2001-01-31,5.27,23.09,193059.67653463598,1.83576,-4.019236995009127e-08,83.75,83.75,0.0786,83.75,23.09
14,2001-02-28,5.06,-7.49,116773.48698884758,1.65882,7.060862605298584e-07,13.53,13.53,0.0574,13.53,-7.49
15,2001-03-31,4.96,-9.68,39095.01543444158,1.42208,4.493059608840705e-06,-14.26,-14.26,0.0383,-14.26,-9.68
16,2001-04-30,5.01,11.19,40063.79780860366,1.47205,1.5323430653170264e-06,3.47,3.47,0.0356,3.47,11.19
17,2001-05-31,5.01,5.02,92747.92094036489,1.95208,5.496073553784663e-07,32.61,32.61,0.0412,32.61,5.02
18,2001-06-30,4.99,-7.17,110648.41754254722,2.36494,1.6828052523282606e-06,26.42,26.42,0.0421,26.42,-7.17
19,2001-07-31,4.77,-8.5,34715.08429835287,2.10035,9.079948394084197e-06,-11.19,-11.19,0.0416,-11.19,-8.5
20,2001-08-31,4.54,0.66,13260.774687854711,1.59164,1.866583822378735e-06,-24.2,-24.2,0.0311,-24.2,0.66
21,2001-09-30,4.0,-17.28,12918.718789994182,1.16486,-1.2731186853653747e-05,-35.29,-35.29,0.0513,-35.29,-17.28
22,2001-10-31,4.02,12.78,24683.11946954583,1.45075,-5.539525835630441e-06,24.55,24.55,0.0432,24.55,12.78
23,2001-11-30,4.04,20.45,34595.52976160728,1.99386,-4.635927661512714e-07,34.2,34.2,0.0438,34.2,20.45
24,2001-12-31,4.01,10.41,65196.55777328617,1.89883,8.868879846874577e-08,12.08,12.08,0.0541,12.08,10.41
25,2002-01-31,3.98,6.92,61961.69608438549,1.6613,2.94428296373316e-06,60.78,60.78,0.0401,60.78,6.92
26,2002-02-28,4.01,10.36,58210.18481516344,2.1895,8.545157679047005e-07,38.69,38.69,0.0562,38.69,10.36
27,2002-03-31,4.0,8.98,66381.796199654,3.49554,5.880513021275169e-06,59.65,59.65,0.0548,59.65,8.98
28,2002-04-30,4.04,-4.87,51794.946708424206,3.49554,5.962167340269409e-07,0.0,0.0,0.0579,0.0,-4.87
29,2002-05-31,4.28,-5.25,52668.80203091533,2.5354,2.0362433748860275e-07,-27.47,-27.47,0.0338,-27.47,-5.25
30,2002-06-30,4.26,-12.73,19256.571733333334,2.79438,1.2134770268038237e-05,-9.06,-9.06,0.0581,-9.06,-12.73
