,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
39,2003-03-31,12800.0,15500.0,11271.0,8380.0,84800.0,25854.0,8380.0,15500.0,13870.0,12800.0,-13.22,-41.01,-13.51,-83.38,78191.0,0.0498,0.0899,0.0617,0.0604,4.27,8.02
40,2003-04-30,15900.0,18100.0,15083.0,13550.0,52300.0,22287.0,8380.0,16600.0,15660.0,14450.0,31.4,-27.06,-4.22,-51.52,47774.0,0.0555,0.0639,0.0575,0.0692,4.26,11.97
41,2003-05-31,16300.0,17400.0,16448.0,15900.0,37050.0,19872.0,8380.0,16500.0,16210.0,15900.0,37.55,-24.88,1.24,-53.3,20145.0,0.0562,0.0293,0.0522,0.0654,4.01,2.52
42,2003-06-30,17200.0,18450.0,17583.0,16800.0,31000.0,18716.0,8380.0,17500.0,17210.0,16800.0,21.13,16.61,-3.91,-34.35,13947.0,0.0534,0.0356,0.0501,0.0445,4.1,5.52
43,2003-07-31,15800.0,17450.0,16300.0,15050.0,31000.0,18048.0,8380.0,16000.0,15730.0,15150.0,-0.63,30.58,4.98,-26.85,5228.0,0.0528,0.0203,0.0478,0.0281,3.75,-8.14
44,2003-08-31,16450.0,16900.0,15805.0,15250.0,31000.0,17423.0,8380.0,16750.0,16320.0,16000.0,1.23,38.82,1.86,-34.46,11183.0,0.0499,0.0303,0.0461,0.0283,3.72,4.44
45,2003-09-30,13700.0,16450.0,15298.0,13700.0,23500.0,16598.0,8380.0,15000.0,14330.0,13700.0,-20.35,-3.52,-8.05,-36.87,10448.0,0.036,0.0215,0.0435,0.0244,3.77,-16.72
46,2003-10-31,11250.0,15550.0,12918.0,11200.0,23400.0,15778.0,8380.0,11950.0,11470.0,11200.0,-28.8,-29.25,-4.26,-50.66,23427.0,0.0309,0.0452,0.0444,0.0336,3.84,-17.88
47,2003-11-30,14200.0,14450.0,12300.0,11050.0,22500.0,14998.0,8380.0,14450.0,12990.0,11650.0,-12.88,-13.94,12.25,-34.71,116260.0,0.0371,0.0582,0.0472,0.0446,3.78,18.83
48,2003-12-31,15500.0,20450.0,16955.0,14750.0,20450.0,14734.0,8380.0,16600.0,15350.0,14750.0,13.14,-9.88,-6.63,5.08,129617.0,0.0443,0.062,0.0489,0.0575,3.97,9.15
49,2004-01-31,14750.0,16100.0,14665.0,13100.0,20450.0,14760.0,8380.0,15050.0,13890.0,13100.0,31.7,-7.52,6.88,21.9,90968.0,0.0468,0.0446,0.0495,0.0567,3.78,-4.84
50,2004-02-29,16600.0,17150.0,15008.0,13350.0,20450.0,14938.0,8380.0,17150.0,16850.0,16450.0,14.88,-0.9,-2.64,38.33,351884.0,0.0489,0.0465,0.0492,0.053,3.78,24.81
51,2004-03-31,17700.0,21550.0,19390.0,17150.0,21550.0,15643.0,11050.0,18100.0,17630.0,17150.0,14.19,29.2,-3.54,38.28,106156.0,0.0528,0.0553,0.045,0.0481,3.74,6.63
52,2004-04-30,17000.0,20500.0,19028.0,17000.0,21550.0,15981.0,11050.0,19500.0,18530.0,17000.0,15.25,51.79,-7.61,6.92,72752.0,0.0518,0.0383,0.0425,0.0458,3.76,-6.08
53,2004-05-31,15950.0,17050.0,15373.0,13900.0,21550.0,15888.0,11050.0,16250.0,15840.0,15250.0,-3.92,12.32,4.59,-2.15,59141.0,0.049,0.0448,0.0434,0.0448,3.77,-6.18
54,2004-06-30,15800.0,16400.0,15213.0,14300.0,21550.0,15696.0,11050.0,15800.0,15210.0,14800.0,-12.71,1.94,6.4,-8.14,36720.0,0.0433,0.037,0.0433,0.0383,3.78,-1.25
55,2004-07-31,14000.0,16750.0,15115.0,14000.0,21550.0,15588.0,11050.0,14200.0,14100.0,14000.0,-17.65,-5.08,-2.44,-12.23,14702.0,0.0401,0.0206,0.0432,0.0336,3.77,-11.39
56,2004-08-31,14950.0,15150.0,14633.0,13350.0,21550.0,15477.0,11050.0,15100.0,14980.0,14850.0,-6.27,-9.94,-1.32,-9.12,12566.0,0.0323,0.0191,0.0427,0.0265,3.52,6.79
57,2004-09-30,16800.0,17550.0,16275.0,14950.0,21550.0,15562.0,11050.0,16800.0,16230.0,15600.0,6.33,-7.18,7.69,22.63,25140.0,0.0305,0.0281,0.0429,0.0231,3.55,12.75
58,2004-10-31,16000.0,17000.0,16355.0,15700.0,21550.0,15825.0,11050.0,16000.0,15820.0,15700.0,14.29,-13.98,-0.93,40.35,13546.0,0.0251,0.0138,0.0411,0.0212,3.53,-2.14
59,2004-11-30,15950.0,16950.0,16105.0,15150.0,21550.0,16170.0,13100.0,16050.0,15920.0,15650.0,7.05,-0.31,4.59,12.32,13020.0,0.0237,0.0206,0.0381,0.0214,3.26,-0.31
60,2004-12-31,17250.0,17450.0,16645.0,15700.0,21550.0,16150.0,13100.0,17250.0,16970.0,16750.0,2.68,9.18,1.77,11.29,11353.0,0.0206,0.0209,0.0336,0.0193,3.29,8.15
61,2005-01-31,18750.0,19000.0,17568.0,16700.0,21550.0,16375.0,13350.0,18750.0,18240.0,17750.0,17.19,33.93,-1.32,27.12,29367.0,0.0207,0.0209,0.0317,0.0214,3.26,8.7
62,2005-02-28,19200.0,19200.0,18330.0,17350.0,21550.0,16621.0,13350.0,19200.0,18160.0,17350.0,19.63,29.29,8.17,15.66,41429.0,0.0215,0.0252,0.0298,0.0216,3.28,8.17
63,2005-03-31,18950.0,19600.0,18290.0,16600.0,20500.0,16554.0,13350.0,18950.0,17880.0,17100.0,9.86,12.8,14.16,7.06,22833.0,0.0217,0.028,0.0267,0.024,3.26,-1.3
