,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,relativeMA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,13000.0,21500.0,18068.0,13000.0,83900.0,31495.0,13000.0,16400.0,14650.0,13000.0,-0.02154039610185476,-17.13,125.22,-13.33,795.25,2596144.0,0.0735,0.0474,0.0646,0.0655,4.79,-40.77
1,2000-01-31,13350.0,16600.0,14335.0,12450.0,83900.0,31384.0,12450.0,13400.0,13150.0,12750.0,-0.03367825942364513,-26.33,2.36,-0.37,781.81,1139916.0,0.0669,0.0602,0.0643,0.0618,4.78,5.53
2,2000-02-29,16200.0,18000.0,15813.0,13900.0,83900.0,31168.0,12450.0,16600.0,16180.0,15700.0,-0.026506830686834452,-25.34,20.66,3.18,955.98,2370980.0,0.0675,0.0678,0.0659,0.0604,5.07,21.35
3,2000-03-31,12100.0,19200.0,16638.0,12100.0,83900.0,30845.0,12100.0,14950.0,13630.0,12100.0,-0.0119282658769332,-4.35,-21.14,-29.86,364.68,2693592.0,0.0604,0.0537,0.0671,0.0572,5.05,-25.31
4,2000-04-30,9000.0,13300.0,9977.0,8750.0,83900.0,29691.0,8750.0,9000.0,8846.0,8780.0,-0.1981269764047677,-32.58,-51.8,-1.64,164.44,1226986.0,0.0615,0.062,0.0682,0.0617,5.06,-38.78
5,2000-05-31,5400.0,9410.0,6518.0,4100.0,83900.0,27067.0,4100.0,5400.0,4915.0,4600.0,3.392875318066158,-66.67,-75.45,26.76,-19.65,2066238.0,0.0637,0.0836,0.0691,0.0668,5.12,-40.0
6,2000-06-30,5540.0,7650.0,6076.0,5120.0,83900.0,24496.0,4100.0,5820.0,5676.0,5540.0,-24.012345679012345,-58.35,-56.21,-2.29,2.43,955498.0,0.0656,0.0716,0.0711,0.0728,5.16,11.02
7,2000-07-31,5590.0,7640.0,6284.0,5400.0,83900.0,19782.0,4100.0,5950.0,5650.0,5400.0,0.6631081554077703,-37.89,-58.13,3.52,-57.14,1006020.0,0.0671,0.0654,0.0667,0.0736,5.13,0.9
8,2000-08-31,5830.0,6460.0,5598.0,5270.0,32750.0,13831.0,4100.0,6460.0,5782.0,5490.0,-0.14443839593540192,7.96,-64.01,3.37,-55.11,2361988.0,0.0642,0.0489,0.0667,0.0606,5.12,4.29
9,2000-09-30,4330.0,6460.0,4881.0,3860.0,32750.0,12517.0,3860.0,4330.0,4222.0,4040.0,0.3244635193133047,-22.68,-66.95,12.18,-69.9,2130402.0,0.0652,0.0699,0.0642,0.0568,5.09,-22.95
