,Date,riskfree,kospi200,professionalism,pbr,activity,actualreturn
116,2009-08-31,1.99,2.21,19504.667930928732,0.79251,-9.502570627727322e-06,-6.83
117,2009-09-30,2.0,5.93,12328.452937770617,0.75482,-1.1232269884384794e-05,-8.52
118,2009-10-31,2.01,-5.89,13635.242452407892,0.79149,1.103807827364052e-05,4.86
119,2009-11-30,2.01,-1.0,10722.687668455916,0.91169,-3.8092305228687304e-06,15.19
120,2009-12-31,2.01,8.36,6685.144743133904,1.19182,1.5578504669226658e-05,30.73
121,2010-01-31,2.0,-4.54,5078.923006557661,0.8691,2.820012919436815e-06,-15.71
122,2010-02-28,2.01,-3.04,2206.2837551349858,0.84255,-5.780713476490467e-06,-6.21
123,2010-03-31,2.0,6.34,2654.832076959145,0.79476,-1.7464746454720583e-05,-5.67
124,2010-04-30,2.0,2.87,1765.6968633247116,0.83547,-3.0168791637949474e-06,5.12
125,2010-05-31,2.0,-5.97,1133.3320118636223,0.81689,-1.885729383862365e-05,-2.22
126,2010-06-30,2.03,3.04,1746.6592736131104,0.73458,-2.3370165446643302e-05,-8.79
127,2010-07-31,2.28,3.8,4238.611055099508,0.7921,-4.1349684783221637e-05,7.83
128,2010-08-31,2.28,-1.06,1936.3319114994229,0.84963,1.158875933472072e-05,7.26
129,2010-09-30,2.27,7.12,2456.347767469266,0.86999,1.4987852344310795e-05,2.5
130,2010-10-31,2.26,0.29,5484.168512536162,0.97354,1.2615765931480612e-05,14.94
131,2010-11-30,2.51,2.74,4464.95827352054,0.92043,4.990484095347737e-06,-5.45
132,2010-12-31,2.51,8.63,7184.7080696220355,0.93371,1.930734757300892e-06,1.44
133,2011-01-31,2.75,0.71,4112.117103736566,0.93281,1.869914156971824e-05,18.96
134,2011-02-28,2.76,-6.14,2791.1299723800134,0.89193,1.5326640657784438e-05,-6.25
135,2011-03-31,2.99,8.78,3205.4746289302893,0.773,-2.901794108200301e-05,-13.33
136,2011-04-30,3.02,5.9,3718.717577061698,0.83618,-1.4534596012563366e-05,6.64
137,2011-05-31,3.03,-2.63,2616.4927089153,1.03687,5.003874673253562e-06,24.0
