,Date,riskfree,kospi200,professionalism,pbr,activity,MA1M,indireturn,indistd,actualreturn,indexreturn
75,2006-03-31,3.97,-0.7,6770.589789030425,3.07115,1.7011155457238215e-05,-5.68,-5.68,0.0188,-5.68,-0.7
76,2006-04-30,3.97,6.56,2718.08404508498,1.76202,1.6230223215490107e-05,4.48,4.48,0.0165,4.48,6.56
77,2006-05-31,3.96,-7.11,3161.284710962772,1.74459,1.7985039853445235e-05,-0.99,-0.99,0.0247,-0.99,-7.11
78,2006-06-30,4.21,-2.08,1210.3131316804124,1.53813,2.770025407795076e-07,-11.83,-11.83,0.0272,-11.83,-2.08
79,2006-07-31,4.22,0.63,736.0921675090394,1.57595,2.2955755395942693e-05,2.46,2.46,0.0189,2.46,0.63
80,2006-08-31,4.49,4.11,1501.4763145084262,1.75908,2.3732901104506695e-05,11.62,11.62,0.0218,11.62,4.11
81,2006-09-30,4.48,1.87,1780.1633963272548,1.85798,3.1750200247791845e-05,16.39,16.39,0.0157,16.39,1.87
82,2006-10-31,4.48,-0.68,1330.460041181176,1.80856,2.2015533548032404e-05,-2.66,-2.66,0.0188,-2.66,-0.68
83,2006-11-30,4.49,4.59,2843.8797832339255,1.90451,4.8142866052153895e-05,6.68,6.68,0.0103,6.68,4.59
84,2006-12-31,4.6,1.63,3524.0799145570704,2.18071,2.3039251884341968e-05,18.48,18.48,0.0197,18.48,1.63
85,2007-01-31,4.61,-5.07,3748.912455086582,1.93355,-6.450300064897574e-06,-11.33,-11.33,0.0162,-11.33,-5.07
86,2007-02-28,4.55,4.1,4046.546376299331,2.07742,3.044297613981623e-06,6.8,6.8,0.0265,6.8,4.1
87,2007-03-31,4.63,2.4,3334.8212341173544,1.9908,-1.1023266050384756e-05,-4.17,-4.17,0.0198,-4.17,2.4
88,2007-04-30,4.88,5.84,4530.922075239589,1.32686,3.1887166769849303e-06,2.87,2.87,0.0231,2.87,5.84
89,2007-05-31,4.56,9.02,5496.132870890808,1.49653,-1.9208423013175102e-06,12.79,12.79,0.0223,12.79,9.02
90,2007-06-30,4.52,4.36,9057.6197242619,1.81191,6.130708208982501e-06,32.43,32.43,0.0433,32.43,4.36
91,2007-07-31,4.76,10.4,6684.483332005465,1.94459,-5.856015322375566e-06,7.32,7.32,0.0356,7.32,10.4
92,2007-08-31,4.98,-2.47,5772.656264568901,1.81626,-3.927273248649997e-06,-6.6,-6.6,0.038,-6.6,-2.47
93,2007-09-30,4.98,6.38,3830.7846955218415,1.90325,1.1205481730102637e-05,9.38,9.38,0.0354,9.38,6.38
94,2007-10-31,5.02,5.35,20326.87570053038,3.68688,-5.465314529179351e-06,93.71,93.71,0.059,93.71,5.35
95,2007-11-30,5.02,-7.11,27532.69614598307,3.415,5.808938972114067e-07,6.44,6.44,0.0598,6.44,-7.11
96,2007-12-31,5.02,3.61,11159.755145663486,3.74128,2.881604221443763e-06,8.52,8.52,0.0387,8.52,3.61
97,2008-01-31,4.96,-13.88,13971.75772389738,2.54495,-1.1122361948442902e-06,-31.98,-31.98,0.0631,-31.98,-13.88
98,2008-02-29,4.94,4.37,10691.622443914768,3.00172,-2.1574339164918857e-06,6.98,6.98,0.058,6.98,4.37
99,2008-03-31,4.98,0.37,9375.72194664561,3.02349,5.4543517582196225e-06,0.72,0.72,0.0365,0.72,0.37
100,2008-04-30,4.95,7.97,11209.963351747878,2.77441,-6.602604789187394e-06,-2.82,-2.82,0.0321,-2.82,7.97
